4.425298146125752202e-02,1.357465908041234626e-04,-2.472179240422849728e-02,-4.291410840188029929e-02,3.665830197232508580e-02,4.182410032553313117e-02,1.000000000000000000e+00
3.152015760101709724e-02,6.531545953379607611e-03,-9.510943321475296905e-03,-3.153476909338089051e-02,4.354803851654960589e-02,5.875360395157890048e-02,1.000000000000000000e+00
1.433176430465030182e-02,9.790682478790870870e-04,-9.760769275345686224e-03,-2.092671783818627826e-02,3.235386164293494599e-02,6.099429403230395563e-02,1.000000000000000000e+00
-4.326483236428149519e-03,-5.936050526710231860e-03,-1.565534029589186332e-02,-1.165256786766188934e-02,1.107596638264254224e-02,5.720016942240208069e-02,1.000000000000000000e+00
-2.205702220348012763e-02,1.136657108365894502e-02,-1.172560080469255833e-02,-4.602959913373965220e-03,-8.733769638393019605e-03,5.310842359051299449e-02,1.000000000000000000e+00
-3.068331244286083906e-02,4.335350983930388868e-02,2.697593750582098944e-03,-7.337274668114965662e-04,-1.938641249150679577e-02,4.855162608562518800e-02,1.000000000000000000e+00
-3.024564264897443636e-02,6.616388736408589100e-02,1.048455285422117758e-02,3.772354906934277143e-03,-2.174593477203794201e-02,4.305689023381352454e-02,1.000000000000000000e+00
-2.673767287488738528e-02,7.524199124658728643e-02,7.035765920439468815e-03,7.477267921489502006e-03,-1.833890825238282049e-02,2.462013666136509543e-02,1.000000000000000000e+00
-2.126795648391785476e-02,7.250071839869867696e-02,1.624589891431504202e-03,3.499076715976512722e-03,-1.199694040206843518e-02,-5.392616602179593766e-04,1.000000000000000000e+00
-1.299182926003799275e-02,6.616410646301626453e-02,2.377952808398548640e-03,-1.083430695173887015e-04,-5.753489317236563927e-03,-6.220234220377091408e-03,1.000000000000000000e+00
7.880982757760973678e-04,6.227690707901983869e-02,9.837329308000779954e-03,1.358531012999833129e-02,-2.960102571133904972e-03,3.949991423306690834e-03,1.000000000000000000e+00
1.486561922092256155e-02,5.652999273251513301e-02,2.332219184801137199e-02,3.177953036025404909e-02,-4.587512190110401566e-03,7.297165604932454377e-03,1.000000000000000000e+00
1.896945806665162673e-02,4.685303104914785577e-02,3.013245402829149364e-02,3.746179092016818646e-02,-1.006529032815147578e-02,1.028009523114100515e-03,1.000000000000000000e+00
1.479590414202261103e-02,3.350963373408775287e-02,2.004161273377353530e-02,2.978341957232561246e-02,-2.161972845501642509e-02,-3.943853120117798289e-03,1.000000000000000000e+00
1.008232217335840869e-02,2.025889280437965026e-02,2.285166274564849956e-03,1.163401909658269909e-02,-3.714192193468009856e-02,-2.329897388156906834e-03,1.000000000000000000e+00
1.080602894395903471e-02,1.598649351178920569e-02,-6.498391545920056619e-03,-7.693314550347652575e-03,-5.022634002810529713e-02,6.362391318624347619e-03,1.000000000000000000e+00
1.828897301441159001e-02,2.337604199205847721e-02,1.666222682058290244e-04,-2.021824313855382499e-02,-5.426273281563248618e-02,1.408430228907602867e-02,1.000000000000000000e+00
2.529082305600480890e-02,2.942375356358500893e-02,1.388949877708416623e-02,-2.778224157856438656e-02,-4.886032756194678278e-02,7.814037410247626908e-03,1.000000000000000000e+00
2.270789014322690397e-02,2.771094215040018766e-02,2.322298660035469059e-02,-3.573941159856991456e-02,-4.170796381705760281e-02,-6.199594534449253194e-03,1.000000000000000000e+00
5.920853097830802714e-03,2.175365228613693191e-02,2.635006985119075357e-02,-3.969126078123285523e-02,-3.268061057740207637e-02,-1.182717665039150282e-02,1.000000000000000000e+00
-1.607336727000562709e-02,1.746367827414720825e-02,2.748974786762230921e-02,-3.729033073768978773e-02,-2.272725879340976862e-02,-1.028568824583789634e-02,1.000000000000000000e+00
-3.208376128322357190e-02,1.506604531270814076e-02,2.903421463257649035e-02,-3.309253998880001824e-02,-1.899815176104848943e-02,-1.137048552887155381e-02,1.000000000000000000e+00
-3.806906992990821692e-02,1.485582937012923377e-02,2.817227660094061281e-02,-2.533091234840179409e-02,-2.552259801599063641e-02,-1.242532510247842253e-02,1.000000000000000000e+00
-3.165230591294907608e-02,1.611103281266158468e-02,2.443150541938952924e-02,-1.541375446144119601e-02,-3.865648498276759437e-02,-6.405589670532976093e-03,1.000000000000000000e+00
-1.354445518310217270e-02,1.561630947000971700e-02,2.043901108462125443e-02,-8.575894291779427581e-03,-5.318564327608572839e-02,5.787725608858550891e-03,1.000000000000000000e+00
7.973124706726668343e-03,2.187270360653644635e-02,2.149579207106861248e-02,-1.004411415932190445e-02,-6.174905875779453102e-02,1.807888726386827627e-02,1.000000000000000000e+00
1.978833336945239052e-02,3.918662984861748244e-02,2.346433511932725924e-02,-2.661707578650462577e-02,-5.804532373930588324e-02,1.940296968229426877e-02,1.000000000000000000e+00
2.124677171467458103e-02,5.079573697333777949e-02,1.725223714530466426e-02,-5.045798718741907607e-02,-4.543161357243085535e-02,6.946449855027831896e-03,1.000000000000000000e+00
2.096706388946928748e-02,5.413917310015464029e-02,5.481300333852651835e-03,-6.617394613661338465e-02,-3.532744880032462342e-02,-6.827182820427935006e-03,1.000000000000000000e+00
2.074709687587426854e-02,5.617030619549939763e-02,3.375153491641712244e-03,-7.035823619748693414e-02,-3.686353599672569786e-02,-1.481254792029231340e-02,1.000000000000000000e+00
1.974412422278297094e-02,5.046924287405024634e-02,1.619806532487015616e-02,-5.882993594731123627e-02,-4.866904131913130094e-02,-2.286409634435914578e-02,1.000000000000000000e+00
1.894138954086024840e-02,3.518467929293397911e-02,3.817816115385756076e-02,-3.574864098000891943e-02,-5.810250521225432396e-02,-3.375665758365602870e-02,1.000000000000000000e+00
2.102375634358379097e-02,2.829294757995899634e-02,6.117504303067558546e-02,-1.848445133066244778e-02,-5.165962120444319433e-02,-3.445491268228884074e-02,1.000000000000000000e+00
3.423911336730838667e-02,3.783896643099556728e-02,7.598971234154447418e-02,-7.325271809417645275e-03,-2.388472011628625657e-02,-1.508759216190633939e-02,1.000000000000000000e+00
5.531490874337412211e-02,5.014311367811365161e-02,7.954206197124658040e-02,1.315580803664540520e-02,1.242850902727594964e-02,2.280006434884484720e-02,1.000000000000000000e+00
7.309466982348601649e-02,5.058941027724723344e-02,7.477057449305345160e-02,4.931428219252484424e-02,3.080257331737448756e-02,5.894363468492519464e-02,1.000000000000000000e+00
8.823249330602192519e-02,4.877009056343556415e-02,7.657477962434507124e-02,8.718655275096395818e-02,3.851495662888709814e-02,8.235050262977815227e-02,1.000000000000000000e+00
8.848634438081411091e-02,4.669190968679006598e-02,7.993365977182098625e-02,9.787771631546304807e-02,3.900958017460257055e-02,8.531824441412180771e-02,1.000000000000000000e+00
8.686416181742034892e-02,4.964840799623374684e-02,9.830861917501398928e-02,1.005749872235142534e-01,4.564240837978382481e-02,8.455472344250625216e-02,1.000000000000000000e+00
9.549654767943727141e-02,5.075673145659807123e-02,1.305920763938624440e-01,1.059623842646705838e-01,6.294245203340347039e-02,9.022757506228085145e-02,1.000000000000000000e+00
1.007696989313767166e-01,4.648762646296072942e-02,1.424393260909814773e-01,9.158146468935013385e-02,7.139769028451668775e-02,1.017028544817170366e-01,1.000000000000000000e+00
6.149359141779994070e-02,2.243785333530895487e-02,9.912457178621258969e-02,3.969699797029989374e-02,3.380593207262203026e-02,8.447846481433325672e-02,1.000000000000000000e+00
5.677782721943882421e-03,-4.522537279539993668e-03,4.206629486239166216e-02,-1.466331210118285155e-02,-2.014866752933421740e-02,4.240382494385401546e-02,1.000000000000000000e+00
-3.837443353544404967e-04,1.668590987102483783e-02,3.142776975487521218e-02,-1.219244858179946434e-02,-2.254979082335242108e-02,4.049451782814987577e-02,1.000000000000000000e+00
1.665889663495258299e-02,5.119425597343189860e-02,4.295019965371807413e-02,2.378749760908610220e-02,5.991700737597888127e-03,6.061865288591038181e-02,1.000000000000000000e+00
1.018136291900884338e-01,1.516572876129923531e-01,1.342002342419365279e-01,1.254931523054065301e-01,1.047247866803902028e-01,1.603479505785775361e-01,1.000000000000000000e+00
