4.808871818302885154e-02,7.691653328411117430e-03,-3.567800751354889555e-02,-4.146856917658041375e-02,4.753861357995697867e-02,3.909507009474951639e-02,-3.482702063354059518e-02,-4.037296714064871062e-02,2.867472364220246400e-02,-2.390905004858339539e-02,1.435507378695833475e-02,4.936586277745612372e-02,-4.127864445826195938e-02,3.323359303330439274e-02,5.186862522677001403e-02,2.508424855634837358e-02,-1.928666630077059685e-02,9.811404200553614646e-03,-2.804678473225696508e-02,-6.695714598126226158e-02,-3.279240792992174636e-02,-5.221315267900414336e-03,-1.576651466804952773e-02,2.535602223575317976e-02,-8.704375015107242153e-03,-2.609058141631096991e-02,3.334303219472950497e-02,1.000000000000000000e+00
3.933322736406370812e-02,1.338908958122410169e-02,-2.283094931599272126e-02,-2.991722188759123047e-02,5.775723736512420464e-02,5.435520469080211414e-02,-3.073011061169418287e-02,-2.320869025568539010e-02,3.584638637654726651e-02,-3.249177614233627470e-02,7.755528707763446189e-03,5.314626013794201964e-02,-4.809061944761276047e-02,4.689710552423753676e-02,4.443876990371724289e-02,2.424945547388557970e-02,-2.351318576770287938e-02,3.502469863473554185e-03,-2.999861814110549307e-02,-7.435132403742417129e-02,-2.364251049400302451e-02,-1.013250920894372478e-02,-1.526470942745353568e-02,2.109036891466511271e-02,-3.759730956425779043e-03,-2.655395599444456550e-02,4.021394487655653716e-02,1.000000000000000000e+00
2.408725885468906980e-02,5.797328592584699222e-03,-2.400853188012488579e-02,-1.826598105694587221e-02,4.624598777971088148e-02,5.516339106050262286e-02,-3.129237919903734427e-02,-1.094194520780593025e-02,4.152531491284962295e-02,-3.669252728916143347e-02,6.881630480246325038e-03,5.149607140248912973e-02,-4.434427756974499563e-02,5.593952993197170986e-02,3.523778986018428344e-02,1.846162303254826956e-02,-1.824576764737078846e-02,-3.822959223019877645e-03,-3.267288655235463940e-02,-7.563804698622808576e-02,-7.917286743974929347e-03,-1.402260442709510335e-02,-1.777403153861251486e-02,1.481293234770595345e-02,1.692770609360383025e-03,-2.860755489142544419e-02,3.294187156985901171e-02,1.000000000000000000e+00
5.899284796179174103e-03,-1.963012302228063846e-03,-2.889925823183957243e-02,-7.071589609231768853e-03,2.387830838419468388e-02,5.068214003217093311e-02,-4.058165268392327496e-02,-4.276419868294405180e-04,5.070161583347863876e-02,-4.155175643492820675e-02,5.651089246710112174e-03,4.038649344635614202e-02,-3.982422278283335310e-02,5.834027308382124660e-02,3.701325990141433875e-02,2.008180333944356577e-02,-1.056657830898846510e-02,-9.394400593957666704e-03,-3.304959111478210365e-02,-6.863921191773088293e-02,-3.525063437511907066e-03,-1.899346373111011899e-02,-1.542026763818587706e-02,1.569896575168454669e-02,5.500721033299798765e-03,-3.073345254872693333e-02,1.265395738145592974e-02,1.000000000000000000e+00
-1.352164727561293474e-02,1.516505374366643351e-02,-1.989827768223087143e-02,1.408453789882689253e-03,3.733230937623369279e-03,4.562623888593549115e-02,-4.533002136646949176e-02,1.404779266101018401e-02,5.309430521102968814e-02,-4.074366446078347970e-02,-5.256914132102767645e-03,1.897211861725975335e-02,-4.033404220450252653e-02,4.381630134062856202e-02,4.612267010601334150e-02,2.992769160567593234e-02,-8.981517358001282758e-03,-1.019748650541834993e-02,-2.996284219639708257e-02,-4.734935044192828402e-02,-7.607562611071413960e-03,-3.181092222870805786e-02,-3.440063435851195561e-03,1.744067299011570898e-02,8.097102971603223343e-03,-2.740059558552546820e-02,4.304117560566655259e-03,1.000000000000000000e+00
-2.512301591817643620e-02,4.622137002791767979e-02,6.839593872017685205e-05,5.043992325913338598e-03,-7.635213090516106832e-03,4.136950816511898721e-02,-3.562303491698848301e-02,3.132534458614935624e-02,4.293738183963595467e-02,-3.557158551195437751e-02,-1.582194578358077711e-02,-4.970222816666241411e-03,-4.222713924506209943e-02,2.563064192235389380e-02,5.225553894048506204e-02,3.605679793919710358e-02,-1.192755401638216292e-02,-9.648978051554343155e-03,-2.590282110259170892e-02,-1.865889377052549342e-02,-7.445907750718477706e-03,-5.150228909173164282e-02,3.952043809220280764e-03,1.101206497291747077e-02,9.414450883704329753e-03,-2.188658998271949749e-02,1.884441863387621360e-02,1.000000000000000000e+00
-2.608674977336473966e-02,6.830209120377138399e-02,1.017199974022751745e-02,9.563332719001714846e-03,-1.176570817088374611e-02,3.666390552322139340e-02,-2.794257968811855730e-02,4.227137493090337567e-02,2.736402281662133479e-02,-3.461885044772866626e-02,-1.607148767729398020e-02,-2.350209641888813608e-02,-4.317329025658629693e-02,1.506237439229156372e-02,5.712504328711166812e-02,3.236091804170881936e-02,-1.634866502861438003e-02,-3.387884323556231148e-03,-2.603259933229585057e-02,3.406776102220395591e-03,1.053280943795545377e-04,-5.912782175188070755e-02,4.747552132067978450e-03,-1.419916284351948471e-03,1.161909976449179704e-02,-1.251660125079520972e-02,3.217954024129142387e-02,1.000000000000000000e+00
-2.165832603866924000e-02,7.791999723841350201e-02,5.322175441107433735e-03,1.297616551060177571e-02,-1.238948194744058512e-02,1.816853344798665532e-02,-2.774884410641683188e-02,3.784608741897893536e-02,1.260762291928994687e-02,-3.096429169242395640e-02,-1.085202673627122701e-02,-3.292142760813807773e-02,-3.880546629909101264e-02,5.326494216721381486e-03,6.426630627180152100e-02,1.416069711073086879e-02,-3.019842821033619229e-02,1.280409096039855990e-02,-2.916678875174502986e-02,1.828037362892529979e-02,1.610600678296499055e-02,-4.613957592441070982e-02,6.746959489459131501e-03,-1.451732147098204473e-02,1.076345782794868589e-02,2.527784887210726694e-03,3.624446318462666572e-02,1.000000000000000000e+00
-1.617912022408923498e-02,7.611958688037945286e-02,-2.358235933898528147e-03,8.284436639860632418e-03,-1.195325991173342220e-02,-6.476647919720128488e-03,-1.605406328719344994e-02,1.454189836312655415e-02,4.798929453155010433e-03,-1.765216390754649131e-02,-8.170773993133208582e-03,-2.787109459742773826e-02,-2.764950110399139183e-02,-1.754686273154514725e-03,6.751464447618213405e-02,-1.094945813880645810e-02,-4.569069608040047387e-02,2.554937796049198961e-02,-2.221171205382672931e-02,2.811332507638440031e-02,4.033296698831360938e-02,-2.313678246264450067e-02,1.193016923030082097e-02,-2.336492014170479109e-02,4.059171090478909394e-03,1.869901863469676517e-02,2.750964967317338222e-02,1.000000000000000000e+00
-9.539686219233362713e-03,6.968211454682873840e-02,-9.068528855094293295e-04,4.565311337083427859e-03,-9.468302403851609761e-03,-1.090882999258990099e-02,7.617436711057861895e-03,-9.449969530541727641e-03,9.018654233753253813e-03,-9.354900491753271111e-03,-4.073234312322662753e-03,-1.384555385437173658e-02,-1.656092740190977589e-02,-1.498217055121275204e-04,7.369733482609178155e-02,-2.143071501121278019e-02,-4.279232755444081771e-02,2.212228515339658558e-02,-1.001907740510795883e-02,4.199351885884205354e-02,5.947471629037989066e-02,-5.671854287867995545e-03,1.776038897185876902e-02,-3.026424854114299207e-02,-1.216373241602106137e-03,2.971841893055649983e-02,8.700674102970408497e-03,1.000000000000000000e+00
