5.066839967132868300e-02,7.053306174423873420e-03,-3.221572698798770562e-02,-4.542713936703446365e-02,4.377660337269143054e-02,3.944839355861554098e-02,-3.791479223150583111e-02,-4.497064913845671280e-02,3.023340501297074739e-02,-2.267497313403737946e-02,7.464871538174849830e-03,5.556615813727601438e-02,-3.439446045561023874e-02,2.853242892002887110e-02,4.864763485473977411e-02,2.777565889480284461e-02,-1.564086357163231925e-02,9.951825013533782682e-03,-3.109887836138691686e-02,1.000000000000000000e+00
4.185496203018387179e-02,1.294897544077848114e-02,-1.753168114686296658e-02,-3.354226783532454625e-02,5.355709095217441734e-02,5.473319023524720467e-02,-3.302969257503399203e-02,-3.005234671401285640e-02,3.799831170385530033e-02,-2.934730417672868491e-02,-3.272068559662111298e-04,5.796963053003564847e-02,-4.010735535645822830e-02,3.920867848610672807e-02,3.975432993078074906e-02,2.741092754916074972e-02,-2.266485686457879456e-02,2.906649780395485078e-03,-3.347257183172305112e-02,1.000000000000000000e+00
2.554732957056379816e-02,5.785396040660466255e-03,-1.831237130028717103e-02,-2.133481853246700644e-02,4.168433473380737941e-02,5.654834922897932631e-02,-3.183807903128970523e-02,-1.883814244645943409e-02,4.395157254529884899e-02,-3.229355221670564963e-02,-2.202146728943484011e-03,5.471813206849695382e-02,-3.702460948707919641e-02,4.788456029740958270e-02,3.142176072959332322e-02,2.251268074278771694e-02,-1.889698952238044738e-02,-3.944852539707333072e-03,-3.476693476621932344e-02,1.000000000000000000e+00
6.910907472454877291e-03,-1.828619698520347545e-03,-2.433270407545237018e-02,-9.643050307411686617e-03,1.861846520911125680e-02,5.249016280982678195e-02,-3.951944725043760737e-02,-6.631067837228568629e-03,5.339950277227229619e-02,-3.635839763556323462e-02,-4.177192501068259511e-03,4.239883485486482806e-02,-3.443500183084981237e-02,5.236810152594331691e-02,3.448990814825439455e-02,2.394476567196882066e-02,-1.131436545504423130e-02,-8.930747872801207340e-03,-3.366164787705307193e-02,1.000000000000000000e+00
-1.289699351903193444e-02,1.518580194637596942e-02,-1.701279840990157707e-02,-4.349046830613937514e-04,-1.542943811686570132e-03,4.719225732994455219e-02,-4.428867858047701861e-02,1.042650872179095092e-02,5.701615974160617606e-02,-3.665826569573747001e-02,-1.336064663613767065e-02,2.031182747952260323e-02,-3.818555297066758558e-02,4.106986711854657135e-02,4.546943839519237279e-02,3.273881614480493585e-02,-9.743481698172141645e-03,-1.095565064021488191e-02,-3.066830925968282162e-02,1.000000000000000000e+00
-2.583353525606462212e-02,4.617259393945333246e-02,2.377270361147737487e-03,5.042546292336590880e-03,-1.200179513251014608e-02,4.165400020147298765e-02,-3.575630930245642103e-02,2.832851427755321214e-02,4.723590628444180456e-02,-3.293073541967885681e-02,-2.013047233455356883e-02,-2.637616689979468271e-03,-4.252432712502620532e-02,2.372654631024790836e-02,5.245146014500954440e-02,3.777012804700924375e-02,-1.280973258401316150e-02,-1.086784049267919272e-02,-2.780156926669540701e-02,1.000000000000000000e+00
-2.819083314538084126e-02,6.850709094761384121e-02,1.188867799121304421e-02,9.912727183046081414e-03,-1.482531819980496823e-02,3.645937930316600628e-02,-2.847085550097302326e-02,3.827572712113376519e-02,3.103537718354977548e-02,-3.212636804111832639e-02,-1.798854915202011476e-02,-1.934789173727402903e-02,-4.371334653358210920e-02,1.259797780644680322e-02,5.660176246912537040e-02,3.327355874715817730e-02,-1.684133192369403551e-02,-3.754772408994071220e-03,-2.778797946157494925e-02,1.000000000000000000e+00
-2.450389460108984285e-02,7.838862281926126108e-02,6.201716924190304493e-03,1.125819154495871083e-02,-1.249551633455181845e-02,1.952919842655544483e-02,-2.784039667785101826e-02,3.343922012944131050e-02,1.447431544317350112e-02,-2.922006568342040700e-02,-1.270244538369650136e-02,-2.779019636146817795e-02,-3.910649275505916761e-02,2.732534100250252548e-03,6.335443557564646166e-02,1.517201810422343262e-02,-3.067847072003883346e-02,1.424998287563043406e-02,-2.939409246786417462e-02,1.000000000000000000e+00
-1.819852564234362979e-02,7.683101943470706241e-02,-2.563312565010722119e-03,4.224620238330317398e-03,-9.294862287440969553e-03,-3.160526187484326115e-03,-1.576828006902776524e-02,1.252788379218292350e-02,3.670918826111421035e-03,-1.803630932470461426e-02,-9.858386974737835817e-03,-2.411833448027657367e-02,-2.792441817710250573e-02,-4.118040352794226019e-03,6.610321292481395605e-02,-9.651415550365496226e-03,-4.682788359574386466e-02,2.894922286196678629e-02,-2.050249534857871009e-02,1.000000000000000000e+00
-9.707821102940305744e-03,7.131050535610411467e-02,-1.848628968322696062e-03,-7.694365396870260498e-04,-4.990422092055193763e-03,-6.684367179755405092e-03,8.175471233594560488e-03,-8.731520041753784017e-03,5.803799885185437213e-03,-1.044989284784316776e-02,-3.949877908683493109e-03,-1.237154790533567285e-02,-1.676870374749464196e-02,-9.173328578795016813e-04,7.218068520896621376e-02,-1.986605438327859394e-02,-4.454599836636753685e-02,2.623339662443872899e-02,-5.780343804641364241e-03,1.000000000000000000e+00
3.803091606243218584e-03,6.569861137745425239e-02,7.484527981534742740e-03,1.181534017693383273e-02,-2.851472204078201247e-03,3.403575691235970202e-03,3.025243096310933216e-02,-2.375159491837783299e-02,2.149520497969505464e-02,-1.746036211462562507e-02,2.571633169172879950e-03,-4.958610855432939342e-03,-1.122881477861056160e-02,1.171345917609688779e-02,9.040892496499947084e-02,-1.493607075715955301e-02,-1.928140174590385267e-02,6.268017890056507523e-03,5.953588844173372807e-03,1.000000000000000000e+00
1.856144028701036189e-02,5.470494414408956507e-02,2.404221140300127901e-02,2.963207388133420536e-02,-4.720542524240332882e-03,5.000699461736236862e-03,3.899878624016209216e-02,-3.464984757546359789e-02,4.471771152104399294e-02,-3.355672189319068577e-02,4.472621960175211450e-03,-1.194626727636834661e-02,-8.486763148699163692e-03,2.551935024758867840e-02,9.456063883692275573e-02,-6.169598485686210096e-03,1.626409669207989211e-02,-1.924898201313169493e-02,1.505784064791144961e-02,1.000000000000000000e+00
2.371273267392715739e-02,4.221560867210025908e-02,3.353721393419949875e-02,3.487429997668306525e-02,-1.087675475460226152e-02,-1.771846902580184735e-03,3.590456024476108843e-02,-3.897667546677074935e-02,6.196177969055668977e-02,-4.108113488946327219e-02,7.550422044443740564e-03,-2.925532749766707880e-02,-2.879163355090088097e-03,3.447694870522998584e-02,7.150255485920209431e-02,9.273243085396289456e-04,3.425882877720856645e-02,-2.562111152114036894e-02,2.806920354036846962e-02,1.000000000000000000e+00
1.915993169327946666e-02,2.943798921617395148e-02,2.441805854246569679e-02,2.773049824223822180e-02,-2.423114849429002654e-02,-5.021716629597619552e-03,2.743719308419844197e-02,-3.840835857239686957e-02,6.644672979516934308e-02,-4.043975041938851350e-02,1.309299007722563440e-02,-4.258983127936381841e-02,8.462286101777297814e-03,3.740817203691319121e-02,3.822302386949439496e-02,5.883802302278470092e-03,3.223677484563495371e-02,-1.349238531145835474e-02,4.076643487143691985e-02,1.000000000000000000e+00
1.450421330486941808e-02,1.719066180904043478e-02,6.573496779961009694e-03,1.104684297915529273e-02,-4.169011796773028355e-02,-1.176494858906543262e-03,1.735584815007945592e-02,-3.492285457758906309e-02,6.490903501947069276e-02,-4.041494905483476729e-02,2.157723277243456944e-02,-4.703141676653441183e-02,2.176322890386253595e-02,3.448884482000791341e-02,7.164527608061663916e-03,9.071859976105758547e-03,2.642742814260475373e-02,-7.283777200313319711e-04,4.618569396383401249e-02,1.000000000000000000e+00
