4.590369183253302510e-02,-3.329104706716152877e-03,-2.427929233260674516e-02,-4.324833947000301243e-02,3.761722888720444441e-02,1.000000000000000000e+00
3.415087888218353712e-02,2.831697128932882807e-03,-8.425225173322104660e-03,-3.161876279727302702e-02,4.432430139800565272e-02,1.000000000000000000e+00
1.622595000471645926e-02,-1.941235121463552246e-03,-8.896404457457828679e-03,-2.113379680943103245e-02,3.198180301649193591e-02,1.000000000000000000e+00
-3.903820983126436717e-03,-7.992378853102999336e-03,-1.532649126272773825e-02,-1.193897999558266032e-02,9.482340639199032806e-03,1.000000000000000000e+00
-2.281805650855003170e-02,1.002316411763144732e-02,-1.126452636227844376e-02,-3.702004725373840913e-03,-1.121001452528310946e-02,1.000000000000000000e+00
-3.192051648265404468e-02,4.252734161012861058e-02,3.781029973157417484e-03,1.722454730479581336e-03,-2.202931567031632398e-02,1.000000000000000000e+00
-3.137422453204311706e-02,6.576441739728122737e-02,1.169669133862677457e-02,6.901889332623194206e-03,-2.401106977896894784e-02,1.000000000000000000e+00
-2.726451097498623286e-02,7.497717260854733223e-02,7.683208852820752784e-03,9.586037005466200786e-03,-1.977285798634920502e-02,1.000000000000000000e+00
-2.133628532980131817e-02,7.217247144840061024e-02,1.846626224723826870e-03,3.750683614366234417e-03,-1.264599969401283136e-02,1.000000000000000000e+00
-1.301980508570458987e-02,6.588025899311686362e-02,2.520737400130259112e-03,-2.461244570972475482e-04,-6.246308358932896321e-03,1.000000000000000000e+00
8.105363264246110214e-04,6.200484528655049454e-02,1.008966485981413648e-02,1.403682938014140340e-02,-3.483023503174800459e-03,1.000000000000000000e+00
1.495775494333817165e-02,5.645272232610330787e-02,2.370818688172051519e-02,3.232849882664196040e-02,-4.934214070070882391e-03,1.000000000000000000e+00
1.905262185773614822e-02,4.670276719826712414e-02,3.025714262597236498e-02,3.760440612982789144e-02,-1.030354675300629123e-02,1.000000000000000000e+00
1.483854845799842566e-02,3.341957828295744060e-02,1.992456798684566141e-02,2.965593297512596899e-02,-2.162902542517271959e-02,1.000000000000000000e+00
1.004973210442421105e-02,2.039945173407535506e-02,2.200675871512411744e-03,1.149221598359673017e-02,-3.693472054683417244e-02,1.000000000000000000e+00
1.041218989914995986e-02,1.611066184144420085e-02,-6.541349489565764785e-03,-7.727478217954239156e-03,-4.996113938672838706e-02,1.000000000000000000e+00
1.748164805325569393e-02,2.325431815484407805e-02,2.718555082894605346e-04,-2.005958630104220236e-02,-5.386278871320588496e-02,1.000000000000000000e+00
2.473420754285694453e-02,2.941384555184984109e-02,1.404387944924866127e-02,-2.776406634020494105e-02,-4.843050978238604143e-02,1.000000000000000000e+00
2.252408461946939222e-02,2.831764108258861407e-02,2.296084285316719181e-02,-3.627637228721222740e-02,-4.144347405668958456e-02,1.000000000000000000e+00
5.695761315831170818e-03,2.276751481461671694e-02,2.588672746224939328e-02,-4.055887676449791007e-02,-3.230082181324508278e-02,1.000000000000000000e+00
-1.645036023117335891e-02,1.840147802610382632e-02,2.711470614111684274e-02,-3.824678661421154063e-02,-2.221239441395324310e-02,1.000000000000000000e+00
-3.245522219931949726e-02,1.597586118519076295e-02,2.861174619161198363e-02,-3.413398302340934359e-02,-1.839772952107613518e-02,1.000000000000000000e+00
-3.828837285278498259e-02,1.567718023365485824e-02,2.771804760421148900e-02,-2.638579652838833611e-02,-2.491722504892624618e-02,1.000000000000000000e+00
-3.172643962437765586e-02,1.654239170348215451e-02,2.422616054940786301e-02,-1.615130559131179241e-02,-3.838949259234959721e-02,1.000000000000000000e+00
-1.379575637814563042e-02,1.553433097148995690e-02,2.062402420142163753e-02,-8.512779103729946339e-03,-5.324565573524291107e-02,1.000000000000000000e+00
7.254052678574831291e-03,2.134853754861346792e-02,2.213599747532483258e-02,-8.643022444697450943e-03,-6.174397077370050863e-02,1.000000000000000000e+00
1.905250448926330137e-02,3.827146820034599273e-02,2.441212361854575366e-02,-2.356851198933098551e-02,-5.822818468133038328e-02,1.000000000000000000e+00
2.101890765780058470e-02,5.010339772498684924e-02,1.811839814353822381e-02,-4.670459202616492750e-02,-4.655601880393164110e-02,1.000000000000000000e+00
2.116276114592855959e-02,5.429653652333773367e-02,6.327574850575019144e-03,-6.254358839287570138e-02,-3.736378261327018974e-02,1.000000000000000000e+00
2.130658305981096221e-02,5.702916272275258130e-02,4.145291534090839863e-03,-6.695020969559364876e-02,-3.938772502797380920e-02,1.000000000000000000e+00
2.091346843006553630e-02,5.182878786057666665e-02,1.636455578196998467e-02,-5.582029257118972104e-02,-5.135670542312166520e-02,1.000000000000000000e+00
2.090274672240528819e-02,3.648215099851967458e-02,3.709720337689639824e-02,-3.320040856064533641e-02,-6.077268404662440615e-02,1.000000000000000000e+00
2.271229366412810813e-02,2.885014818823445140e-02,5.918886556760950823e-02,-1.634088283152607124e-02,-5.406034907644906989e-02,1.000000000000000000e+00
3.446160244336508166e-02,3.765391544104808308e-02,7.500562811720852541e-02,-5.515993176487855865e-03,-2.572957822808451603e-02,1.000000000000000000e+00
5.552443444125103322e-02,5.017365284225013683e-02,8.160796833906255876e-02,1.582018563740189912e-02,1.258577940948342987e-02,1.000000000000000000e+00
7.507772442458300610e-02,5.363568722725936544e-02,7.944302718311213596e-02,5.339533335912028528e-02,3.427905199554645566e-02,1.000000000000000000e+00
9.185141855314196691e-02,5.663153176903863023e-02,8.300672410682236046e-02,9.258014208839272785e-02,4.518668980558462889e-02,1.000000000000000000e+00
9.220150521954389999e-02,5.599059513294861457e-02,8.658613936627862495e-02,1.034256632047625968e-01,4.594307379281856868e-02,1.000000000000000000e+00
9.108039497495892811e-02,5.925034707299232234e-02,1.063557231065152819e-01,1.063173653945093111e-01,5.248439176730648054e-02,1.000000000000000000e+00
1.017299186116859544e-01,6.159724185481938591e-02,1.422514678499995355e-01,1.122703064238272930e-01,7.140430341093244315e-02,1.000000000000000000e+00
1.089472824168113418e-01,5.712138889322751489e-02,1.570870439993757861e-01,9.818283739566151247e-02,8.197132333176943009e-02,1.000000000000000000e+00
6.470660896942861950e-02,2.631184437389776087e-02,1.071413492779625110e-01,4.245602805724852519e-02,3.894554553976244116e-02,1.000000000000000000e+00
4.860303439332445269e-03,-4.998635894006999911e-03,4.321994947495497175e-02,-1.461694962985360391e-02,-2.030714673080621577e-02,1.000000000000000000e+00
-1.000824877689401177e-03,1.640272065087954034e-02,3.197047003667338738e-02,-1.124183048031182630e-02,-2.293079717677195400e-02,1.000000000000000000e+00
1.736068694244319310e-02,5.282526277050015456e-02,4.501340917931682256e-02,2.726955257754176340e-02,7.005423087632609708e-03,1.000000000000000000e+00
1.224104995624781533e-01,1.766383434264828245e-01,1.584504473838332372e-01,1.546409039150792863e-01,1.244304692602000439e-01,1.000000000000000000e+00
1.509101550366829803e-01,2.208330839451841110e-01,1.940350850907930635e-01,1.855460722651220418e-01,1.539806706793785118e-01,1.000000000000000000e+00
1.628735720028879341e-01,2.301379107942676250e-01,1.965698114800399909e-01,1.838104495457266174e-01,1.579602658461879972e-01,1.000000000000000000e+00
1.629551327634202462e-01,2.097800789115888964e-01,1.921866425189084904e-01,1.762124052974884947e-01,1.492405081890471052e-01,1.000000000000000000e+00
4.467867235045955981e-02,7.233956486942888509e-02,8.367146294400140683e-02,5.954126757285067156e-02,2.289172821133693761e-02,1.000000000000000000e+00
1.613291379399952596e-01,1.825819728503513262e-01,2.137374858513899634e-01,1.821987376458357177e-01,1.340832116087660175e-01,1.000000000000000000e+00
1.904585834051341908e-01,1.990677540601554218e-01,2.306785885456353880e-01,1.967967908979164349e-01,1.570266844173739407e-01,1.000000000000000000e+00
2.066836254314920185e-01,2.017709798600773041e-01,2.215131358464516309e-01,1.908454335841670291e-01,1.672548988583902052e-01,1.000000000000000000e+00
2.159615969505210009e-01,2.103439476996661339e-01,2.140254369686483138e-01,1.836567853405872419e-01,1.673672748536804700e-01,1.000000000000000000e+00
2.220358653387926040e-01,2.136931701063935485e-01,2.134626516484507963e-01,1.795684926770031997e-01,1.628242580429658248e-01,1.000000000000000000e+00
2.270760124819489745e-01,2.070610187192189755e-01,2.165565564153077160e-01,1.853476630948886206e-01,1.551993953730466669e-01,1.000000000000000000e+00
