4.552669115063280592e-02,1.728967316772406573e-03,-2.644011042497858635e-02,-4.380605954353507248e-02,3.649889392700421398e-02,4.381750718475209416e-02,-3.980997399966296896e-02,1.000000000000000000e+00
3.302319816453093415e-02,8.001584281205295981e-03,-1.044887510527655466e-02,-3.176666201106441434e-02,4.359527085492367893e-02,5.998484989024838177e-02,-3.186208238834287859e-02,1.000000000000000000e+00
1.585098895072194897e-02,2.053870189991846215e-03,-1.030759441706996689e-02,-2.113583648448546376e-02,3.220394509667681704e-02,6.169308869513040472e-02,-3.086139054176526703e-02,1.000000000000000000e+00
-2.380734325881268820e-03,-5.393635494890513041e-03,-1.608277070107169346e-02,-1.203756158077055535e-02,1.058466147599316370e-02,5.727082688004213329e-02,-4.007960426886347099e-02,1.000000000000000000e+00
-2.003994422222865959e-02,1.108819401129075913e-02,-1.194671005489510857e-02,-4.783741699260865565e-03,-8.503372489515851826e-03,5.231689779600112722e-02,-4.354597513901058148e-02,1.000000000000000000e+00
-2.929176156988142626e-02,4.279669832321728040e-02,2.637374654675259805e-03,-4.163522377748640757e-04,-1.816356094298739524e-02,4.765872493990393199e-02,-3.259658400263188566e-02,1.000000000000000000e+00
-2.930136981783475203e-02,6.569403122183796462e-02,1.054140626551098442e-02,4.181630579992746954e-03,-2.023285659666510666e-02,4.241058121422067173e-02,-2.515648474890833791e-02,1.000000000000000000e+00
-2.623777620420829002e-02,7.488498763072924669e-02,7.134307455905528061e-03,7.802940636560833088e-03,-1.657729054800486518e-02,2.403423785414694758e-02,-2.495887868819677419e-02,1.000000000000000000e+00
-2.131216560932536891e-02,7.238665502641550287e-02,1.551706360338769158e-03,3.645248770049345707e-03,-1.094991102396941814e-02,-9.350262842371176095e-04,-1.437053555902530894e-02,1.000000000000000000e+00
-1.289221720882331723e-02,6.615837913381511504e-02,2.328115276635273241e-03,-1.220550546238343553e-04,-6.202265648023512663e-03,-6.274862714526641821e-03,8.165811649182468449e-03,1.000000000000000000e+00
7.286081848248754031e-04,6.220551360442126004e-02,9.537244047997217589e-03,1.310775721215545406e-02,-4.714949694021211557e-03,3.930028745144750063e-03,3.006489198359507328e-02,1.000000000000000000e+00
1.456969411139706107e-02,5.642187722922671622e-02,2.240296077343233855e-02,3.051748701579122883e-02,-6.680810563258161167e-03,7.068783782554807771e-03,3.857829411558853783e-02,1.000000000000000000e+00
1.887695824743888112e-02,4.676058101381531246e-02,2.931317170993458579e-02,3.593729267889038403e-02,-1.178344779160911231e-02,1.072451619526362809e-03,3.568368288782671621e-02,1.000000000000000000e+00
1.489143771475068267e-02,3.353866061604454663e-02,1.989141509231488053e-02,2.875923281644700291e-02,-2.280899723171979712e-02,-3.363371780714271425e-03,2.826668408048640252e-02,1.000000000000000000e+00
1.016480279194903642e-02,2.037416870514327169e-02,2.811344223769596078e-03,1.116113701348083430e-02,-3.792709496263275970e-02,-1.420524842438604385e-03,1.935076729830780690e-02,1.000000000000000000e+00
1.073653754907928463e-02,1.621687066563739371e-02,-5.716468998076332242e-03,-8.011230919263319372e-03,-5.089192153178800915e-02,7.238399249811733327e-03,1.638894907082360380e-02,1.000000000000000000e+00
1.803566343110746262e-02,2.381983180317034585e-02,9.993807291384694536e-04,-2.061183287242590589e-02,-5.499008479418589918e-02,1.456134589099585333e-02,1.830448622823981075e-02,1.000000000000000000e+00
2.511902360635779458e-02,3.000089238504637101e-02,1.464511400121267654e-02,-2.832517239483987870e-02,-4.954621139102477478e-02,7.726430773186099624e-03,1.896053155647200311e-02,1.000000000000000000e+00
2.272088788262735179e-02,2.874119836058045344e-02,2.389106220843924266e-02,-3.654913894043735484e-02,-4.208630495069756727e-02,-6.779342796161759617e-03,2.287864684223018391e-02,1.000000000000000000e+00
5.925555930904500071e-03,2.332968674979082890e-02,2.681153135890731315e-02,-4.086028086701500028e-02,-3.232617505558658955e-02,-1.242074649748766899e-02,2.864332738271667747e-02,1.000000000000000000e+00
-1.629530040074223321e-02,1.922675249854771673e-02,2.747437831550924095e-02,-3.860376957225784139e-02,-2.137782480337411389e-02,-1.040573365646176723e-02,2.966847109291221099e-02,1.000000000000000000e+00
-3.246540564988786154e-02,1.699162877532755730e-02,2.844550335109152783e-02,-3.438218331196611632e-02,-1.654167606793689044e-02,-1.111972899584789953e-02,2.696869537313600212e-02,1.000000000000000000e+00
-3.850585750528255635e-02,1.716230800518725105e-02,2.705892111428313818e-02,-2.663910491271581638e-02,-2.202241412846860438e-02,-1.192833423649857123e-02,2.775172527836554728e-02,1.000000000000000000e+00
-3.208164657638373773e-02,1.898820454370856586e-02,2.312602754806142649e-02,-1.686957446171920283e-02,-3.460113617701324196e-02,-5.800858381599496676e-03,3.667048568167569078e-02,1.000000000000000000e+00
-1.403111485381027847e-02,1.891231646023518176e-02,1.948239506820234959e-02,-9.968111726166715286e-03,-4.928384541410647801e-02,5.699707786835179514e-03,4.448606419235393017e-02,1.000000000000000000e+00
7.389944502993137446e-03,2.522579960623247408e-02,2.145079463755925411e-02,-1.151630093760898539e-02,-5.897095691723214239e-02,1.677042549789550113e-02,5.079035380522238519e-02,1.000000000000000000e+00
1.910071013827448205e-02,4.251688190450415156e-02,2.519859843776865033e-02,-2.855623538390063276e-02,-5.774369807478557659e-02,1.703697246604295862e-02,6.473809135802742476e-02,1.000000000000000000e+00
2.092678169458470766e-02,5.377056625095445047e-02,2.162712330278182896e-02,-5.251346450903005003e-02,-4.793733142657682217e-02,4.197313512092449433e-03,8.069005889885902394e-02,1.000000000000000000e+00
