5.207366473821790909e-02,4.978695437239555321e-03,-3.743655078603710246e-02,-3.830367359528237536e-02,4.652780456653322905e-02,4.182753457662297808e-02,-3.514465613640608416e-02,-3.619605869430803785e-02,2.925684161253841453e-02,-2.947868491186201451e-02,2.180118220232366705e-02,5.183708547442422709e-02,-4.448013030461044071e-02,3.829527728787022328e-02,5.385482623989693018e-02,1.900690314935913131e-02,-1.722859749113100913e-02,6.842698248907611892e-03,-3.325967824138985340e-02,-6.625173074787388261e-02,-2.422851208326349745e-02,-1.345217445195572015e-02,-1.534271375094601979e-02,2.362531823903036426e-02,-1.605922884478411597e-03,-3.414387892233965160e-02,2.866766757379587971e-02,2.399220132137399805e-02,3.479697813827802022e-02,-2.388123580367330218e-02,5.980746478379071057e-03,3.250289147458474553e-02,1.000000000000000000e+00
4.401444598138534725e-02,1.234395463743312611e-02,-2.426726513116100881e-02,-2.813119281435353877e-02,5.736014436377175063e-02,5.532965146979433591e-02,-3.185032724145352157e-02,-2.042189978302827794e-02,3.634223548706563833e-02,-3.738886644283141714e-02,1.430149927996454511e-02,5.715791182373719526e-02,-5.123338691898272207e-02,5.158471515293207299e-02,4.687171291047202010e-02,1.854945483593552907e-02,-2.312384497727131352e-02,3.247597130932502324e-03,-3.238127408480722530e-02,-7.681520169697181322e-02,-1.458007790785493391e-02,-1.676609412378589348e-02,-1.646543660453753805e-02,1.975980464162360728e-02,4.046793106570946430e-03,-3.519145004297610096e-02,3.405174479715331048e-02,1.740766081472552851e-02,2.753566124831634959e-02,-3.767804947225732171e-02,1.549179513031462285e-03,4.638583173352758132e-02,1.000000000000000000e+00
2.888286357008651092e-02,6.752756711989316846e-03,-2.554947041565384241e-02,-1.739832446438357647e-02,4.691973089381377970e-02,5.541875569970663995e-02,-3.334850623852251422e-02,-9.560797149363928563e-03,4.306133570973699753e-02,-4.117295466727893816e-02,1.157329622962428688e-02,5.589399691456247571e-02,-4.710615952395420108e-02,6.025746149089789006e-02,3.693662736177719119e-02,1.385066433594397441e-02,-1.815310060692373537e-02,-3.406236501075438072e-03,-3.284178527115981516e-02,-7.998178988227014341e-02,4.333224807258166666e-04,-1.807766830795679014e-02,-1.994050460085109583e-02,1.362914799173087568e-02,9.391888333953549856e-03,-3.548861279954110270e-02,2.692560263611988580e-02,9.089639271498256221e-03,2.390509695958896452e-02,-4.355025793599139050e-02,-3.993070790700305184e-03,5.638427400226903030e-02,1.000000000000000000e+00
1.007102099826821112e-02,1.189918216847532864e-03,-3.083393516008884477e-02,-8.180907547590987594e-03,2.613783362783404438e-02,5.159087749721032179e-02,-4.219061123207504260e-02,7.076269618598212199e-04,5.363647718578604118e-02,-4.510875550730535088e-02,9.451853901392612972e-03,4.364397458003475144e-02,-4.313756432231513616e-02,6.130057225651374536e-02,3.822892040420940857e-02,1.624363140169126501e-02,-1.133471164935904302e-02,-8.647916443584417745e-03,-3.210294386593758736e-02,-7.397957922113512774e-02,4.874368616117842092e-03,-2.121999915681092863e-02,-1.915493152866194759e-02,1.384713910545179796e-02,1.287087507880442863e-02,-3.499229702960219429e-02,7.800749486191305149e-03,1.950728934096961423e-02,3.207641323903632352e-02,-4.441211618178578929e-02,-9.114316943695514872e-03,5.685386111306741513e-02,1.000000000000000000e+00
-1.104897805518902099e-02,1.983057051540841956e-02,-2.179900040967283625e-02,-2.042989955273598335e-03,6.098921859947804142e-03,4.731814640530317140e-02,-4.455471270938725359e-02,1.514433902246167113e-02,5.625697364343189288e-02,-4.194804736994851152e-02,-1.815078182963466777e-03,2.006458045406749047e-02,-4.560860025947210961e-02,4.488203718623324373e-02,4.824313520600527483e-02,2.705071623264688335e-02,-1.054031391872258319e-02,-8.046804985227487550e-03,-2.920954334675921957e-02,-5.322270848357295303e-02,5.540762392166245082e-04,-3.281248498723893930e-02,-7.470257072258670514e-03,1.504618553915625274e-02,1.382053331683230635e-02,-3.023869182386052998e-02,1.037327332207415437e-03,4.339776917446948323e-02,4.710991302003306874e-02,-4.267242453610706199e-02,-8.737360721540375630e-03,4.940829738663880116e-02,1.000000000000000000e+00
-2.558299260936712505e-02,4.904332372397766232e-02,-1.366121252186523055e-03,1.099821373357924180e-03,-6.122690178518550713e-03,4.353072500658708432e-02,-3.237456380684881202e-02,3.122912716879636813e-02,4.530354764366445464e-02,-3.391025479322070518e-02,-1.289536655202195257e-02,-5.349375757844099938e-03,-4.897903607614605831e-02,2.560450744880619911e-02,5.529657070957375020e-02,3.484892290499052442e-02,-1.246140627042051363e-02,-6.492494367009096420e-03,-2.490794724371374683e-02,-2.395529696864081085e-02,-2.009442679095477940e-03,-5.225775252152788097e-02,1.082320551068854941e-03,9.129663977869587055e-03,1.179191083378931457e-02,-2.610285911533914011e-02,1.589382850394437108e-02,5.565264473334737005e-02,5.731367076831948848e-02,-3.524540291103583217e-02,7.648648766056984852e-04,4.097924805664104886e-02,1.000000000000000000e+00
-2.892013320955107852e-02,6.802175120780226680e-02,7.939320363763827798e-03,6.153850577465211705e-03,-1.006713023879348551e-02,3.820557481166364511e-02,-2.402533202911297239e-02,4.153914486201945588e-02,2.954631994066806919e-02,-3.180500683955922447e-02,-1.427549933008990732e-02,-2.348239233442878798e-02,-5.023790326358630598e-02,1.373848993615527092e-02,6.022457826176716433e-02,3.241568186137892826e-02,-1.563257686211883338e-02,6.180096567932544249e-04,-2.369951881051153564e-02,-2.320987889949440580e-04,2.613453342465214130e-03,-5.949182405019481229e-02,2.166527595172038079e-03,-2.871881448013599916e-03,1.184874048779700068e-02,-1.736466459181728456e-02,2.765459817959352307e-02,5.296614168060500422e-02,6.328628206014715041e-02,-2.362771539522660197e-02,1.461078926052914069e-02,3.467167045079011523e-02,1.000000000000000000e+00
-2.580081284273641473e-02,7.514507009414171657e-02,1.765718317343501625e-03,1.012560403512145421e-02,-1.078505775575024778e-02,1.818898143019215957e-02,-2.478770003857799428e-02,3.666449155766274282e-02,1.417592741781525424e-02,-2.903217610205661298e-02,-1.091585450469542522e-02,-3.045802549786386440e-02,-4.511887835942485214e-02,2.181231899013709452e-03,6.791058328186755366e-02,1.464815633616060875e-02,-2.908344389685100367e-02,1.701745714005446775e-02,-2.589649015572540597e-02,1.671554941522591237e-02,1.734181058942342590e-02,-4.492616641410866751e-02,5.000979359357945325e-03,-1.547824931101672401e-02,1.087560427329805832e-02,-6.770214710854517703e-04,2.943499770325433418e-02,4.238920321160750265e-02,6.986616680243433464e-02,-1.184103529940233081e-02,2.573225664960541309e-02,3.088407646824518557e-02,1.000000000000000000e+00
-2.049049274479646660e-02,7.252205407523475145e-02,-6.618868338770286103e-03,6.044581929149965560e-03,-1.123076132577503425e-02,-7.506719131231215369e-03,-1.491598464912592334e-02,1.187290263303775531e-02,4.402192619889687408e-03,-1.803802423673967620e-02,-1.052923217335837575e-02,-2.356320877261503313e-02,-3.175570313320667803e-02,-6.029652800863516057e-03,7.187802021714508049e-02,-1.092748018792055742e-02,-4.552220673451046196e-02,2.882941805261740598e-02,-1.998311920302495853e-02,2.787408989002104071e-02,4.164490261713485464e-02,-2.150631761790225416e-02,1.225957655636968763e-02,-2.359980265476193523e-02,4.788492782995732583e-03,1.786280342789715175e-02,2.013529163316277529e-02,3.042920906222476227e-02,7.173341373326630466e-02,-2.328987913773741814e-03,3.302447952049463592e-02,2.862768502806046361e-02,1.000000000000000000e+00
-1.341908979768974448e-02,6.700965346025850033e-02,-5.114164277623528369e-03,3.168445296309092482e-03,-9.419151905129548308e-03,-1.220652640658800164e-02,7.746842470253633220e-03,-1.347919415348031169e-02,6.459190325583365894e-03,-1.198481667831944111e-02,-7.698409957517419328e-03,-1.058883973143920874e-02,-1.967841983385969912e-02,-4.794433737737675491e-03,7.768742875703539552e-02,-2.282299672616264208e-02,-4.444561894844890892e-02,2.430950616188049668e-02,-9.183827976450963798e-03,4.126686748844531072e-02,6.125361644691268426e-02,-5.345574427900763939e-03,1.854348496896688833e-02,-3.101190582772920395e-02,-9.840440631502143324e-04,2.959491909849357866e-02,2.237077941237355927e-03,2.475973367834217315e-02,6.482156699091065621e-02,2.168904243874118093e-03,4.092574269855150243e-02,2.507233723685068499e-02,1.000000000000000000e+00
