4.416282422047476675e-02,-5.905042788338766765e-03,1.000000000000000000e+00
3.183162004273553530e-02,1.392852037685292366e-03,1.000000000000000000e+00
1.495679880828824221e-02,-3.373970379872231334e-03,1.000000000000000000e+00
-4.100398700386171692e-03,-9.650889020260580708e-03,1.000000000000000000e+00
-2.288607415489794100e-02,8.021523155451557030e-03,1.000000000000000000e+00
-3.167884357492257996e-02,3.985613128261227683e-02,1.000000000000000000e+00
-3.059143130427337265e-02,6.314063123908145170e-02,1.000000000000000000e+00
-2.668436131113631482e-02,7.293698467873099833e-02,1.000000000000000000e+00
-2.109250906672778883e-02,7.013210981011799849e-02,1.000000000000000000e+00
-1.279074530683173630e-02,6.376700452588965340e-02,1.000000000000000000e+00
1.334615333680125998e-03,6.088331910627242660e-02,1.000000000000000000e+00
1.632608280216684554e-02,5.672633504143691219e-02,1.000000000000000000e+00
2.019750418549307036e-02,4.701215520519833047e-02,1.000000000000000000e+00
1.410636999874642465e-02,3.238974286795320845e-02,1.000000000000000000e+00
8.301896473091282744e-03,1.866396989638447607e-02,1.000000000000000000e+00
9.381802944447849638e-03,1.445473726505041613e-02,1.000000000000000000e+00
1.717528374988675985e-02,2.116938032096902372e-02,1.000000000000000000e+00
2.443566681528010903e-02,2.669833157061145962e-02,1.000000000000000000e+00
2.163957896396746100e-02,2.490095378659238842e-02,1.000000000000000000e+00
4.051396987710256109e-03,1.871140640033255517e-02,1.000000000000000000e+00
-1.847691255421504003e-02,1.399486320504651250e-02,1.000000000000000000e+00
-3.451328275925044653e-02,1.109989847203238233e-02,1.000000000000000000e+00
-3.991433208912660568e-02,1.021628238638319988e-02,1.000000000000000000e+00
-3.268174141218624373e-02,1.105115572142946305e-02,1.000000000000000000e+00
-1.403417171863015692e-02,1.101363555607262623e-02,1.000000000000000000e+00
8.088968273844409154e-03,1.794045506657142991e-02,1.000000000000000000e+00
2.140399893945386239e-02,3.514124563435003928e-02,1.000000000000000000e+00
2.418064156330686568e-02,4.625621381056022052e-02,1.000000000000000000e+00
2.446518298506734565e-02,4.975716012020728329e-02,1.000000000000000000e+00
2.489746083606374227e-02,5.216561136763670642e-02,1.000000000000000000e+00
2.465612819355573332e-02,4.757056275517858313e-02,1.000000000000000000e+00
2.384380739513289674e-02,3.290207750004429249e-02,1.000000000000000000e+00
2.480579722848751112e-02,2.543728463729317407e-02,1.000000000000000000e+00
3.724378347294004382e-02,3.692345228253181288e-02,1.000000000000000000e+00
6.189838672070633457e-02,5.597237930160438996e-02,1.000000000000000000e+00
8.742777633493328815e-02,6.645183588387809648e-02,1.000000000000000000e+00
1.125029788102183542e-01,7.769732209734847572e-02,1.000000000000000000e+00
1.151374481698593799e-01,7.974562957388359186e-02,1.000000000000000000e+00
1.199886405876217088e-01,8.931982584532166536e-02,1.000000000000000000e+00
1.456367181962127111e-01,1.079566265475501996e-01,1.000000000000000000e+00
1.544467568901516374e-01,1.091611169989299412e-01,1.000000000000000000e+00
7.473715986250198395e-02,4.283667938940188130e-02,1.000000000000000000e+00
3.462032094497961843e-03,-3.817121332014419138e-03,1.000000000000000000e+00
-1.204967554365939802e-03,1.630136002782248822e-02,1.000000000000000000e+00
2.063633339891818991e-02,5.556334936753669351e-02,1.000000000000000000e+00
2.440081705510421528e-01,2.933281882265080243e-01,1.000000000000000000e+00
3.700430749690553078e-01,4.326514196120910816e-01,1.000000000000000000e+00
3.967364673125552965e-01,4.586895424141673172e-01,1.000000000000000000e+00
3.671340030231318718e-01,4.108591968704886632e-01,1.000000000000000000e+00
5.916368216227298193e-02,8.520116234116324738e-02,1.000000000000000000e+00
3.627527424115050136e-01,3.798135220477209528e-01,1.000000000000000000e+00
4.658907182062685948e-01,4.753863840701501031e-01,1.000000000000000000e+00
4.847308986825882848e-01,4.888372954140260407e-01,1.000000000000000000e+00
4.863693281522150080e-01,4.950549498589386643e-01,1.000000000000000000e+00
4.873266741826326465e-01,4.946915065103256737e-01,1.000000000000000000e+00
4.929757745181467810e-01,4.880515285094864097e-01,1.000000000000000000e+00
5.005772342826166899e-01,4.783029404182557731e-01,1.000000000000000000e+00
5.095788718425529051e-01,4.654660963888931358e-01,1.000000000000000000e+00
5.123907942305176988e-01,4.580750198129548423e-01,1.000000000000000000e+00
4.997051802444226198e-01,4.656221079863887558e-01,1.000000000000000000e+00
4.820582992499415909e-01,4.754734473582346022e-01,1.000000000000000000e+00
4.676614552093120714e-01,4.761431146322082641e-01,1.000000000000000000e+00
4.534390695705624585e-01,4.725599963208861887e-01,1.000000000000000000e+00
4.364025796873573504e-01,4.691247977006492431e-01,1.000000000000000000e+00
4.215863029242877813e-01,4.568540779372859406e-01,1.000000000000000000e+00
4.074993399401651284e-01,4.224611762424035355e-01,1.000000000000000000e+00
3.846787045334986166e-01,3.691972678660158103e-01,1.000000000000000000e+00
3.483797099026883504e-01,3.161937369302798562e-01,1.000000000000000000e+00
3.080103452705456046e-01,2.821919616776995543e-01,1.000000000000000000e+00
2.738928279241602537e-01,2.666924321404780529e-01,1.000000000000000000e+00
2.340806351173200239e-01,2.461436812862785595e-01,1.000000000000000000e+00
1.827200818052748810e-01,2.018864202169889932e-01,1.000000000000000000e+00
1.369615890598913366e-01,1.519542738145652494e-01,1.000000000000000000e+00
1.163231639273611118e-01,1.300868276448025329e-01,1.000000000000000000e+00
1.164538634553093088e-01,1.354656831142698747e-01,1.000000000000000000e+00
7.447943669151899093e-02,8.796108861094698028e-02,1.000000000000000000e+00
2.818357280578535906e-02,2.964184498614100272e-02,1.000000000000000000e+00
-5.994924648987412855e-03,-8.738722285132900780e-03,1.000000000000000000e+00
-1.610796140095283047e-02,-1.663588505334891166e-02,1.000000000000000000e+00
-2.051063244492880300e-02,-1.905996091193688097e-02,1.000000000000000000e+00
-2.415548522950102667e-02,-2.132698814595306719e-02,1.000000000000000000e+00
-2.928339483596173118e-02,-2.016902993953815365e-02,1.000000000000000000e+00
-2.716205239512645489e-02,-6.772825427961339656e-03,1.000000000000000000e+00
-2.202960484963840948e-02,5.983677813873003459e-03,1.000000000000000000e+00
-9.941325446428426332e-03,2.999762205968885612e-02,1.000000000000000000e+00
-5.606568768567129352e-03,5.255100025407229147e-02,1.000000000000000000e+00
-8.425778758380152167e-03,6.032204028528272144e-02,1.000000000000000000e+00
-1.148960406562943293e-02,6.569278396507667594e-02,1.000000000000000000e+00
-1.799705190019993198e-02,6.805565346759423484e-02,1.000000000000000000e+00
-1.741074338059838897e-02,7.455173809070819724e-02,1.000000000000000000e+00
-3.179130782521575466e-02,5.646387652736775675e-02,1.000000000000000000e+00
-5.349988103521427507e-02,1.858613359565386425e-02,1.000000000000000000e+00
-4.194430777368120949e-02,1.298792467209937580e-02,1.000000000000000000e+00
-2.513922466085311003e-02,1.785690337295333177e-02,1.000000000000000000e+00
-2.255861530251207503e-02,8.338123656032586997e-03,1.000000000000000000e+00
-1.100268849681592873e-02,1.155089409912370482e-02,1.000000000000000000e+00
-4.187553467332082863e-03,2.090990639877452970e-02,1.000000000000000000e+00
-6.199685045210799432e-03,3.117815500037619814e-02,1.000000000000000000e+00
-6.594763566921171480e-03,4.408216400233282151e-02,1.000000000000000000e+00
-3.256069292951840194e-03,6.396932638246574654e-02,1.000000000000000000e+00
