5.038596406562431684e-02,7.218153919000356439e-03,-3.176894075644705329e-02,-4.732378382791460614e-02,4.110207775767467375e-02,4.180654732435853949e-02,-3.856333370271725763e-02,-4.718527820213975349e-02,3.154616865660080788e-02,-2.371520014331905679e-02,8.479719392952108498e-03,5.556543622394594789e-02,-3.515295492144971529e-02,2.820943027191803038e-02,4.891144501752271723e-02,2.844203393446995826e-02,-1.423360107324785767e-02,1.000000000000000000e+00
4.172525528023994512e-02,1.305473351604952668e-02,-1.743854476477227702e-02,-3.502260478096408391e-02,5.102661599648272012e-02,5.714604488040522789e-02,-3.377175389657853521e-02,-3.186558756466698061e-02,3.943577721090688049e-02,-3.022173336237977265e-02,5.699249041109626102e-04,5.765619664012398837e-02,-4.167301373940407450e-02,3.880507851852200984e-02,3.999716665671827764e-02,2.769562500284811213e-02,-2.173043984331984868e-02,1.000000000000000000e+00
2.552241371409821880e-02,5.508431257951820759e-03,-1.825972211965981237e-02,-2.268317027397513327e-02,3.949955242887560891e-02,5.860475374372658974e-02,-3.256936380667163622e-02,-2.030749152620567322e-02,4.537908110271994533e-02,-3.338712082204461917e-02,-1.474762948187494788e-03,5.430546492620190457e-02,-3.886962696746430052e-02,4.783980241030499903e-02,3.144136818290656221e-02,2.279472824279467347e-02,-1.791275840020862403e-02,1.000000000000000000e+00
6.724137518349376265e-03,-2.521872506602577252e-03,-2.438050308456470375e-02,-1.130096207920457813e-02,1.684564507770816219e-02,5.425581325678240086e-02,-3.986906836999601356e-02,-7.898131760785437327e-03,5.491541215537315557e-02,-3.802991464031538205e-02,-3.622847892909290130e-03,4.224714878845715893e-02,-3.586120463845596240e-02,5.301649736813673214e-02,3.417630924907208434e-02,2.441776297377181923e-02,-9.958284633894321988e-03,1.000000000000000000e+00
-1.341594688109614894e-02,1.441311916651836361e-02,-1.728151449793263045e-02,-2.344489461092273686e-03,-2.492934184897073815e-03,4.902061689565435920e-02,-4.387426070573505893e-02,9.417312942051069696e-03,5.856079653840653293e-02,-3.878461025390867595e-02,-1.317068884352816729e-02,2.031891982840990096e-02,-3.897538153830040764e-02,4.221325799778925109e-02,4.467721207584297860e-02,3.270810824861818122e-02,-8.577127881164532328e-03,1.000000000000000000e+00
-2.657970648778812048e-02,4.556596686009370401e-02,2.134638323688516429e-03,3.287093092154101670e-03,-1.220282767687197803e-02,4.358698632858248878e-02,-3.468219501621562506e-02,2.759390650337878101e-02,4.864948166889873638e-02,-3.501149927148632102e-02,-2.047656640981323356e-02,-2.782006261339389427e-03,-4.292728518072509714e-02,2.495287558740933234e-02,5.127776287738412125e-02,3.683307208021827095e-02,-1.221800496512073786e-02,1.000000000000000000e+00
-2.926176379477490874e-02,6.830393626432292031e-02,1.222154791285610248e-02,8.376204642300353470e-03,-1.496028195456279575e-02,3.840392063612012297e-02,-2.713419856304647576e-02,3.752564545862090151e-02,3.256078957878293101e-02,-3.363803485587570086e-02,-1.888065682755026009e-02,-1.927153397634780857e-02,-4.413304421716726655e-02,1.377188681399271926e-02,5.540885983938190207e-02,3.227267640426730033e-02,-1.691767818985070310e-02,1.000000000000000000e+00
-2.652236063188473034e-02,7.880656108179490138e-02,8.221844355172737429e-03,9.627362203491030002e-03,-1.304608075195839295e-02,2.096344538838170596e-02,-2.647939504903085162e-02,3.230885886759457537e-02,1.608244266186034666e-02,-2.967311414508699147e-02,-1.398187447579737550e-02,-2.723713543162528325e-02,-3.938456914228140315e-02,3.948512254168527746e-03,6.246183576281955085e-02,1.544767790644299178e-02,-3.132129288289080965e-02,1.000000000000000000e+00
-2.091451540150914695e-02,7.686704184733594847e-02,9.760579087408349785e-04,2.820906257497465819e-03,-9.947460203472972828e-03,-2.678982443427369367e-03,-1.503659938660456032e-02,1.151335802247252862e-02,4.726046767962118617e-03,-1.815260055208231527e-02,-1.045193050960640385e-02,-2.432211155961311669e-02,-2.773801719532133919e-02,-3.170886308124079567e-03,6.556793957551693142e-02,-8.213783922986973851e-03,-4.691625353118263064e-02,1.000000000000000000e+00
-1.140931278294097552e-02,7.067881406187646876e-02,1.250260311690206197e-03,-1.348334486049164102e-03,-5.487962554682300834e-03,-6.444059900615816544e-03,8.334623313091014257e-03,-9.400984789229904770e-03,6.691997797426432054e-03,-1.089580703598931263e-02,-3.651792346745378129e-03,-1.289840025267666515e-02,-1.661414860190984014e-02,-2.691743884325643876e-04,7.181958899603377300e-02,-1.867052662337146188e-02,-4.360630063034978687e-02,1.000000000000000000e+00
