5.027749796001369093e-02,8.148163502709032321e-03,-3.239368616776875515e-02,-4.580139348027992274e-02,4.020816057788054870e-02,4.215330824362792383e-02,-3.804859494978917595e-02,-4.893752000446770223e-02,3.125776312816019864e-02,-2.144704731549802040e-02,9.311396253457164540e-03,5.304028467811806868e-02,-3.481784473630708532e-02,2.872300307402313874e-02,4.969175870816410628e-02,1.000000000000000000e+00
4.099294784338829156e-02,1.402638158464421247e-02,-1.849949352871869956e-02,-3.313844003373477703e-02,4.907557698531667123e-02,5.755142172636076164e-02,-3.268986516363101696e-02,-3.367940908129306993e-02,3.942861888643270363e-02,-2.718027330955418569e-02,1.224171690514200966e-03,5.485163925643930793e-02,-4.104673041757717078e-02,3.950182065117004843e-02,4.011553392459998868e-02,1.000000000000000000e+00
2.478250443626923288e-02,6.226168116636751279e-03,-1.898954109145790242e-02,-2.141881612706067126e-02,3.726540271540373234e-02,5.900662930377789661e-02,-3.117999719737168246e-02,-2.189427483466340613e-02,4.535450187602596550e-02,-3.055201937558708197e-02,-8.841158868758310085e-04,5.210878996783232381e-02,-3.876712937681092708e-02,4.866289935809187117e-02,3.094106882803825120e-02,1.000000000000000000e+00
6.510359706348473920e-03,-2.161412990564709827e-03,-2.490514055128321622e-02,-1.062586504059649661e-02,1.469203788814907666e-02,5.423269512816680793e-02,-3.788337092597036937e-02,-9.196544641458873071e-03,5.460250032621243726e-02,-3.551693882510168626e-02,-2.852810635529851729e-03,4.060091826293434070e-02,-3.650819383973610832e-02,5.411091732028634749e-02,3.332902840031444491e-02,1.000000000000000000e+00
-1.283039302978494084e-02,1.419897877563233365e-02,-1.836133532613958008e-02,-2.044201002043961185e-03,-4.799103962355716693e-03,4.830989345041600269e-02,-4.089764667703716522e-02,8.615161319423133429e-03,5.795541708663466685e-02,-3.638004428704507548e-02,-1.270969426343587262e-02,1.893796755397441495e-02,-4.006270811742569660e-02,4.417632866706823480e-02,4.342621959731260417e-02,1.000000000000000000e+00
-2.560402658812446081e-02,4.432649732683406618e-02,4.265004073059474460e-04,2.958308545325787769e-03,-1.455615270440126403e-02,4.258634314779755070e-02,-3.153989560013192861e-02,2.763111672383167933e-02,4.817814376671497589e-02,-3.275631732500774995e-02,-2.055538810893637811e-02,-3.870082627248406376e-03,-4.364494923896898582e-02,2.805522089829260574e-02,4.945320765318216016e-02,1.000000000000000000e+00
-2.844354330527797126e-02,6.597930694824941100e-02,1.039150635766197990e-02,7.595108623735490061e-03,-1.695556842352936855e-02,3.748545902545563635e-02,-2.465290165932129685e-02,3.802767757087369832e-02,3.222550658926739975e-02,-3.173889589578895304e-02,-1.920873228464494570e-02,-2.009281423868584937e-02,-4.461611169601004123e-02,1.711977134507534914e-02,5.311069781619252861e-02,1.000000000000000000e+00
-2.646865298104231559e-02,7.500065283403903327e-02,7.121175455781428645e-03,9.493981504923162604e-03,-1.413924904787656860e-02,2.068515611849793684e-02,-2.475115938829720516e-02,3.220626583080033606e-02,1.558190671421352466e-02,-2.832210397219992598e-02,-1.417392451840440021e-02,-2.795999026885886279e-02,-4.024476296102068307e-02,6.103347586845878602e-03,5.939231044197539056e-02,1.000000000000000000e+00
-2.145134692269517335e-02,7.240736598571775873e-02,1.101037900799484506e-03,3.608149225670679791e-03,-1.001844667006858945e-02,-2.279863438767910921e-03,-1.412563846974171713e-02,1.090494600258315461e-02,4.718978459854444862e-03,-1.726448997571754240e-02,-9.847796730414852540e-03,-2.504548302986957936e-02,-2.858248648351191176e-02,-2.859708190154996651e-03,6.202041484320647280e-02,1.000000000000000000e+00
-1.232129129757079077e-02,6.658547179859664045e-02,1.569045950465631362e-03,-7.770515082521269740e-04,-5.638368328959680181e-03,-6.103135676075188004e-03,8.577738546802481448e-03,-1.009848007086687136e-02,6.973158019266692542e-03,-1.095814849094621513e-02,-3.010640703126423595e-03,-1.358168470936292269e-02,-1.722687311549202932e-02,-8.019272213877909339e-04,6.883720933772045913e-02,1.000000000000000000e+00
