4.891051699940551778e-02,1.401173287924310177e-03,-2.405339750443279481e-02,-4.760867059081787256e-02,3.627784215827649372e-02,4.596113530356131516e-02,-3.963789206290255912e-02,-5.071273612316738733e-02,2.993363527770005750e-02,-2.049529642457602330e-02,1.314820758010995516e-02,1.000000000000000000e+00
3.853310777762526673e-02,7.610360864615740156e-03,-9.701663289222414374e-03,-3.523513917761712799e-02,4.523994748072886901e-02,6.229910174860599226e-02,-3.358748466603647675e-02,-3.363333476502881891e-02,3.945364240607321382e-02,-2.640227827476166605e-02,5.848545475365826696e-03,1.000000000000000000e+00
2.223115880127320837e-02,1.103537652555249340e-03,-1.086515746666976041e-02,-2.341314864041877525e-02,3.374450201463714827e-02,6.396931995288646089e-02,-3.291161239561112006e-02,-2.022183360891490617e-02,4.495936915378989651e-02,-3.062110621983444095e-02,3.503791414554157518e-03,1.000000000000000000e+00
4.808503686682640867e-03,-6.511674489114317038e-03,-1.772913000454600513e-02,-1.278783749274144815e-02,1.140030613899910630e-02,5.998811265221230815e-02,-4.172409170004246631e-02,-6.791940689489990926e-03,5.346321416643846219e-02,-3.589355121930001141e-02,5.969989287763696750e-04,1.000000000000000000e+00
-1.343277325673626794e-02,1.037831978978450732e-02,-1.356073553712572669e-02,-4.523291850059845895e-03,-8.302370750276717379e-03,5.470068032445892653e-02,-4.500666931516537211e-02,1.048550179527029703e-02,5.697006141869166707e-02,-3.666921076165023663e-02,-1.009071750811887241e-02,1.000000000000000000e+00
-2.475182993573667861e-02,4.164304596496434113e-02,2.602637077126091630e-03,3.571453169221791568e-04,-1.859030423296797671e-02,4.754172917202405257e-02,-3.369904243957876078e-02,2.906343765471552931e-02,4.767001912165828859e-02,-3.424197817024961232e-02,-1.868236203274284066e-02,1.000000000000000000e+00
-2.625819375996147481e-02,6.426483008178815459e-02,1.149730250520807073e-02,5.097734462551350987e-03,-2.137981901538154803e-02,4.046971880566103963e-02,-2.531705027976266509e-02,3.909059834008292433e-02,3.165932495642844596e-02,-3.464167373607732192e-02,-1.775462512106972673e-02,1.000000000000000000e+00
-2.384908980622506974e-02,7.391111743561912251e-02,8.045201542062096686e-03,8.029747164521951891e-03,-1.779453813716034075e-02,2.244510853168345255e-02,-2.434592868378988514e-02,3.229753103438874617e-02,1.457234741015074435e-02,-3.166976126354209553e-02,-1.246515827399024938e-02,1.000000000000000000e+00
-1.989631578648760543e-02,7.161201868047874231e-02,2.071114957720825156e-03,3.413296615555136068e-03,-1.191924607086582155e-02,-9.686372042142406269e-04,-1.366900346753373817e-02,1.122523352187269723e-02,3.107598652891275376e-03,-1.985225918776837781e-02,-7.752328371051372957e-03,1.000000000000000000e+00
-1.200000890783701341e-02,6.556252219849120766e-02,2.740210303734451520e-03,-4.848020464003621743e-04,-7.019235177308749685e-03,-4.741473772891902777e-03,8.177202482902943062e-03,-8.641523263560950754e-03,5.201377580262539491e-03,-1.235515252793064483e-02,-6.130188542973454349e-04,1.000000000000000000e+00
2.475195557626903332e-03,6.142381746985015739e-02,1.048507268066426260e-02,1.263152373277103870e-02,-5.700727945103942207e-03,6.632001471400705145e-03,2.899473207561787877e-02,-2.169395504942340375e-02,2.054777339380156262e-02,-1.851524783621305570e-02,7.015297727895716991e-03,1.000000000000000000e+00
1.833480593948009704e-02,5.446916012320734968e-02,2.411179994490235401e-02,3.051411495384220157e-02,-8.535390253254131546e-03,1.031611540786281367e-02,3.687664176873972632e-02,-3.014303257028089211e-02,4.097816494673447302e-02,-3.170415230668269940e-02,1.031520877104818296e-02,1.000000000000000000e+00
2.398062312367756771e-02,4.384343038819595029e-02,3.145360851077196040e-02,3.641144703389061210e-02,-1.468007247689226413e-02,4.163205917999977801e-03,3.399777724073187873e-02,-3.501720082076777152e-02,5.455501154718840617e-02,-3.759414046291340017e-02,1.246756667121911091e-02,1.000000000000000000e+00
2.013466864621151278e-02,3.031890143411544031e-02,2.160664049229007663e-02,2.998379030615955926e-02,-2.661928061360805189e-02,-5.691502229139208668e-05,2.664289590971761698e-02,-3.736165397639144153e-02,5.819282783059253478e-02,-3.735715012629035880e-02,1.592817021867030600e-02,1.000000000000000000e+00
1.532859831103786270e-02,1.701179366646959207e-02,3.482882843094124541e-03,1.322439430969925278e-02,-4.199241648196240517e-02,2.309981777376970968e-03,1.789133343735972714e-02,-3.591129840641787974e-02,5.749232189348285615e-02,-3.799877844032369112e-02,2.274280546095489020e-02,1.000000000000000000e+00
1.578235257740292358e-02,1.307209298096720547e-02,-6.028667869610848315e-03,-5.224811172111270760e-03,-5.450893464290804125e-02,1.076479722014334409e-02,1.562436490258538140e-02,-3.301991650687365054e-02,5.168625538622025062e-02,-3.870002593004707309e-02,2.649615668207281130e-02,1.000000000000000000e+00
2.201708587683547796e-02,2.165351676943436110e-02,9.664164803782279711e-05,-1.794368713652653990e-02,-5.774441533489170497e-02,1.706775119303592311e-02,1.894408160289666118e-02,-3.294358701973906095e-02,3.655386758872555125e-02,-3.163508813306151884e-02,2.256686638587742516e-02,1.000000000000000000e+00
2.876787562183785729e-02,2.811450547296226107e-02,1.311903113172511320e-02,-2.601979536954763042e-02,-5.086369507588923977e-02,9.299108106648565353e-03,2.108542740827474421e-02,-3.977316822601088125e-02,2.900904688325564237e-02,-1.742535960423295324e-02,1.534417098283011836e-02,1.000000000000000000e+00
2.768606150841803476e-02,2.548442468424320928e-02,2.206228736889527531e-02,-3.358966096032006687e-02,-4.193571122919943078e-02,-6.790666136824856890e-03,2.541226156835591637e-02,-4.103639230941914795e-02,4.186283611118754577e-02,-7.026434571384007621e-03,9.749235043667602713e-03,1.000000000000000000e+00
