4.431409602701624068e-02,-4.179396373020203420e-03,-2.449339519585606167e-02,-4.146185659216621022e-02,1.000000000000000000e+00
3.286774123862311325e-02,2.532497180950081181e-03,-8.418495905976559196e-03,-2.998005755498566252e-02,1.000000000000000000e+00
1.573106086154766464e-02,-2.226892327711677954e-03,-9.079979240406162166e-03,-2.037431430612152150e-02,1.000000000000000000e+00
-3.745562367028124496e-03,-8.274682837001352126e-03,-1.552446842372196857e-02,-1.163113276325472220e-02,1.000000000000000000e+00
-2.241097165626455834e-02,9.839791687275240700e-03,-1.153581614605590430e-02,-3.009136723968625863e-03,1.000000000000000000e+00
-3.157093635814057359e-02,4.206194925437981014e-02,2.659223214812003744e-03,2.928383278845616416e-03,1.000000000000000000e+00
-3.119853816815264247e-02,6.514566143079339455e-02,9.961307677963172555e-03,8.152423643780652707e-03,1.000000000000000000e+00
-2.717416325109981226e-02,7.456659416857897016e-02,6.065989378010599314e-03,1.056581606696957790e-02,1.000000000000000000e+00
-2.116848384585622023e-02,7.197404324042411261e-02,8.072716941293980875e-04,4.375082303576499632e-03,1.000000000000000000e+00
-1.288405156611179339e-02,6.576442772543175663e-02,2.026719236115603374e-03,5.419722294117829131e-05,1.000000000000000000e+00
7.070321392917047060e-04,6.199021082955628870e-02,9.929965389433415002e-03,1.393195899196017842e-02,1.000000000000000000e+00
1.440507143837536572e-02,5.654598404755153962e-02,2.369605021053186947e-02,3.165346586479236834e-02,1.000000000000000000e+00
1.786123296103363928e-02,4.673214572631059771e-02,3.028029890987665382e-02,3.632714548601397031e-02,1.000000000000000000e+00
1.305288317302873841e-02,3.330341910234094205e-02,1.994639180768407322e-02,2.796833093248484933e-02,1.000000000000000000e+00
8.395658578513256684e-03,2.047852816255513880e-02,2.302300187839981596e-03,9.743482780384341707e-03,1.000000000000000000e+00
9.644291490678032208e-03,1.643757525054722474e-02,-6.466829487756030337e-03,-9.610995788398777467e-03,1.000000000000000000e+00
1.746856974476437147e-02,2.316692586931007325e-02,2.890834300902159204e-05,-2.249130663921537765e-02,1.000000000000000000e+00
2.483850249915115632e-02,2.857608202286401888e-02,1.397225563066943621e-02,-3.060215652451371213e-02,1.000000000000000000e+00
2.242108279879723512e-02,2.699217772741374990e-02,2.373580967311690604e-02,-3.888676558282682522e-02,1.000000000000000000e+00
5.240319945464370216e-03,2.141269069745886655e-02,2.755635093466330537e-02,-4.212911295879469969e-02,1.000000000000000000e+00
-1.719523878004305603e-02,1.734302347621240886e-02,2.921767423198336211e-02,-3.883842972375310676e-02,1.000000000000000000e+00
-3.326940230721378566e-02,1.504207234031761965e-02,3.095372040623887641e-02,-3.418118967078123682e-02,1.000000000000000000e+00
-3.901947760524807768e-02,1.452131180999465671e-02,3.019259717739310178e-02,-2.589920207995139584e-02,1.000000000000000000e+00
-3.230375372380826782e-02,1.507654120488008745e-02,2.654779167288882913e-02,-1.535979196751797310e-02,1.000000000000000000e+00
-1.398127115269438489e-02,1.388811387804603226e-02,2.240702463335825234e-02,-8.275647984935810553e-03,1.000000000000000000e+00
7.798997385378630270e-03,1.948293231924966631e-02,2.271137216367705158e-02,-9.700446682168423901e-03,1.000000000000000000e+00
2.076583331624162754e-02,3.644242892342774987e-02,2.319480167071743398e-02,-2.530499138555480573e-02,1.000000000000000000e+00
2.353830544003768580e-02,4.890372705051682090e-02,1.618106183559205047e-02,-4.816275654849512533e-02,1.000000000000000000e+00
2.377755944875673336e-02,5.376057110022201824e-02,4.567104383647085236e-03,-6.370513446981757033e-02,1.000000000000000000e+00
2.423610801354684693e-02,5.657178187196938712e-02,2.301084329620922686e-03,-6.821709056095491552e-02,1.000000000000000000e+00
2.416695828042447064e-02,5.059209527207449153e-02,1.431269753503700178e-02,-5.743554153342679547e-02,1.000000000000000000e+00
2.332034355828815908e-02,3.370515186977525446e-02,3.564255447771783741e-02,-3.496965971203214174e-02,1.000000000000000000e+00
2.383727319539496320e-02,2.520011561746190315e-02,5.823979191536333977e-02,-1.782675672722052601e-02,1.000000000000000000e+00
3.467760655579829598e-02,3.553611169524364954e-02,7.406993788486021524e-02,-6.345024207923835591e-03,1.000000000000000000e+00
5.586122865940616744e-02,5.122707357128741812e-02,8.164233143994034658e-02,1.689529969866589848e-02,1.000000000000000000e+00
7.730840297471368305e-02,5.646410978970889394e-02,8.039185242638327566e-02,5.673745591537249916e-02,1.000000000000000000e+00
9.665408145187484590e-02,6.052364354920215100e-02,8.461603381611913777e-02,9.800773978747513715e-02,1.000000000000000000e+00
9.747237534254855895e-02,6.009106550291182236e-02,8.835263729607868710e-02,1.092110801047787849e-01,1.000000000000000000e+00
