5.197667769895233936e-02,4.978434905009940584e-03,-3.733546596311054094e-02,-3.845868413806959735e-02,4.645061243757793445e-02,4.170109435931698000e-02,-3.504995544280628539e-02,-3.616609929494273012e-02,2.914928372741173307e-02,-2.938145074480079388e-02,2.182898816918178719e-02,5.195724423523213897e-02,-4.422666163151416779e-02,3.838384699293284630e-02,5.383468365958838514e-02,1.909759224417083637e-02,-1.734267754602137820e-02,6.691551757438790951e-03,-3.338788618576212647e-02,-6.607751892756622003e-02,-2.444081592218712642e-02,-1.352074608734570027e-02,-1.525471972515463071e-02,2.352781055401047261e-02,-1.431095745615004917e-03,-3.399437475621989307e-02,2.853594188198149348e-02,2.379672520905581901e-02,3.494630572866581214e-02,-2.376285472799428977e-02,5.979789514436393769e-03,3.230591838426760676e-02,4.098223606320979331e-03,1.000000000000000000e+00
4.410079011110452224e-02,1.241875022570553162e-02,-2.488292937864497803e-02,-2.779342983389893745e-02,5.763080462616305272e-02,5.585765416758500107e-02,-3.220061538695762060e-02,-2.041323631854134041e-02,3.666782131342738449e-02,-3.778721887089798309e-02,1.408719723157442552e-02,5.705822942245662027e-02,-5.211817083749077650e-02,5.125976560534328819e-02,4.699631027110524190e-02,1.816726534373139593e-02,-2.285635627646053283e-02,3.739448195706870232e-03,-3.190650075078120540e-02,-7.757163863696250883e-02,-1.373219810971008231e-02,-1.649406887862080867e-02,-1.711066796092759051e-02,2.024100828979434955e-02,3.685530636314365144e-03,-3.561582421037683133e-02,3.444588947266907786e-02,1.821089713141407426e-02,2.740010974814299435e-02,-3.801099212382755277e-02,1.631457495721282819e-03,4.702876727043524968e-02,-1.305672161361430203e-02,1.000000000000000000e+00
2.969515882376757773e-02,6.653263781300615756e-03,-2.654679794585597732e-02,-1.693764151781927685e-02,4.711915581170749573e-02,5.609534498314706907e-02,-3.394635743523284621e-02,-9.452717343672353834e-03,4.337888233810593269e-02,-4.178556772069715042e-02,1.124223560625508406e-02,5.588547489214569508e-02,-4.854275830121502350e-02,5.969219920004308066e-02,3.685493270261804011e-02,1.335003472224248651e-02,-1.777642824242968086e-02,-2.930896719670835621e-03,-3.176387354402839674e-02,-8.093160389281336964e-02,1.663333619987045556e-03,-1.776867013078326299e-02,-2.081185255064206541e-02,1.439056816825496840e-02,9.017642443478472020e-03,-3.615457485348867739e-02,2.777891953483049847e-02,1.004242897388081882e-02,2.377721099609375957e-02,-4.395074451197047982e-02,-4.004823846275420637e-03,5.693276845729179636e-02,-2.059510430213586790e-02,1.000000000000000000e+00
1.146535903693834436e-02,7.703279197863975580e-04,-3.182751287987692357e-02,-7.411438258102132776e-03,2.648702088095025026e-02,5.183994575688830042e-02,-4.283182697631039010e-02,8.763362204506665309e-04,5.394081636556007087e-02,-4.570158181374210649e-02,9.020731867256326364e-03,4.345515395907477429e-02,-4.462910627047327744e-02,6.061177208643300784e-02,3.784057352974493083e-02,1.594686842832261642e-02,-1.070707788351893570e-02,-8.237913111162266377e-03,-3.068216892124550621e-02,-7.486784381126659893e-02,5.858767195475644320e-03,-2.111293493890441589e-02,-1.992383615071074976e-02,1.477708298344202961e-02,1.269355714978013042e-02,-3.594747890690881686e-02,8.999746879251691728e-03,2.001318728009930312e-02,3.194284640954721949e-02,-4.482670911616178089e-02,-9.252514294773360112e-03,5.678213931374957030e-02,-2.393788359276208255e-02,1.000000000000000000e+00
-9.233550834164798091e-03,1.909370654831752528e-02,-2.269807001788883005e-02,-6.438603328581780916e-04,7.031350592039529827e-03,4.723095177679733497e-02,-4.514974905409990108e-02,1.527091324390888669e-02,5.663611048261200931e-02,-4.220349677708166297e-02,-2.629942345979066273e-03,1.935562111523669165e-02,-4.673814624475382956e-02,4.413713147298661127e-02,4.759575894533945445e-02,2.705399623882177862e-02,-9.302360203128134941e-03,-7.536869446887334290e-03,-2.793931923285247407e-02,-5.429250473198662247e-02,8.675881441445399203e-04,-3.327996873242894393e-02,-7.881139977369160110e-03,1.597509936001049319e-02,1.414338838432132803e-02,-3.142923911919234814e-02,2.616106322490523856e-03,4.333724911419079007e-02,4.680411405923032286e-02,-4.269526096729269610e-02,-8.231868572490705707e-03,4.833901001166394235e-02,-2.840297408781932917e-02,1.000000000000000000e+00
-2.377150318544680313e-02,4.846397053428271040e-02,-2.077465731700436913e-03,3.087269376813122496e-03,-4.631933952098953033e-03,4.376281294161311203e-02,-3.293581393893355025e-02,3.119794861013468548e-02,4.561628520942000858e-02,-3.388411988155355659e-02,-1.451638777833332006e-02,-6.266059732897238596e-03,-4.937388000597241200e-02,2.489201219547955424e-02,5.453921196403146293e-02,3.507196604044264532e-02,-1.069765329807462195e-02,-5.791544713437339620e-03,-2.417019463980366739e-02,-2.537104218564981833e-02,-2.573670465280964922e-03,-5.322298438778705343e-02,9.143703104082822643e-04,9.826470750298528511e-03,1.285582548802595426e-02,-2.706295480194204767e-02,1.764125319509207007e-02,5.513506285703179133e-02,5.689536988071999812e-02,-3.454386330211610401e-02,2.454205820303654098e-03,3.909845638979896065e-02,-3.287663091767211582e-02,1.000000000000000000e+00
-2.742904878052873641e-02,6.816501677623587607e-02,7.436622573341549955e-03,8.665979782306810347e-03,-8.344420947838961794e-03,3.905838198422706409e-02,-2.435085405729235306e-02,4.155027058774343751e-02,2.952001890147828989e-02,-3.184008656207899801e-02,-1.654003188097303428e-02,-2.402577153048066072e-02,-4.994406023993241961e-02,1.287039570975142405e-02,5.977408187168496700e-02,3.247274916204498374e-02,-1.382337211283505424e-02,1.823089448581397681e-03,-2.337947164704659922e-02,-1.991429794822511916e-03,1.297089044243067077e-03,-6.046070200318778842e-02,1.638489322207220024e-03,-2.443000856705975984e-03,1.344965583108051477e-02,-1.815201759244293792e-02,2.929790725370922874e-02,5.231534665793280414e-02,6.315212709104006672e-02,-2.262592568420362243e-02,1.720671329748551387e-02,3.265468596296795811e-02,-3.849306950344690004e-02,1.000000000000000000e+00
-2.475467492519719051e-02,7.608504735727840418e-02,1.479028973638870335e-03,1.287675826995607689e-02,-9.301159841648126009e-03,1.948706285652068715e-02,-2.457372418700586383e-02,3.680910155988956906e-02,1.366312716007859335e-02,-2.910517855156792913e-02,-1.273808824718081559e-02,-3.017146583334996690e-02,-4.428531223030258285e-02,1.075290253868684334e-03,6.837506454619107776e-02,1.390102603375794992e-02,-2.819958361675288516e-02,1.902120346883922480e-02,-2.598017000482464103e-02,1.510911159517331834e-02,1.582474185832495606e-02,-4.554400837844169159e-02,4.186261742100528746e-03,-1.544961844287032898e-02,1.220090725125748746e-02,-1.598832950964607091e-03,3.017097229508789932e-02,4.190557970789980657e-02,7.013869297203578768e-02,-1.123013879077964898e-02,2.855228998657181883e-02,2.947579092691619829e-02,-4.040174566393090611e-02,1.000000000000000000e+00
-1.982175776346347187e-02,7.364030078234481969e-02,-6.666655032850101609e-03,8.216492709691306309e-03,-1.033382182057272780e-02,-6.635494592452365406e-03,-1.424182203309286993e-02,1.187836652394923601e-02,3.753733149301701627e-03,-1.789017247583540859e-02,-1.122131423522795650e-02,-2.248338281748508971e-02,-3.080703217092856452e-02,-6.724519595004713884e-03,7.279997937190499369e-02,-1.211217712701467310e-02,-4.578621845971880822e-02,3.081274514108521198e-02,-2.025858157246815047e-02,2.701547856209700685e-02,4.074129520609358346e-02,-2.186347111044617542e-02,1.186061329382361897e-02,-2.378294338542199030e-02,5.046140403098222510e-03,1.739789637808463255e-02,1.988229917023705967e-02,3.020388884743959584e-02,7.194924558509496748e-02,-2.180857872568514426e-03,3.513663550055183549e-02,2.794739846122992755e-02,-3.206289231961351183e-02,1.000000000000000000e+00
-1.309082070290775585e-02,6.786584499395648118e-02,-5.085222341375235725e-03,4.333963339863158154e-03,-8.946283558843278264e-03,-1.202146334293894767e-02,8.383759563292103242e-03,-1.356219823322743490e-02,5.942368272189815781e-03,-1.175196644272264238e-02,-7.833392009470700051e-03,-9.542858951213633451e-03,-1.887318468925735376e-02,-4.990791246008452822e-03,7.818743660982885313e-02,-2.349416261933468322e-02,-4.485399154440314340e-02,2.569937276655658714e-02,-9.313232917635522537e-03,4.096832452781447309e-02,6.096249803154552005e-02,-5.492585417617500826e-03,1.838433863382159944e-02,-3.105028518208893806e-02,-1.297953863461423149e-03,2.976174312968396171e-02,2.006367817493966837e-03,2.471672169395628532e-02,6.492609161402924933e-02,2.271172415808540498e-03,4.209375839150139575e-02,2.481330439444213304e-02,-1.938237762927711924e-02,1.000000000000000000e+00
