4.771055015713213804e-02,6.799779698537652788e-03,-3.450290585688542411e-02,-4.210064229244681044e-02,4.837229813632669406e-02,3.950300694539128632e-02,-3.623025519598761790e-02,-4.121442971535680538e-02,2.923885330624702988e-02,-2.529428348690849343e-02,1.466219432642832179e-02,4.953543459029993712e-02,-3.929718933482136134e-02,3.087112139318675536e-02,5.325354956115019300e-02,2.585890744947088454e-02,-2.031453418039544379e-02,1.157454255070499566e-02,-2.862066876709835894e-02,-6.926383769259603085e-02,-3.290625068937030884e-02,-2.511755868014286380e-03,-1.653321312884129674e-02,2.447264832437570994e-02,-9.723674353148539784e-03,1.000000000000000000e+00
3.852526719118961468e-02,1.265332358890058732e-02,-2.134184546873017091e-02,-3.045311025432177743e-02,5.756067818517079243e-02,5.532608877878225639e-02,-3.272027651122830921e-02,-2.455906950055295607e-02,3.654954493058201748e-02,-3.390445395499031012e-02,7.835050849461528549e-03,5.345003209691062684e-02,-4.491901059802733132e-02,4.341688520185649214e-02,4.619808549178589657e-02,2.609564268312206115e-02,-2.579084033006421445e-02,5.363123039594585445e-03,-3.034737196894946032e-02,-7.642261086622885446e-02,-2.356757460683063174e-02,-7.555316383268499691e-03,-1.533658157273450236e-02,2.021836282715635397e-02,-4.792198853494847831e-03,1.000000000000000000e+00
2.296445118600502072e-02,5.506042763572548127e-03,-2.258062913802067265e-02,-1.877456899530185672e-02,4.521923181981683804e-02,5.739120518951168481e-02,-3.272905460903285935e-02,-1.219070919480692156e-02,4.234293846098480252e-02,-3.759393770000663687e-02,6.152233361307102300e-03,5.146840989163659064e-02,-4.129637795343296669e-02,5.246987473958154846e-02,3.647057324129498318e-02,2.113140889257920929e-02,-2.137733886023700930e-02,-1.932857418431577212e-03,-3.236639599233530340e-02,-7.730088691112470267e-02,-8.354079057926042801e-03,-1.273728840470274640e-02,-1.672067889478686190e-02,1.395805969926200950e-02,4.267249195031479550e-04,1.000000000000000000e+00
4.920131583915617578e-03,-2.027566638186597062e-03,-2.781455963929503269e-02,-7.098891417648369416e-03,2.295236318704208314e-02,5.351726338368238689e-02,-4.055703249976090607e-02,-9.031153732910260357e-04,5.176399973280404465e-02,-4.238766545332647157e-02,4.091906488760174015e-03,4.004081545198888425e-02,-3.804728112145244756e-02,5.602605669728197291e-02,3.726118348695545146e-02,2.308995595722771604e-02,-1.399434411333312298e-02,-7.907778606936663110e-03,-3.214119089053475709e-02,-6.988247494296000173e-02,-4.670862119293617970e-03,-1.907992457999044267e-02,-1.353789476427433303e-02,1.519936008978922670e-02,4.510506514232806574e-03,1.000000000000000000e+00
-1.433627910098958860e-02,1.537775752190666256e-02,-1.949800893214207256e-02,1.773075003435318694e-03,3.248900060628478678e-03,4.793993668776817818e-02,-4.491382556064076048e-02,1.382193039729045711e-02,5.432069673768805118e-02,-4.217499942650719535e-02,-7.170824169646584229e-03,1.913471760053187670e-02,-3.922284904630923136e-02,4.277850707432969551e-02,4.649144638797004375e-02,3.262653421461987613e-02,-1.215756937355515210e-02,-9.306123486671050160e-03,-2.918871583596149150e-02,-4.821910670537067622e-02,-8.566092152306407914e-03,-3.214458095958579176e-02,-1.703345685946394943e-03,1.656802967229642140e-02,7.666608970403845924e-03,1.000000000000000000e+00
-2.623990224014476069e-02,4.703909802557031117e-02,2.306027127695620127e-04,5.636871041189355641e-03,-8.898337645297035511e-03,4.266977714592686682e-02,-3.543995098560868973e-02,3.051330115437118559e-02,4.416786896244868227e-02,-3.740404137391891565e-02,-1.724276062799172046e-02,-3.486637343863757676e-03,-4.088028727138504764e-02,2.472396208550073360e-02,5.269114170211306597e-02,3.818539102775486693e-02,-1.504772536621594783e-02,-8.677064759913574732e-03,-2.526147113422269261e-02,-1.973225903346371643e-02,-7.554046723084152475e-03,-5.195676189865842953e-02,5.367773211620832131e-03,9.672635107926239734e-03,9.608130659730838852e-03,1.000000000000000000e+00
-2.748369590758843739e-02,6.977771122556215844e-02,1.003121874212389332e-02,9.755433302389079908e-03,-1.407594262007266436e-02,3.744512087244412230e-02,-2.744128970348793869e-02,4.069621754994402762e-02,2.899539932644714171e-02,-3.631713094618004012e-02,-1.721614293964612505e-02,-2.078984745770465214e-02,-4.211626876828906962e-02,1.369634073412660628e-02,5.677248281624670823e-02,3.410348375207525318e-02,-1.929248505871507605e-02,-2.294218881662375698e-03,-2.515696219197075326e-02,2.551691285388700547e-03,3.932747475826788019e-04,-5.995303271984838561e-02,6.366814061501521044e-03,-2.141164113771814106e-03,1.232379624979820787e-02,1.000000000000000000e+00
-2.279919877616437898e-02,7.946443964154603634e-02,4.646905695418382387e-03,1.236732036460076213e-02,-1.425617794740575636e-02,1.932631300178925746e-02,-2.708805812553430684e-02,3.583269518101640794e-02,1.500227138872318837e-02,-3.254038703250116543e-02,-1.233429265167422170e-02,-2.941871457062144452e-02,-3.865655533794140619e-02,3.284305774218020807e-03,6.334028928091423039e-02,1.555061089716241324e-02,-3.278160351304623688e-02,1.416169466758589179e-02,-2.861240186201106234e-02,1.770390552411825469e-02,1.584678470397377081e-02,-4.701026664580425229e-02,8.873742369021598436e-03,-1.412210577064810547e-02,1.101365174093438953e-02,1.000000000000000000e+00
-1.696219377670458994e-02,7.685559983270211226e-02,-3.219477716102070106e-03,7.648319642669385368e-03,-1.189128235490475617e-02,-4.665912901911019317e-03,-1.558709961597702989e-02,1.350231978882661214e-02,6.638079136131805336e-03,-1.932775103061285665e-02,-9.600630833256277100e-03,-2.484333518709053862e-02,-2.810774708213077330e-02,-3.925574490570363229e-03,6.701566007040585249e-02,-9.965556456189555296e-03,-4.763299713522985840e-02,2.685217935338746198e-02,-2.255723938998547770e-02,2.779970859789567678e-02,3.944377736873504875e-02,-2.387144378895971267e-02,1.392092364412707110e-02,-2.177705202404085771e-02,3.012060983252767832e-03,1.000000000000000000e+00
-1.064883217648555057e-02,6.974189087085987115e-02,-1.282239504252085521e-03,4.187917039936324415e-03,-7.635799526170725451e-03,-9.339143934208172029e-03,7.938148346228831101e-03,-9.575275338502173619e-03,9.535266439570509039e-03,-1.029289975864483737e-02,-4.318265100864963034e-03,-1.220057273677356904e-02,-1.677581144597838428e-02,-1.920251850446891284e-03,7.393637176085555984e-02,-2.060204231833456107e-02,-4.430068469402904247e-02,2.262393241542825714e-02,-9.832981342346742287e-03,4.198416839694044805e-02,5.897625426762439366e-02,-6.549118263951774974e-03,1.961085934573220807e-02,-2.785919958764498938e-02,-3.741901352950147142e-03,1.000000000000000000e+00
