4.759423777580627790e-02,6.762107876578623764e-03,-3.465593784028483948e-02,-4.139261434746505097e-02,4.892765220434418250e-02,3.980033097810033171e-02,-3.598648142057350729e-02,-4.108911156919152485e-02,2.876307184938678430e-02,-2.522718383968577255e-02,1.389827986932957310e-02,4.957568758067413400e-02,-3.947070343453654151e-02,3.098396293053871930e-02,5.283666258203689736e-02,2.597562491768518750e-02,-1.992208479963826495e-02,1.192028107719825605e-02,-2.945111621601657903e-02,-6.967212981070125544e-02,-3.211712496219070595e-02,-2.675294025532549969e-03,-1.649730840450185088e-02,2.435197999514501777e-02,1.000000000000000000e+00
3.857483313585059748e-02,1.238477726479402657e-02,-2.141298213151222873e-02,-2.975813596628015811e-02,5.781427797155783838e-02,5.553541264992658405e-02,-3.234058793091680595e-02,-2.456781036229246235e-02,3.610589590342975358e-02,-3.346574869792932894e-02,7.118853163002836562e-03,5.327084703028600599e-02,-4.472878697203025444e-02,4.381584629661423869e-02,4.545424262356999312e-02,2.644647492411518822e-02,-2.567776302189640758e-02,5.475446888249170529e-03,-3.132723319170549470e-02,-7.657571109335140069e-02,-2.286808581012007499e-02,-8.042128376809978135e-03,-1.529420659541006963e-02,2.057195425413970574e-02,1.000000000000000000e+00
2.305953895793882991e-02,5.142363449979181142e-03,-2.263041189169235842e-02,-1.814319810942904496e-02,4.509920754194624709e-02,5.744876929036808744e-02,-3.237340250249001739e-02,-1.241874470218337634e-02,4.199012384521590147e-02,-3.701044715977548638e-02,5.791507327431328137e-03,5.116559734002207316e-02,-4.082895778781900353e-02,5.297085332875318964e-02,3.557869464066141379e-02,2.163238795648255580e-02,-2.145201599751789256e-02,-2.006043680195124940e-03,-3.305232774452145778e-02,-7.714442151570895245e-02,-7.802780095880267747e-03,-1.324977216719628453e-02,-1.669568573352551988e-02,1.456123776697576186e-02,1.000000000000000000e+00
5.000925366454568761e-03,-2.465828612359444172e-03,-2.794331037298124210e-02,-6.372537830354459837e-03,2.254089574043062830e-02,5.341759263579961420e-02,-4.022128154054058907e-02,-1.338749779500016807e-03,5.144470721260074181e-02,-4.165463904717023325e-02,4.069040500960879880e-03,3.966792158782886379e-02,-3.743773973498083774e-02,5.666593810679833310e-02,3.612742710163267812e-02,2.380811000886188036e-02,-1.417230745451247310e-02,-8.128082765042378421e-03,-3.261270865158837073e-02,-6.962870809513331538e-02,-4.079933393164314470e-03,-1.968987959107787455e-02,-1.366734025684541651e-02,1.593017516731128416e-02,1.000000000000000000e+00
-1.430976972275992479e-02,1.491786110494119910e-02,-1.980923181168307845e-02,2.646329503746182137e-03,2.739391613535521741e-03,4.766573124033017528e-02,-4.449919079554973123e-02,1.307058146403783198e-02,5.402374691759959102e-02,-4.110332180904053417e-02,-7.011318932218412597e-03,1.868889743290873262e-02,-3.862483697476963573e-02,4.354718558194181632e-02,4.499964369616035048e-02,3.358676132423359800e-02,-1.237290602548104385e-02,-9.652026520030367041e-03,-2.962258230209009052e-02,-4.800158654079416526e-02,-7.729069327969625286e-03,-3.290393316019633169e-02,-1.940094721524177057e-03,1.744448447208742786e-02,1.000000000000000000e+00
-2.638008259744710135e-02,4.661725152944994066e-02,-3.219421731414920038e-04,6.519365734987786834e-03,-9.258684393950222802e-03,4.225129451629827670e-02,-3.491113436178602814e-02,2.941725098846832351e-02,4.385829697620973605e-02,-3.594493575368046256e-02,-1.701956690643905562e-02,-3.914451219035618851e-03,-4.040891102751374697e-02,2.551468385067928724e-02,5.107497362875840913e-02,3.915265336935716545e-02,-1.524884540005289751e-02,-9.012341477298860259e-03,-2.568198655059116681e-02,-1.957718628530329130e-02,-6.541657065250032141e-03,-5.270504738662866451e-02,5.244146217391866538e-03,1.072553928570138884e-02,1.000000000000000000e+00
-2.785779846764172007e-02,6.942081949787658190e-02,9.319711338132422723e-03,1.049294233435694307e-02,-1.420845798447589042e-02,3.690147526348867141e-02,-2.676323878673476930e-02,3.934936143219795734e-02,2.864136564390348805e-02,-3.443455334503005977e-02,-1.688702890543564150e-02,-2.121047351986114077e-02,-4.174886453661436070e-02,1.444527343249957067e-02,5.519983967741980135e-02,3.492603592641920635e-02,-1.939839095584807230e-02,-2.659164384477030393e-03,-2.544464994850227993e-02,2.639599609883950052e-03,1.459573641022247903e-03,-6.061101005007903109e-02,6.550455638222291155e-03,-8.607465679419355753e-04,1.000000000000000000e+00
-2.334154115032730306e-02,7.927670364917409340e-02,4.276361942875369151e-03,1.297626199238792466e-02,-1.415993196402131823e-02,1.879799410623321856e-02,-2.619538984728479736e-02,3.447051600983226660e-02,1.442635711233949264e-02,-3.055800431300091310e-02,-1.205801380670266411e-02,-2.970845072885370391e-02,-3.827630371936913828e-02,3.925877119819792468e-03,6.216116159101065658e-02,1.616331992555601615e-02,-3.289786360095517392e-02,1.383781716554188454e-02,-2.889960650838439837e-02,1.779470066348239066e-02,1.682745151528307684e-02,-4.760706701766036220e-02,9.089735833032987905e-03,-1.263894891925708766e-02,1.000000000000000000e+00
-1.733523870333775196e-02,7.685342442853970724e-02,-3.127006642263310127e-03,7.956960340022687858e-03,-1.178756365771769198e-02,-4.854931503389860875e-03,-1.499806235640931303e-02,1.275753877235714408e-02,6.142400717739696786e-03,-1.813134689768548108e-02,-9.450317936052931092e-03,-2.488930497533958092e-02,-2.762923425671155730e-02,-3.580464889528268968e-03,6.649428819210351227e-02,-9.479264694484458922e-03,-4.781052404051823468e-02,2.681742974562662668e-02,-2.277387202752724840e-02,2.791030625101100643e-02,4.008603709772586704e-02,-2.428264475222718238e-02,1.367094763094137133e-02,-2.055724503683333676e-02,1.000000000000000000e+00
-1.075020455716602444e-02,6.973571889655402756e-02,-1.142803078023241041e-03,4.019659104997200250e-03,-7.712763868123309434e-03,-9.350487253441629870e-03,8.066107331696688656e-03,-9.711673693101323390e-03,9.398982268105354060e-03,-1.001552881973767281e-02,-4.250203446839682583e-03,-1.219530047439553941e-02,-1.641241140332596118e-02,-1.817573632683634061e-03,7.374043713264398503e-02,-2.028346266572976855e-02,-4.426895903744863803e-02,2.258837182310442782e-02,-9.886227700550767605e-03,4.203558349968430224e-02,5.932945466394056594e-02,-6.794609020575794606e-03,1.909800650603585975e-02,-2.715092202409797109e-02,1.000000000000000000e+00
