4.890678422798620806e-02,7.639524042666170911e-03,-3.318183457320568464e-02,-4.326385269167651315e-02,4.622283290264900257e-02,4.142831567673653514e-02,-4.052359921088076466e-02,-4.133981475164162644e-02,3.101132113633731091e-02,-2.396429939986873675e-02,8.965449364649009240e-03,5.235676328458691020e-02,-3.697082431902501409e-02,3.048003031218922410e-02,5.164276900644156065e-02,2.511155197194666483e-02,-1.765524382650256185e-02,9.964723605865475828e-03,-2.740760278308924588e-02,-6.942786231924730211e-02,1.000000000000000000e+00
3.973900643537643662e-02,1.302321813905896880e-02,-1.904963103521015166e-02,-3.132210818430949950e-02,5.532805956959575833e-02,5.775975852939151806e-02,-3.628453428473998876e-02,-2.598390742521151237e-02,3.838668633919575801e-02,-3.119147672161633883e-02,1.727864658717156304e-03,5.563003049731881505e-02,-4.242085363288927713e-02,4.240457933431939636e-02,4.359712743870624435e-02,2.557343344632301285e-02,-2.372303400946978308e-02,3.269448286463430553e-03,-3.024981415631235876e-02,-7.485678139940277198e-02,1.000000000000000000e+00
2.330317157415320861e-02,5.421328694043085587e-03,-1.956322314715312760e-02,-1.962468274474087754e-02,4.308673000604784642e-02,6.008221105270580842e-02,-3.483821071839594830e-02,-1.501033020470004045e-02,4.438011830917289180e-02,-3.451201223678740382e-02,3.769847251543691907e-04,5.320287965149064768e-02,-3.919181259444821930e-02,5.110851938719987442e-02,3.430564447974862596e-02,2.161852324752445292e-02,-2.000387908389139255e-02,-4.103940392109303725e-03,-3.281997327724909402e-02,-7.413028515606819024e-02,1.000000000000000000e+00
4.933424949915982301e-03,-2.367368892528199688e-03,-2.504613081270991998e-02,-8.188355792025923605e-03,2.039520208680399918e-02,5.582403380009307026e-02,-4.201402156590449549e-02,-3.937545811481051386e-03,5.387190380884103458e-02,-3.893177555029610215e-02,-1.055247377612415771e-03,4.176115962999786546e-02,-3.687059595316484473e-02,5.485624367156149983e-02,3.559303810864446194e-02,2.397522017958987964e-02,-1.276568715732078266e-02,-9.592212775404812541e-03,-3.302348293705492654e-02,-6.606438077729531733e-02,1.000000000000000000e+00
-1.418274670791057346e-02,1.486295999368334592e-02,-1.761259874594812286e-02,7.811169091933990553e-04,4.747314837722834552e-04,4.892872936529954475e-02,-4.612231051149900257e-02,1.138532225755971641e-02,5.713373374015760786e-02,-3.880266358997384868e-02,-1.086881242096263654e-02,2.053091268001151076e-02,-4.006626475298330492e-02,4.240689220485101274e-02,4.542296619778217470e-02,3.329641132907852630e-02,-1.056497121668028422e-02,-1.072878968904673706e-02,-3.084279381575428733e-02,-4.511425026642190000e-02,1.000000000000000000e+00
-2.638726247836001640e-02,4.618375344527329840e-02,1.823360742912563497e-03,5.479514966674083228e-03,-1.071290842307804497e-02,4.208447700190392354e-02,-3.656798524428668540e-02,2.842956558761760080e-02,4.734082128228633835e-02,-3.406025160861191753e-02,-1.911070884066897596e-02,-2.333857269297419379e-03,-4.317725348934244728e-02,2.406872887345047618e-02,5.231876345266077422e-02,3.827290673271990101e-02,-1.297791737256974616e-02,-1.030048647323995523e-02,-2.777058949078816188e-02,-1.921596404366579178e-02,1.000000000000000000e+00
-2.822840693321100602e-02,6.872462022741085419e-02,1.152852487675587109e-02,9.663495479480871050e-03,-1.443129393332325677e-02,3.649468059632435257e-02,-2.841500086411797785e-02,3.850288489525356683e-02,3.131368455103966664e-02,-3.247834331341983849e-02,-1.782817935953072766e-02,-1.954172432126553838e-02,-4.372446138649734027e-02,1.239891559417111155e-02,5.669760558604444028e-02,3.355495833007650364e-02,-1.710691790918761682e-02,-3.943045714593123446e-03,-2.727962803751551174e-02,2.681400284434672446e-04,1.000000000000000000e+00
-2.408325855487260247e-02,7.832605342976821372e-02,6.316334487238825512e-03,1.093861769637021267e-02,-1.305233438741635645e-02,1.952925585080272225e-02,-2.726156267351589543e-02,3.406334103967465637e-02,1.473156775574102975e-02,-2.901537620875955376e-02,-1.274770578175800709e-02,-2.834987239132668452e-02,-3.871397653675082151e-02,2.465266825793970343e-03,6.356594412037686048e-02,1.519060047569508257e-02,-3.102172593048753424e-02,1.308884640907575711e-02,-2.876181005646419667e-02,1.458596574407646645e-02,1.000000000000000000e+00
-1.761086958799219782e-02,7.604047867335297917e-02,-1.583221303497795579e-03,4.588397941248470793e-03,-1.091067537182452592e-02,-3.065992508472593914e-03,-1.509088194108772728e-02,1.322406513455183855e-02,3.808060905745652355e-03,-1.765849497359207529e-02,-9.903033859481543549e-03,-2.439020325680461843e-02,-2.752573418937992802e-02,-3.908488214802299104e-03,6.626381815214812954e-02,-9.767135161458193743e-03,-4.695378267727923216e-02,2.715157185514840629e-02,-2.023904361288088316e-02,2.552257360595410959e-02,1.000000000000000000e+00
-9.310927477601878277e-03,7.001960183175739982e-02,-2.485444634636891498e-04,3.121270955378854794e-04,-8.190030300076724806e-03,-6.669865239723068301e-03,8.845964184945090056e-03,-8.253510477023013464e-03,5.780721838752124128e-03,-1.001857029933769447e-02,-4.344449974532919867e-03,-1.194869670696403936e-02,-1.713191531539966228e-02,-4.497458845577825826e-04,7.222142674653032890e-02,-2.007508508424013516e-02,-4.464478804050497213e-02,2.375195756811000064e-02,-6.068453000931287727e-03,4.062577499646311679e-02,1.000000000000000000e+00
3.723428114751688167e-03,6.500077834680484390e-02,8.433447139513524163e-03,1.323721064275695802e-02,-9.556088569244404127e-03,2.673172806834179030e-03,3.109441238004352973e-02,-2.343979786465767712e-02,2.115466824570702564e-02,-1.618919767713806329e-02,7.357777747354545678e-04,-3.377448346901900343e-03,-1.333525395951043642e-02,1.179312809807276687e-02,9.041415727293160287e-02,-1.625193002387945868e-02,-1.999997101751345430e-02,2.708300124216717064e-03,4.548101561735632542e-03,6.699194799524051114e-02,1.000000000000000000e+00
1.764702367622544149e-02,5.625814545537518446e-02,2.228374821294881042e-02,3.069045543046709443e-02,-1.414441000940264322e-02,2.953570178803424304e-03,4.003041751142513704e-02,-3.360071814285853220e-02,4.419962016367804530e-02,-3.040536508218890516e-02,-1.625288399459672711e-04,-9.083780998558041442e-03,-1.206617539055561232e-02,2.540901483037457526e-02,9.489307385177706000e-02,-9.619320102773682574e-03,1.393336711421734944e-02,-2.277937161633500351e-02,1.191929218162157689e-02,8.804418952302656143e-02,1.000000000000000000e+00
2.158128886034361288e-02,4.459576655131500950e-02,3.055846497838533155e-02,3.526056839783745650e-02,-1.853657500685156057e-02,-4.494794074083256763e-03,3.673768335102937932e-02,-3.638577438408804182e-02,6.122562921789345691e-02,-3.724257400653355893e-02,9.857854456754820693e-04,-2.629361450238722545e-02,-6.155815428565719616e-03,3.482664653890701900e-02,7.254952709968789937e-02,-3.237841495072678148e-03,3.120197295650657676e-02,-2.788199024771045864e-02,2.435791235216601403e-02,8.793498498252033668e-02,1.000000000000000000e+00
1.629464273437950320e-02,3.093744620744216800e-02,2.256212628376442000e-02,2.763237469124473628e-02,-2.860332154667873106e-02,-7.497586649977659029e-03,2.770712037892705121e-02,-3.503880505019996150e-02,6.536895892922219009e-02,-3.709407520394215896e-02,6.412287263907443663e-03,-4.043903345131101557e-02,6.412119124281773219e-03,3.782463246187064976e-02,4.033577267892422130e-02,2.422147272202421556e-03,3.037930657459528977e-02,-1.424179824684468354e-02,3.757919408768236463e-02,7.575277768323307459e-02,1.000000000000000000e+00
1.183834105630576609e-02,1.819246160827411862e-02,6.105641142095108442e-03,1.075771069733557489e-02,-4.364464255290396999e-02,-2.853155156579516294e-03,1.717690156553641073e-02,-3.165095127454766594e-02,6.332643725587819294e-02,-3.760218913766958521e-02,1.559854331845049631e-02,-4.585186347398748780e-02,2.098944958592593307e-02,3.450602498693527281e-02,1.010882897533164557e-02,6.797438042880679307e-03,2.607123477372728232e-02,-2.559553345020701247e-04,4.339048120786440088e-02,6.031700330913218611e-02,1.000000000000000000e+00
1.398006739037148394e-02,1.546504912987014049e-02,-2.559912863336720815e-03,-7.468258363530221738e-03,-5.635101062161762542e-02,7.663533370674012468e-03,1.281636363338154241e-02,-2.772683837471197343e-02,5.644820277808453024e-02,-3.843087384589888300e-02,2.045353369473812410e-02,-4.602388790181619754e-02,3.373438843120309116e-02,2.854618734247793208e-02,-1.208400053991517779e-02,1.263250458947843061e-02,2.133502842172174674e-02,3.160259585286516633e-03,3.641320414770213981e-02,5.153549831618488286e-02,1.000000000000000000e+00
2.136656885264180683e-02,2.548613538857119609e-02,2.846079747507997831e-03,-2.076185408508000874e-02,-5.896749746341474474e-02,1.428789800538229036e-02,1.392021051778718696e-02,-2.657089840029981317e-02,4.101090793279769942e-02,-3.137782442260764193e-02,1.695202870904029269e-02,-4.209463043289823209e-02,4.788545816942128830e-02,2.726270067128964969e-02,-1.891058006422878524e-02,2.237293318303418960e-02,1.579708971305092066e-02,-2.257697640752275373e-03,2.228699318020910258e-02,5.375105418701281446e-02,1.000000000000000000e+00
2.733399877066956113e-02,3.321318744259631195e-02,1.438721500950178485e-02,-2.935747822227782050e-02,-5.108770948781361787e-02,5.176118071464650555e-03,1.652521716867296278e-02,-3.427052286387646807e-02,3.432666600141683760e-02,-1.781322231053734245e-02,9.333335638779829274e-03,-3.367955823575215918e-02,5.585170583677678824e-02,3.514414162062742819e-02,-1.142013493401531146e-02,2.573228464556921030e-02,1.470269207776918503e-02,-1.303557998939389173e-02,1.712852550469474988e-02,5.648173678731022163e-02,1.000000000000000000e+00
2.563651121776316932e-02,3.075336762789589867e-02,2.210152074208465017e-02,-3.679517426168826821e-02,-4.303893151812008405e-02,-1.185822237582024284e-02,2.413853092730907160e-02,-3.908470495565288111e-02,4.917532643450889945e-02,-8.276008469843193494e-03,2.539001682341258948e-03,-2.905902815895358010e-02,5.035521152062448491e-02,4.306349203331780173e-02,1.338524203512476626e-03,1.925332061683334220e-02,2.493346177692898347e-02,-2.376051678073198489e-02,2.001251976355847284e-02,4.774058982341188029e-02,1.000000000000000000e+00
8.246727222954004788e-03,2.357585382770914506e-02,2.389259635863379486e-02,-3.764487686106986197e-02,-3.455594703063336742e-02,-1.998275254157307057e-02,3.084855751805054558e-02,-1.777038761824881880e-02,6.122604686799210799e-02,2.092928835286757272e-03,-4.374990933222674960e-03,-2.877136742846687564e-02,3.375820587218263807e-02,3.828423628922980604e-02,1.414522669414046592e-02,2.399074704479009848e-02,4.090582943494324580e-02,-3.178100519289447923e-02,1.555773108884521763e-02,3.506830354474868572e-02,1.000000000000000000e+00
-1.618266353433206808e-02,1.927688953828922414e-02,2.461319609655963220e-02,-3.167528651809938672e-02,-2.408581345229383192e-02,-1.825881609360023930e-02,3.117317813218247607e-02,1.344721901388356254e-02,6.076595369128541535e-02,1.366025650567706529e-02,-1.337616995995393604e-02,-3.111706119949928309e-02,2.060578643162664508e-02,2.716907426563939035e-02,1.907948628279289988e-02,2.456356201446614068e-02,5.225257351222113711e-02,-3.661559793225281634e-02,3.070524639887845658e-03,2.887842899464480861e-02,1.000000000000000000e+00
-3.189629058002449447e-02,1.754212387075690383e-02,2.631016115988527374e-02,-2.544623092625358796e-02,-1.952556616819730098e-02,-1.782822707380803812e-02,2.955997975249915685e-02,3.334660958587397361e-02,5.986746371587453597e-02,1.777362195744817269e-02,-2.307660897731649702e-02,-3.880213963647936859e-02,1.744855136697931117e-02,2.278190452338638844e-02,1.581303178562407097e-02,5.911032226214618310e-03,5.242810904191404220e-02,-3.869735261802986770e-02,-8.323310841937964222e-03,2.913027427146284293e-02,1.000000000000000000e+00
-3.733470641578397198e-02,1.743509404532020413e-02,2.587263615763736591e-02,-1.627421954839971055e-02,-2.604029792724116971e-02,-1.792112080478920622e-02,3.279158077015763284e-02,4.649522247799939972e-02,5.943713673193155855e-02,1.119302882223528230e-02,-3.234224556541517859e-02,-4.784009113943384073e-02,1.693521970642719240e-02,2.365783717643133929e-02,7.950905782438507513e-03,-1.633248598866833545e-02,3.941782565412008110e-02,-3.433258262080665646e-02,-9.561366724765502784e-03,3.085653890714450467e-02,1.000000000000000000e+00
-3.213043729297029860e-02,1.718711584745770057e-02,2.287279398398770619e-02,-5.370577338052198724e-03,-3.920179996169935455e-02,-1.110132923432464482e-02,4.336840250405157166e-02,5.485082813740913693e-02,5.829803430082676485e-02,3.920268273218303207e-03,-4.066861198729748716e-02,-4.906249816859038770e-02,1.319255855039733194e-02,2.235078847655351877e-02,1.047285733054761220e-03,-2.916995736482146800e-02,2.085963676166319170e-02,-2.846082085747793367e-02,3.009808020276524051e-03,2.689889773556233821e-02,1.000000000000000000e+00
-1.469659676717223820e-02,1.594610819110561101e-02,1.854588814986685152e-02,6.729300600214101202e-04,-5.207204981741691413e-02,2.309557987049822361e-03,4.964449405346571531e-02,4.832780772305474148e-02,5.826655113526500729e-02,1.204914230905836971e-02,-4.546453577845609162e-02,-4.102915385734098169e-02,2.559047709353537772e-03,2.400454016973681270e-02,-2.256718851089195219e-03,-3.430596709588944193e-02,1.015787028957413837e-02,-2.518317214390343450e-02,1.750429454548620145e-02,1.855599449761775530e-02,1.000000000000000000e+00
