5.068896953559604013e-02,7.432261561047225074e-03,-3.337754222451687347e-02,-4.614581763567221495e-02,4.249717796030706707e-02,4.036818835572295039e-02,-3.926836176965235736e-02,-4.516189797549960416e-02,3.029293337214646747e-02,-2.308421815505919822e-02,8.854214931523034932e-03,5.676833116939581508e-02,-3.573809370861545653e-02,2.730267127334946864e-02,5.035385495090913266e-02,2.828948945861972653e-02,-1.562519434526550913e-02,8.605399377554443993e-03,1.000000000000000000e+00
4.206879957529124220e-02,1.355333546662442802e-02,-1.873693393402548271e-02,-3.397068084591527842e-02,5.190952693434744414e-02,5.602862995564462933e-02,-3.457180333777817166e-02,-2.999746160796338754e-02,3.831769211889955035e-02,-3.000491067348410451e-02,6.811777211816992528e-04,5.906300410058715894e-02,-4.203688502304137042e-02,3.763632844493751406e-02,4.109382753958973344e-02,2.754084640878109308e-02,-2.281659469567948878e-02,1.795749277371003899e-03,1.000000000000000000e+00
2.592039797464748899e-02,6.241657191816183010e-03,-1.934954015906057562e-02,-2.164793002501879879e-02,3.981296491282803468e-02,5.788981074292551265e-02,-3.338209987323178390e-02,-1.878570123872710940e-02,4.454590712858690071e-02,-3.325844308135048749e-02,-1.553529325851640483e-03,5.579298767288272398e-02,-3.897742412228242387e-02,4.669754202250620684e-02,3.228158582684598904e-02,2.274877251707002612e-02,-1.884350906372711520e-02,-4.526054099567512062e-03,1.000000000000000000e+00
7.326633801414557043e-03,-1.631257240950555187e-03,-2.528776458271675062e-02,-1.026862949631074731e-02,1.678498557154893892e-02,5.376844819438194450e-02,-4.072292907222384989e-02,-6.636415437923762900e-03,5.437684989232922927e-02,-3.775952256892967096e-02,-3.938809313110724561e-03,4.369220694402691646e-02,-3.601619316530067089e-02,5.196122426493691299e-02,3.481496033872032159e-02,2.447951720644883644e-02,-1.103944408290703089e-02,-8.965792062543539997e-03,1.000000000000000000e+00
-1.258001907010278426e-02,1.543852373593224483e-02,-1.800137423877276599e-02,-1.590470507849012487e-03,-2.794953767471367034e-03,4.847469773391162307e-02,-4.484133294643965345e-02,1.054572567888284462e-02,5.823667316100848007e-02,-3.822569471769252797e-02,-1.360861203593012950e-02,2.161680413421685279e-02,-3.930802234433864589e-02,4.121678274960418470e-02,4.535601117318861786e-02,3.315172399868414332e-02,-9.990460773501437866e-03,-1.059278723895299215e-02,1.000000000000000000e+00
-2.563013385421759535e-02,4.661548040345203647e-02,1.471229269620175691e-03,3.614617023094227576e-03,-1.266831517110210067e-02,4.287773983838585878e-02,-3.569085918760472875e-02,2.854958707886124172e-02,4.840190939892621835e-02,-3.418357623446695304e-02,-2.078937641632121192e-02,-1.700164941251167822e-03,-4.333792935348412811e-02,2.406270831886382286e-02,5.214120346463584771e-02,3.772032830234653411e-02,-1.384219124657360377e-02,-1.039076033874132901e-02,1.000000000000000000e+00
-2.820444134207577419e-02,6.907700770503610865e-02,1.117379481592291855e-02,8.297997086006579995e-03,-1.522269905585807784e-02,3.764925410767016450e-02,-2.796658246785602153e-02,3.846776919528524519e-02,3.213008890958729546e-02,-3.295116693096705046e-02,-1.890476499906302427e-02,-1.860011303171178743e-02,-4.442328173836878474e-02,1.296469370851857823e-02,5.620797914601007028e-02,3.296144944342425248e-02,-1.847868746449518249e-02,-3.334869405229062833e-03,1.000000000000000000e+00
-2.505588373541850489e-02,7.931168504222850524e-02,5.999365249547467319e-03,9.333892307254721549e-03,-1.263472332477453934e-02,2.061407770815121276e-02,-2.706351261459829030e-02,3.355305844500715284e-02,1.541205163407140255e-02,-2.962522316895569233e-02,-1.355866196461360217e-02,-2.700743698391974007e-02,-3.943824009044633039e-02,3.002253833922734552e-03,6.295211789313397144e-02,1.492560121584216720e-02,-3.271054933550448379e-02,1.453705164075045492e-02,1.000000000000000000e+00
-1.892878354209245537e-02,7.777728253707522077e-02,-2.173006032029346085e-03,2.717627897215935465e-03,-9.245510979217802516e-03,-2.637833159237500807e-03,-1.533604484316748728e-02,1.256083418816584044e-02,4.073740170901169258e-03,-1.817035535265924123e-02,-1.004046267233308851e-02,-2.381519752893566239e-02,-2.772494836852288161e-02,-4.036881815713298099e-03,6.590455912631516810e-02,-9.661695413698198620e-03,-4.818030891379129765e-02,2.891394001516359863e-02,1.000000000000000000e+00
-9.967444829904567594e-03,7.163381702829756115e-02,-1.618450296881637773e-03,-1.410536082113361678e-03,-5.004336692131598416e-03,-6.575237523327382566e-03,8.140908170931642623e-03,-8.773033076418069315e-03,5.941151866757140437e-03,-1.061741013141847059e-02,-3.889875120304663036e-03,-1.242647478339245840e-02,-1.666594175638563824e-02,-9.321296821956544243e-04,7.202801904978954617e-02,-1.980102039494636285e-02,-4.480041744016018124e-02,2.595688737809362379e-02,1.000000000000000000e+00
