4.517028852660327776e-02,4.238389854419098365e-03,-2.410548154621287159e-02,-4.676916983799584565e-02,3.497308593791760567e-02,4.546323419459323556e-02,-3.708312055219813858e-02,-5.193043628803081790e-02,2.731188692732213624e-02,1.000000000000000000e+00
3.355078131528568125e-02,1.052423312822047159e-02,-9.199159440236590393e-03,-3.423472203588218826e-02,4.284674354426212806e-02,6.141050944498956804e-02,-3.053493659428972370e-02,-3.489786740826142375e-02,3.646929757004648692e-02,1.000000000000000000e+00
1.658575430900028486e-02,3.972150791822030499e-03,-1.023168571200508761e-02,-2.270268253321282639e-02,3.122841218681710745e-02,6.281456384687114647e-02,-2.976416120522052539e-02,-2.105637724945582517e-02,4.187155307829204531e-02,1.000000000000000000e+00
-1.541010747286575278e-03,-3.722803970309130142e-03,-1.692369149258173000e-02,-1.236293518891775148e-02,9.242527038611163259e-03,5.845474624585981355e-02,-3.825827558825381502e-02,-6.897532874715301549e-03,5.034950021018089195e-02,1.000000000000000000e+00
-1.915782056300189412e-02,1.215865693888083798e-02,-1.294376780024032898e-02,-3.861420749606922498e-03,-1.018666333762684000e-02,5.294427752467964488e-02,-4.168885478824906066e-02,1.046177312833394130e-02,5.408373505044013207e-02,1.000000000000000000e+00
-2.866861233808710649e-02,4.230747770971382549e-02,2.348404180876851807e-03,9.519374428766241847e-04,-2.020751337720901042e-02,4.628281421126301254e-02,-3.129323743671718477e-02,2.807594483905741234e-02,4.459705049349106665e-02,1.000000000000000000e+00
-2.867002609239954758e-02,6.441071614910380549e-02,1.095365582935831777e-02,5.203674336269819428e-03,-2.242398776737629038e-02,3.959471089698826662e-02,-2.377309365171649536e-02,3.712819025617843105e-02,2.855600149217524253e-02,1.000000000000000000e+00
-2.523613005891231845e-02,7.418473561444843822e-02,7.821492933165649988e-03,8.289624859311745669e-03,-1.826731437805973260e-02,2.165416457382438736e-02,-2.317487489080462607e-02,3.025626683832640523e-02,1.181564506333314911e-02,1.000000000000000000e+00
-2.074688621012364675e-02,7.222297313713184341e-02,1.960343542125299321e-03,3.904641359251028593e-03,-1.210457354556087120e-02,-1.571062649362666742e-03,-1.271577027919033528e-02,1.016435463172061723e-02,9.317287555090196516e-04,1.000000000000000000e+00
-1.275044676533744828e-02,6.597428331897547960e-02,2.640287781850393298e-03,-2.007365677751307004e-04,-7.166645606633987968e-03,-5.301613393841130006e-03,8.771305658084347506e-03,-9.040635837588103033e-03,3.872041877015671568e-03,1.000000000000000000e+00
1.396424738886189489e-03,6.182972172952382051e-02,9.888212062975050912e-03,1.298636274308684682e-02,-5.678697446903174101e-03,5.792872013978819096e-03,2.923975893649563562e-02,-2.220906197585961403e-02,1.978145525295248869e-02,1.000000000000000000e+00
