4.707264982738246922e-02,6.655379499959258351e-03,-3.485610231723772906e-02,-4.171957431082427836e-02,4.760615912617533613e-02,4.026919912301159948e-02,-3.533350637004521733e-02,-3.750174103240305756e-02,3.112004617398338169e-02,-2.391686183296606524e-02,1.488548844817343814e-02,4.999316142787260664e-02,-4.435868889203383597e-02,3.301395342745534062e-02,5.176126576653197059e-02,2.460501188518747148e-02,-2.177354231186453756e-02,1.156648417974228543e-02,-2.919835469280622486e-02,-6.656336143185899445e-02,-3.050628318240096795e-02,-2.912917098149264000e-03,-1.856295098045560032e-02,2.293094046809385569e-02,-5.081273019395201457e-03,-2.552384893452884843e-02,3.157767238542801003e-02,1.549830419710654557e-02,3.853537982714017041e-02,1.000000000000000000e+00
3.870635945099357850e-02,1.269340289202388825e-02,-2.257480239177100598e-02,-3.014027236654107447e-02,5.824900509747128752e-02,5.500955935967392907e-02,-3.153875556390791507e-02,-2.122495461895678587e-02,3.780272320285706089e-02,-3.250402066625090319e-02,8.529844503611234280e-03,5.407621840885434850e-02,-5.066602590451510513e-02,4.720269651580612236e-02,4.403649325708695189e-02,2.373697223257717828e-02,-2.581999187811299945e-02,5.798050856127924535e-03,-3.117632318583789947e-02,-7.439054244125134496e-02,-2.241195972309043341e-02,-8.036310332344431123e-03,-1.809924016023943191e-02,1.836937736356874726e-02,-1.232117703571803703e-03,-2.671751140602483116e-02,3.853966852355934086e-02,9.835478759344089272e-03,2.944746863696846156e-02,1.000000000000000000e+00
2.384837158178514105e-02,5.645937827006565837e-03,-2.400481198660137441e-02,-1.835075340419434556e-02,4.689852110684687714e-02,5.549689319713597968e-02,-3.235692533864162335e-02,-9.731197849496671382e-03,4.300920203952510873e-02,-3.668049943673111490e-02,7.900963832760031502e-03,5.246036417609759028e-02,-4.658834204104050219e-02,5.669107069460001258e-02,3.433131006199714730e-02,1.799269941044734367e-02,-2.022369641963817771e-02,-1.532170507254312572e-03,-3.389426070483424897e-02,-7.573484721177886625e-02,-7.313803010981818550e-03,-1.188993738445259969e-02,-2.006438091300712101e-02,1.261457587111889170e-02,3.657714247425196061e-03,-2.873868759379069951e-02,3.161948985610241181e-02,3.633912849012703450e-03,2.447079250590139532e-02,1.000000000000000000e+00
4.881559240340770447e-03,-1.354920213710225640e-03,-2.873720359647184350e-02,-7.295419354212020861e-03,2.447876747865239400e-02,5.142862135951098423e-02,-4.124145927749942736e-02,1.391417898418829610e-03,5.289870359334850058e-02,-4.104254425914730109e-02,7.100110277317956547e-03,4.087604037604178342e-02,-4.242150875657699910e-02,5.773969302965652195e-02,3.596569649313378220e-02,1.968028910121503647e-02,-1.275438302197854160e-02,-6.826899724698156507e-03,-3.421167266324122436e-02,-6.913462174437502716e-02,-2.777737065757141660e-03,-1.714853546616504701e-02,-1.802015878718274400e-02,1.395929547999106082e-02,7.265328490532178829e-03,-3.017249622681825172e-02,1.149415911426209316e-02,1.602693327714097005e-02,3.205170520434482556e-02,1.000000000000000000e+00
-1.601238577892609080e-02,1.624038221141856780e-02,-1.965785733506539290e-02,8.026669745379525628e-04,3.846765637702717275e-03,4.718807251297974653e-02,-4.435475650922831442e-02,1.658556446462959577e-02,5.605093367008696231e-02,-3.938976590935616001e-02,-3.531573142346415561e-03,1.827603541157317088e-02,-4.434106494669154408e-02,4.116871012127535506e-02,4.574925022455419987e-02,3.055825199334634076e-02,-1.028636849790816668e-02,-6.820731407068823110e-03,-3.120903835566425297e-02,-4.904587725655340513e-02,-6.569088492853644885e-03,-3.050968134857874603e-02,-6.150716131527959180e-03,1.625000524516962905e-02,9.448486202704643733e-03,-2.716232122172811472e-02,3.289926558549011171e-03,4.039012897953219577e-02,4.716160933377375880e-02,1.000000000000000000e+00
-2.945569937279903308e-02,4.625299183162749628e-02,2.775637241883097822e-04,4.568403158331228731e-03,-7.793988698773946650e-03,4.396794270867379617e-02,-3.254073679930785667e-02,3.289676236166748369e-02,4.510890017046489259e-02,-3.381023904824419224e-02,-1.402621961813572786e-02,-6.486197486030360893e-03,-4.747993798323239811e-02,2.237168343334558843e-02,5.292357746248645134e-02,3.858029070176213771e-02,-1.109580550209117271e-02,-5.996449183018101592e-03,-2.661001269434988201e-02,-2.138993808838021357e-02,-7.561083640939818273e-03,-5.102329884642473751e-02,1.646245954446850721e-03,1.062535835994979361e-02,9.483118156169190877e-03,-2.428091969117742929e-02,1.691462488686132359e-02,5.278308422249557152e-02,5.767027239039494713e-02,1.000000000000000000e+00
-3.119616698140002808e-02,6.700301694884691628e-02,9.817079313324860237e-03,9.628421965128124843e-03,-1.139325307563214193e-02,3.944108108594943096e-02,-2.419606748507534960e-02,4.242768417351505672e-02,2.840450590562412087e-02,-3.306043116518962710e-02,-1.445310439869971347e-02,-2.461352645291606592e-02,-4.877802859054472528e-02,1.177651558546940862e-02,5.823140341791185198e-02,3.609567734690157653e-02,-1.410549302900326180e-02,9.614021268479835958e-05,-2.570858874584876913e-02,8.775204778852848525e-04,-1.249816917155121762e-03,-5.880702659717818026e-02,2.676186974372793057e-03,-1.491916699290442641e-03,1.089807893910271080e-02,-1.664557217287873994e-02,2.845573956962067080e-02,5.136217804002180670e-02,6.376366872028604860e-02,1.000000000000000000e+00
-2.639915286549010531e-02,7.563217787156391314e-02,3.974741342343051861e-03,1.354442240014852410e-02,-1.132427146624879685e-02,1.976750198540658601e-02,-2.515396758435374872e-02,3.640623688162153426e-02,1.261429887181138472e-02,-2.991564760770271808e-02,-9.899357554483319624e-03,-3.181498663604498400e-02,-4.353031595213976285e-02,1.670253920232961896e-03,6.541381893828115968e-02,1.777433617523335729e-02,-2.753619474205545176e-02,1.546335339097004886e-02,-2.818099563916863504e-02,1.706293938149069239e-02,1.474725527304330749e-02,-4.461564230449758389e-02,5.669844099882775934e-03,-1.471553455373630220e-02,1.004857457759160411e-02,-1.148810791239126411e-03,3.063815086589523340e-02,4.234377981494658744e-02,7.006653761985370821e-02,1.000000000000000000e+00
-1.980404428147591531e-02,7.392738693261265148e-02,-4.389897894408105981e-03,9.276977534753181459e-03,-1.055932847803532637e-02,-6.378629023043305354e-03,-1.564470611016683527e-02,1.113343220767872878e-02,3.614965907498188941e-03,-1.738032263034896760e-02,-8.341382723267738719e-03,-2.439383865899164699e-02,-3.012202515266685504e-02,-5.997388777443947092e-03,6.853022092945505739e-02,-8.754902913117694474e-03,-4.368896419768115297e-02,2.700445954560694306e-02,-2.183535730204544389e-02,2.811600310465650621e-02,4.004248154466337473e-02,-2.148220311359573878e-02,1.248467430708855366e-02,-2.371826939817422639e-02,3.699981197174916775e-03,1.655007155632695973e-02,2.135875472848843687e-02,3.147425684433990956e-02,7.181789457294221468e-02,1.000000000000000000e+00
-1.221326462112844007e-02,6.869909442184528314e-02,-3.033978088201954096e-03,5.942322503251034477e-03,-7.976314490350274247e-03,-1.176478249636612149e-02,6.515743928887016839e-03,-1.422799060277491270e-02,6.713047537588081454e-03,-9.733668240705777366e-03,-4.410959948974228946e-03,-1.043549203342277257e-02,-1.820652014904509258e-02,-4.928968593928086117e-03,7.437204085197560155e-02,-2.054243756810841121e-02,-4.200232502453861427e-02,2.285136106856884217e-02,-1.037471869953263647e-02,4.190174953829735316e-02,6.012103658074706425e-02,-5.620498809877354229e-03,1.850253799465031296e-02,-3.099993601620549405e-02,-1.584413101647917307e-03,2.820084724990029601e-02,3.371415721873442101e-03,2.660610377035825536e-02,6.537598809142783352e-02,1.000000000000000000e+00
