5.001575062539036221e-02,6.496385583107422076e-03,-3.193377570811458538e-02,-4.658988183319584531e-02,4.018562645093682467e-02,4.154033438361921793e-02,-3.798148762741726525e-02,-4.770416856187668919e-02,3.226307612197229502e-02,-2.315902122142658726e-02,8.307178011046072175e-03,5.494483069214987914e-02,-3.477024993036257478e-02,2.880049449300720737e-02,4.889073324671341231e-02,2.754630521769326282e-02,1.000000000000000000e+00
4.126949387110180612e-02,1.209424977008796351e-02,-1.790591914489855774e-02,-3.374597733880034534e-02,4.948194039355600926e-02,5.676752493960467855e-02,-3.258083242180468547e-02,-3.289791195720417893e-02,4.020718033457798546e-02,-2.950155335961280115e-02,1.418947072246157237e-04,5.650914346823409512e-02,-4.150491184750373930e-02,3.947016529448637429e-02,3.986021137290745447e-02,2.642777159875216858e-02,1.000000000000000000e+00
2.551726128286182713e-02,4.375383771758514784e-03,-1.855872936270187498e-02,-2.156839279578794816e-02,3.793136384994090504e-02,5.796222279736803346e-02,-3.090363001958270142e-02,-2.164331139479245408e-02,4.592702705936919927e-02,-3.280302491419876537e-02,-1.406661221636339512e-03,5.349209750974236177e-02,-3.934473933564246184e-02,4.872210195035556884e-02,3.147851813653981812e-02,2.163263461755092140e-02,1.000000000000000000e+00
7.197937619972852308e-03,-3.983982051090558495e-03,-2.430137200967467243e-02,-1.059097272729078547e-02,1.554402642962306180e-02,5.327192043129687360e-02,-3.780851473553958897e-02,-9.395141524015399731e-03,5.542202844097880721e-02,-3.764583896909576982e-02,-2.872069381763564869e-03,4.183987570681217683e-02,-3.694424656608140400e-02,5.413497924788596843e-02,3.446202169932960357e-02,2.313230972776492145e-02,1.000000000000000000e+00
-1.276131753133382188e-02,1.255786334055802173e-02,-1.720849214096310809e-02,-1.789302237638122281e-03,-3.672740021845834896e-03,4.782122622597519135e-02,-4.144132470792605272e-02,7.796828070236501949e-03,5.921655514155707567e-02,-3.845628723556592660e-02,-1.223913708331597107e-02,1.998683417119559436e-02,-4.049803674070869691e-02,4.351741859449256150e-02,4.517689606270709757e-02,3.107101784496203375e-02,1.000000000000000000e+00
-2.600087749103857648e-02,4.330382567217656853e-02,1.957830401524649280e-03,3.822925662911755458e-03,-1.318490312900029611e-02,4.242406049724138650e-02,-3.222779968798435146e-02,2.606448531104250954e-02,4.927608113721484995e-02,-3.461052820649589135e-02,-1.975641475314420317e-02,-3.054705219593445431e-03,-4.459617546979191549e-02,2.618627768552955759e-02,5.165171783704126940e-02,3.503423546216087592e-02,1.000000000000000000e+00
-2.872646119158756006e-02,6.557881494033521164e-02,1.180883602249605153e-02,8.942951880459886621e-03,-1.575201037685465197e-02,3.737916480529120122e-02,-2.489371147416298558e-02,3.629358262557305648e-02,3.295239309819410212e-02,-3.315092172900997031e-02,-1.846241156152431812e-02,-1.945810398970673413e-02,-4.577569970747805833e-02,1.476872705315387425e-02,5.528759297444466037e-02,3.030082856892268861e-02,1.000000000000000000e+00
-2.598240938482255374e-02,7.511418869691402489e-02,7.756251208094363386e-03,1.063531585348902880e-02,-1.334839678715700993e-02,2.024529979673386076e-02,-2.441440187237043161e-02,3.128793684581984702e-02,1.591697636555914480e-02,-2.886362853306705459e-02,-1.378813425052235683e-02,-2.728018735588885746e-02,-4.101376676337404464e-02,4.621147150804043660e-03,6.118607838792348291e-02,1.355607317074439960e-02,1.000000000000000000e+00
-1.980922646343024826e-02,7.251406030843637884e-02,8.844106537508038962e-04,3.989357842519932959e-03,-9.688116949243629969e-03,-2.928635560766796458e-03,-1.361826618335510754e-02,1.075208535205246854e-02,4.621475215165342029e-03,-1.754920141316479443e-02,-9.736852177475845485e-03,-2.431592072863567044e-02,-2.895922108714039239e-02,-2.742328619459957761e-03,6.323492836765881586e-02,-9.698701525925322933e-03,1.000000000000000000e+00
-1.013364566353968169e-02,6.659634500575140059e-02,1.196239310726485323e-03,-6.042712999216881542e-04,-5.491407662214208181e-03,-6.619229913834482823e-03,9.183825671526001100e-03,-1.031936882758251878e-02,7.176672531877503237e-03,-1.133530528499709575e-02,-2.943519221730956856e-03,-1.298385317623095350e-02,-1.743658004431867387e-02,-5.042325213691634112e-05,6.981768613440446358e-02,-2.005048733296753427e-02,1.000000000000000000e+00
4.003648705225048773e-03,6.285106706304986746e-02,8.517438709738584315e-03,1.265650374573918865e-02,-3.449364488960200356e-03,3.623129145580101032e-03,3.081222446470217868e-02,-2.520553811586307563e-02,2.236068996354739769e-02,-1.799494569843571729e-02,2.751991140176322445e-03,-4.898998133291675335e-03,-1.223198209494876648e-02,1.257299014549341509e-02,8.964299576684130189e-02,-1.623011494387838205e-02,1.000000000000000000e+00
1.770071777767668816e-02,5.594633124504919813e-02,2.290365354448005777e-02,3.101524463603436838e-02,-5.166782843017331261e-03,5.577240089934949047e-03,3.842270098814898338e-02,-3.433024472882174188e-02,4.264787271557649029e-02,-3.124677429004665483e-02,3.281630629050040146e-03,-1.113271229213638747e-02,-8.889602623151315192e-03,2.627114175421883108e-02,9.554482608855346948e-02,-7.647474647924089840e-03,1.000000000000000000e+00
2.209018433922497332e-02,4.507522589504446564e-02,3.281531778505298452e-02,3.732302976397693095e-02,-1.137275220558383280e-02,-7.548464637856140691e-04,3.391274267659442898e-02,-3.726178985680113354e-02,5.718749528920583081e-02,-3.673491232148835828e-02,5.518167232811649336e-03,-2.759265950826943203e-02,-2.763197724105367903e-03,3.525150250025383541e-02,7.353080501209025011e-02,4.763376246613789007e-04,1.000000000000000000e+00
1.869392005101723486e-02,3.125331163750413171e-02,2.492559884155955141e-02,3.106323066748260114e-02,-2.395814493658579569e-02,-3.841673794833237732e-03,2.455731935872062024e-02,-3.730368955961709670e-02,6.113372766932240882e-02,-3.614791562550176418e-02,1.121104952420346086e-02,-4.083672434556261804e-02,8.207463806943527534e-03,3.726055967073476499e-02,4.088381670962243364e-02,5.873662876623040631e-03,1.000000000000000000e+00
1.550861696246575404e-02,1.764163526885835151e-02,7.204207366005310059e-03,1.411705153702914189e-02,-4.019110777896331421e-02,3.249375704461494874e-04,1.409363394914157040e-02,-3.443655779047091053e-02,5.977696133365583558e-02,-3.702217075531032131e-02,2.037572113735567486e-02,-4.598606897144097427e-02,2.111349549998774860e-02,3.263880649929998962e-02,9.341918218561073156e-03,8.754630626672654098e-03,1.000000000000000000e+00
1.764034691608632952e-02,1.344054735186686785e-02,-2.830079273710225593e-03,-4.766687538390934620e-03,-5.354183211059235226e-02,1.050169376846747660e-02,1.039373676577410276e-02,-3.084668478654686158e-02,5.367630483687683973e-02,-3.842836545291392070e-02,2.533575659576458791e-02,-4.625894699967475487e-02,3.351454358496608332e-02,2.638852887719749657e-02,-1.392701759090113518e-02,1.351578803006526705e-02,1.000000000000000000e+00
2.450001413008231349e-02,2.221976980646829525e-02,1.844034829652903273e-03,-1.799000838008145073e-02,-5.674976350654876295e-02,1.717190680211059389e-02,1.332260066810038272e-02,-3.033652820344914097e-02,3.932603203220788601e-02,-3.166662718836939228e-02,2.141517034808266412e-02,-4.291188869928546507e-02,4.825875245475746977e-02,2.614174174844086443e-02,-2.110304708087649972e-02,2.271219974715445872e-02,1.000000000000000000e+00
2.997237813039206264e-02,2.923577727200894760e-02,1.347546003846704886e-02,-2.691283024637981802e-02,-4.930451039039636385e-02,8.891839823952972163e-03,1.714354060931760210e-02,-3.766256491772649456e-02,3.295425089965247495e-02,-1.700042658240385682e-02,1.279847864705638792e-02,-3.563306342479188177e-02,5.695711245709834947e-02,3.441734111804778395e-02,-1.385300259160606590e-02,2.593397553117886972e-02,1.000000000000000000e+00
2.738545165605407380e-02,2.715324654750179284e-02,2.221741171428278858e-02,-3.542107042168474856e-02,-4.156702267925970612e-02,-7.629878206451438070e-03,2.377467022161310756e-02,-4.074079452647685895e-02,4.678488727390713725e-02,-5.449188168194216142e-03,5.530842274689693958e-03,-3.150227898197480170e-02,5.166768772016314126e-02,4.272679682530462764e-02,-1.665891357692370588e-03,2.054962047350094440e-02,1.000000000000000000e+00
8.780109434223337325e-03,2.097886661390268442e-02,2.524472089805558650e-02,-3.700120151873177027e-02,-3.411069942555790963e-02,-1.667056252118231247e-02,2.947475084595975806e-02,-1.704869112800922598e-02,5.840535769651527404e-02,5.519259184614641600e-03,-1.811826074448245200e-03,-3.060885446007564209e-02,3.477412635756017834e-02,3.992536067034174047e-02,1.075743159193269342e-02,2.595696828752720037e-02,1.000000000000000000e+00
-1.642569611631462811e-02,1.715402220023268948e-02,2.624747227344544770e-02,-3.181335723002781668e-02,-2.508393960142532228e-02,-1.613432774094885128e-02,3.043324894651890794e-02,1.545406006911765814e-02,5.924090210662925904e-02,1.557748474548562023e-02,-1.158034069990417081e-02,-3.231422846847964436e-02,2.146151179961133804e-02,3.054817897312338271e-02,1.617117888194696818e-02,2.502290222523845253e-02,1.000000000000000000e+00
-3.323227070444404602e-02,1.578882955609792541e-02,2.823123555164992055e-02,-2.640059719190154808e-02,-2.178213675569331750e-02,-1.637088431925793480e-02,2.974681897526996327e-02,3.541742040127604518e-02,5.924254009918442782e-02,1.793781284500220799e-02,-2.241711451268570826e-02,-3.951416767709560462e-02,1.859608806954191063e-02,2.651014573673518213e-02,1.343364743079791292e-02,4.677048002557129477e-03,1.000000000000000000e+00
-3.896627745762348827e-02,1.664204601078430462e-02,2.817738141687204517e-02,-1.786663659390960723e-02,-2.850735269148124001e-02,-1.657685463939844589e-02,3.277404201468986367e-02,4.750995260024740152e-02,5.889342291291156661e-02,1.027547269898743815e-02,-3.251301783646672744e-02,-4.837826739066246329e-02,1.898049415369202492e-02,2.636065487311914715e-02,5.671629038790549845e-03,-1.745635272291656132e-02,1.000000000000000000e+00
-3.289328467346479962e-02,1.777708292342756319e-02,2.449837930064032929e-02,-7.220908866582855662e-03,-4.029729540129443899e-02,-9.515289872581452965e-03,4.218536732848611470e-02,5.431558847327852546e-02,5.700063310676620199e-02,2.882645260648209265e-03,-4.105414074068926278e-02,-4.940068996914580290e-02,1.587578052419364935e-02,2.347759318777069976e-02,-1.489427556553178308e-03,-2.849688410895053967e-02,1.000000000000000000e+00
