4.767587964773240677e-02,7.750816518174486608e-03,-3.409611125153204358e-02,-4.211995664635232589e-02,4.763298647923361329e-02,4.114237562672043436e-02,-3.639695028889412820e-02,-3.814644287192871935e-02,3.135131525874225444e-02,-2.544263897812492486e-02,1.446177960089625389e-02,5.086073523238275607e-02,-4.487183307642239605e-02,3.322119524463064411e-02,5.358862547627300105e-02,2.425295904645526079e-02,-2.363714159303513182e-02,1.340786622693534123e-02,-2.824222109524592364e-02,-6.849390690397148818e-02,-2.917493325929206016e-02,-3.948788621201479096e-03,-1.941827007004210195e-02,2.245646982051053425e-02,-3.757438842567517590e-03,-2.536354147678034077e-02,2.987775471442494918e-02,1.559128313476715669e-02,4.041996217674784925e-02,-2.343743703512376000e-02,1.000000000000000000e+00
3.939337167631273839e-02,1.400391795214996418e-02,-2.095884807578491174e-02,-3.120248736750951338e-02,5.846440491543061779e-02,5.607753187472847706e-02,-3.314009557415967949e-02,-2.202230566788293542e-02,3.831162542105638613e-02,-3.501276246849220619e-02,7.678657178541124784e-03,5.493572365558473114e-02,-5.169830173420485869e-02,4.746613706673782906e-02,4.621199384573504432e-02,2.429227648399236508e-02,-2.856088743663195983e-02,8.770360482138750413e-03,-2.975016745400183363e-02,-7.739362760931020602e-02,-2.030629792190798491e-02,-9.011231013492335476e-03,-1.929744408156210816e-02,1.833468979004451369e-02,1.230956713542334657e-03,-2.621079939437886280e-02,3.672754880613093159e-02,1.018779167729349719e-02,3.197488729377205574e-02,-3.696437675834263192e-02,1.000000000000000000e+00
2.438013259373535829e-02,6.811129042510482082e-03,-2.218322721628815039e-02,-1.986359966562570301e-02,4.735633750635271505e-02,5.626940046442736876e-02,-3.419122417167354266e-02,-1.062638137208030825e-02,4.420058495791873154e-02,-3.961225497427608294e-02,6.711874212245349386e-03,5.305621595477384711e-02,-4.777448057874718323e-02,5.664854344489808624e-02,3.640822866825885185e-02,1.940768028780151533e-02,-2.285232869318137156e-02,1.748172034756165921e-03,-3.222407215492591875e-02,-7.915305422879784225e-02,-4.766823472234471039e-03,-1.263657747381311675e-02,-2.147653005391130313e-02,1.288264271522266378e-02,5.955586418708729707e-03,-2.787648935928160529e-02,2.976811379880706099e-02,3.644740048930752291e-03,2.672587181821989635e-02,-4.255734770287617624e-02,1.000000000000000000e+00
5.774216599722662574e-03,2.717011722176924243e-04,-2.749143138940975811e-02,-8.857614044621271721e-03,2.517347617840834037e-02,5.203595947174267933e-02,-4.293423820195046980e-02,3.326874570156231753e-04,5.432131830823275914e-02,-4.377567473686676258e-02,5.722027621283116289e-03,4.127425792490298229e-02,-4.358731663879786278e-02,5.771470546008349023e-02,3.816664443183148681e-02,2.148621472646494723e-02,-1.498529732510042040e-02,-4.178548435756320595e-03,-3.251784288440365267e-02,-7.271598713493440669e-02,1.655280320535142125e-04,-1.760457526500373501e-02,-1.974062828272167558e-02,1.437809023383750801e-02,8.603489646564776300e-03,-2.895304687308441344e-02,9.586272316915705333e-03,1.550070817092824571e-02,3.361027744697575592e-02,-4.264173482641948204e-02,1.000000000000000000e+00
-1.461301874292871700e-02,1.854072210465393736e-02,-1.858896618078878515e-02,-4.142678728873932896e-04,4.745260820059814602e-03,4.763703893201736567e-02,-4.542772919890458727e-02,1.513685853010238863e-02,5.720117482281401183e-02,-4.121326301442612694e-02,-4.930957324386808782e-03,1.872611520155011838e-02,-4.562003892148689538e-02,4.153800858711076405e-02,4.828342916144286179e-02,3.188327268672905973e-02,-1.225119535492687900e-02,-5.417576365533307084e-03,-3.004424652921661512e-02,-5.234160134851255364e-02,-3.813646532990091695e-03,-3.049504899238419595e-02,-7.769985965878559511e-03,1.669226995495837196e-02,9.902557465997875036e-03,-2.571372546007047802e-02,1.866066065826364750e-03,4.029815728761987348e-02,4.797275303723652629e-02,-3.900509722079027741e-02,1.000000000000000000e+00
-2.808525456045090143e-02,4.834458858617327048e-02,1.836505559449815896e-03,3.638047298258791085e-03,-6.846481172582130625e-03,4.399955261194777451e-02,-3.318721536500119501e-02,3.117666799627261814e-02,4.595387376662218859e-02,-3.449907985087134060e-02,-1.519754995913497747e-02,-5.944307394517560350e-03,-4.885686998802614422e-02,2.277595957369461452e-02,5.550302043476319780e-02,3.927333283839083700e-02,-1.258059326471709996e-02,-5.595765221630186366e-03,-2.590612429750674753e-02,-2.394384022576830084e-02,-5.714951294854898542e-03,-5.069784053208659103e-02,7.195402491028575487e-04,1.092358757183380796e-02,9.550769876814295400e-03,-2.294158403542718300e-02,1.625130658255954236e-02,5.340227054799082107e-02,5.828506723767825498e-02,-3.076314216212128888e-02,1.000000000000000000e+00
-3.038358316929044844e-02,6.843513461126207731e-02,1.151080915400446228e-02,8.875512559998095102e-03,-1.043328453521003008e-02,3.906611009971316245e-02,-2.468934626347212002e-02,4.124629588428519594e-02,2.912736954780570722e-02,-3.315484552263089912e-02,-1.534175027387173554e-02,-2.380942761891781390e-02,-5.022810820234529378e-02,1.165786683860402240e-02,6.066339994398374513e-02,3.652879783575482819e-02,-1.492777005887514774e-02,3.110497236452772554e-04,-2.498509817679750791e-02,-1.038203012981683999e-03,-2.506330828811326183e-04,-5.864891837754943049e-02,2.150900301550235164e-03,-1.485436013097404806e-03,1.099082237558140704e-02,-1.544286743369945730e-02,2.795060759484109536e-02,5.192577620484967182e-02,6.490517002984644290e-02,-1.968358281429151077e-02,1.000000000000000000e+00
-2.618449612603557589e-02,7.656481830719040482e-02,5.398093995629876796e-03,1.280443300575132178e-02,-1.052453985363780049e-02,1.925229534791660785e-02,-2.544665156874455214e-02,3.615102966238802756e-02,1.325425563738147697e-02,-2.986428720159903932e-02,-1.045870224700675040e-02,-3.078102078733705935e-02,-4.494998077026441524e-02,9.851389525002297171e-04,6.756921360519305142e-02,1.808836153717997830e-02,-2.776701033973936333e-02,1.600554820405700185e-02,-2.736709287146442404e-02,1.578591998542185071e-02,1.538600392411566820e-02,-4.481442317732037273e-02,5.333333238725992964e-03,-1.501860481016039153e-02,1.025721853433945140e-02,-9.117665374593075800e-05,2.997944542022883824e-02,4.228433217938892125e-02,7.180018874257756978e-02,-8.714999604708489195e-03,1.000000000000000000e+00
-1.993939180279300644e-02,7.457769678479891917e-02,-3.405364507585249140e-03,8.395222040806060715e-03,-1.007984558907209366e-02,-6.786939304968361841e-03,-1.571043579331777781e-02,1.137719795479478005e-02,3.942805617346320513e-03,-1.734648808064053957e-02,-8.535443677431638759e-03,-2.362076907884981883e-02,-3.104724786568623801e-02,-6.675056066761150819e-03,7.009601161236950206e-02,-8.494229057671026650e-03,-4.368440882979961193e-02,2.779382743451127777e-02,-2.119780668346365332e-02,2.736706752092247022e-02,4.072703817058671849e-02,-2.173184096028159956e-02,1.240865867606845765e-02,-2.397872755175360290e-02,3.924655855135090327e-03,1.744484655999257311e-02,2.076073081279735180e-02,3.076877389927566014e-02,7.366269905503980420e-02,-1.636813650237357864e-04,1.000000000000000000e+00
-1.236749443920305211e-02,6.926000941111924714e-02,-2.325059323048205354e-03,4.835095756366120101e-03,-7.716998994243919052e-03,-1.209521505111452351e-02,6.547689588146660480e-03,-1.389855719630076272e-02,6.619159880548685509e-03,-9.697253596246804830e-03,-4.502850096211950814e-03,-9.984397425071183871e-03,-1.872554656848511578e-02,-5.394920570052528716e-03,7.547313467169190770e-02,-2.037793191615529936e-02,-4.213341622989544288e-02,2.357801312843149991e-02,-1.001223505060752986e-02,4.136221097876451730e-02,6.090566674903116762e-02,-5.566882138079346995e-03,1.837831159716135643e-02,-3.117961872954232161e-02,-1.448408678451619091e-03,2.907237542261607854e-02,2.849516069026589854e-03,2.565957853631904359e-02,6.705541714081922344e-02,3.338389277634468133e-03,1.000000000000000000e+00
-4.282851139488334791e-04,6.494106460807334835e-02,7.406441082323138476e-03,1.725712753165507124e-02,-8.802325115351405244e-03,-4.399593005352589285e-03,2.707296867761804782e-02,-2.915572955828150958e-02,2.192931898702040264e-02,-1.612600253319811106e-02,2.132599639343892711e-04,-2.289057868021272639e-03,-1.590905139311897878e-02,4.557853131756469181e-03,9.294265659705917837e-02,-1.708155472890261414e-02,-1.891337781527715686e-02,3.346393637902015522e-03,-1.496898376942289860e-03,6.659894866968714411e-02,5.934075075015365908e-02,6.766354811741415870e-03,1.449793643146395430e-02,-4.058058396871949691e-02,-3.033710525253280332e-04,3.399053013380016336e-02,-1.310965591635021230e-02,2.977911589894017066e-02,5.401122054515405252e-02,2.566517483128280368e-04,1.000000000000000000e+00
