4.740882245052181754e-02,7.341079118728138786e-03,-3.487246907392688167e-02,-4.212847395660102023e-02,4.738396343467787819e-02,3.798825214044911081e-02,-3.685909036773270253e-02,-4.120446896495746913e-02,2.883289389138039144e-02,-2.446173928231419950e-02,1.534876969286821935e-02,5.053918240595055983e-02,-4.011245171872682147e-02,3.191086881906248646e-02,5.347933712415642304e-02,2.564316503369335615e-02,-1.993063238122366049e-02,1.048969308819294906e-02,-2.952165175907325509e-02,-6.823974760077791690e-02,-3.174613396126641646e-02,-3.621995197183871043e-03,-1.703628729424792182e-02,2.443709336462507320e-02,-8.710843481826989129e-03,-2.453094204182628552e-02,1.000000000000000000e+00
3.848867785459657992e-02,1.320890473935933118e-02,-2.200215119742850861e-02,-3.076727050539037819e-02,5.732674067198813284e-02,5.358874827054679879e-02,-3.337431836072161928e-02,-2.431970704596586597e-02,3.594438382445228064e-02,-3.335788999214137768e-02,8.803050129595901482e-03,5.430557609237854355e-02,-4.628539424424037846e-02,4.495427189597913514e-02,4.665841762985651481e-02,2.486875952006181029e-02,-2.486965261829725965e-02,4.616992734874439397e-03,-3.115835448122644333e-02,-7.569719965810262075e-02,-2.203808704597799706e-02,-7.779893930506586244e-03,-1.605449456852459794e-02,2.035056732867143031e-02,-3.556534471479407683e-03,-2.493909162198936977e-02,1.000000000000000000e+00
2.316746032637601385e-02,5.932576796597735860e-03,-2.352500622727829449e-02,-1.923661783092657854e-02,4.570891765763117343e-02,5.541002277206158455e-02,-3.351097219127001370e-02,-1.193625393202948567e-02,4.162066823311694891e-02,-3.738306524210771586e-02,7.297249496172292932e-03,5.253452995625288585e-02,-4.277470403921453806e-02,5.430508147913029604e-02,3.725305477709747043e-02,1.925602972111346151e-02,-1.998848680551742682e-02,-2.472981772390647065e-03,-3.326895066661531009e-02,-7.674569396330654936e-02,-6.956495979084468054e-03,-1.243007793500428525e-02,-1.773407396601772712e-02,1.390189981918300496e-02,1.644431615272119729e-03,-2.748984960096770985e-02,1.000000000000000000e+00
5.281973171832330186e-03,-1.636273223080709008e-03,-2.870649721571546381e-02,-7.773422827813333824e-03,2.357197269546874516e-02,5.157167024658982496e-02,-4.147479205873874641e-02,-8.164686149832013976e-04,5.106599346483601393e-02,-4.213098017845581106e-02,5.369664990656217336e-03,4.146694099868820926e-02,-3.941940794975827556e-02,5.756432428989875782e-02,3.809288397586987895e-02,2.097698031943700386e-02,-1.226331258001016333e-02,-8.235508589325191836e-03,-3.331025155602065912e-02,-6.920647841723157057e-02,-3.848096229855867481e-03,-1.849490823905742057e-02,-1.469010926686778809e-02,1.479412944105876378e-02,5.285981115350939230e-03,-2.980782713880144805e-02,1.000000000000000000e+00
-1.391087193878538276e-02,1.568536122724531467e-02,-1.992096037684133042e-02,8.422651753440975591e-04,3.538731677940965339e-03,4.679108188035129012e-02,-4.574279197048457951e-02,1.381980659615853098e-02,5.371825204846577412e-02,-4.164346348743059451e-02,-5.862193072664138513e-03,2.018800446529199488e-02,-4.035840278343666432e-02,4.344140716067320523e-02,4.685124966426479354e-02,3.092703597593653847e-02,-1.068999268578390421e-02,-9.232035630864127845e-03,-3.028209724904105254e-02,-4.757318100342861761e-02,-8.389864879506984952e-03,-3.151649839284289406e-02,-2.415801429558776109e-03,1.656645207331070707e-02,7.773475604823817942e-03,-2.619052340485888281e-02,1.000000000000000000e+00
-2.576882445378069278e-02,4.710414988439802497e-02,1.888896886265492570e-05,4.501551145620914102e-03,-8.684480079764092531e-03,4.230169928821951586e-02,-3.609000955097321772e-02,3.057298146531751276e-02,4.352322875426151150e-02,-3.690585992359991796e-02,-1.594268893155323386e-02,-2.953303606347608412e-03,-4.175355349483882844e-02,2.479093065881729507e-02,5.280114951872962731e-02,3.690919054644198338e-02,-1.408736566918924321e-02,-8.324976185177253296e-03,-2.592773644135614244e-02,-1.930263745174752230e-02,-7.657803068044369971e-03,-5.138070236837754406e-02,5.166179117768895240e-03,1.025554270009215556e-02,9.579482087089474796e-03,-2.088345290466328552e-02,1.000000000000000000e+00
-2.688060035778305767e-02,6.956100240518732492e-02,9.784960213246100130e-03,9.071286952941005205e-03,-1.367014734313264090e-02,3.740723833850243679e-02,-2.789724856475991888e-02,4.108638433227251863e-02,2.814041206313363033e-02,-3.638505256200394444e-02,-1.591178908323498398e-02,-2.052622684297402550e-02,-4.253155757539550663e-02,1.381250564741691791e-02,5.713914320098394811e-02,3.302598485285077046e-02,-1.875357358098057869e-02,-2.185575110997258624e-03,-2.547182494814948309e-02,2.538482328558908270e-03,3.737184968864316198e-04,-5.929193824070237706e-02,6.093997885245075463e-03,-1.766192211335610232e-03,1.294123411872255547e-02,-1.155415938899173600e-02,1.000000000000000000e+00
-2.220555108833884364e-02,7.918463114034382522e-02,4.419949634670619285e-03,1.266451341538850708e-02,-1.388110943403387219e-02,1.914070714579691954e-02,-2.712641623438139318e-02,3.643215023341715708e-02,1.412269372454647010e-02,-3.324799415949146464e-02,-1.129364924038499078e-02,-2.921526873336251912e-02,-3.838055635643361496e-02,4.129346957484750225e-03,6.401977775048153796e-02,1.483990477206779436e-02,-3.234361169525355045e-02,1.364810562386973777e-02,-2.856347801382237012e-02,1.728210322335454671e-02,1.610359869195089610e-02,-4.632338855174665537e-02,8.210528558089902340e-03,-1.489126358614497464e-02,1.260119675179939905e-02,3.958162800495296230e-03,1.000000000000000000e+00
-1.647205130242004184e-02,7.680118078375840207e-02,-3.390294366333840292e-03,8.340438976088646039e-03,-1.228884639985114435e-02,-5.216276809163762629e-03,-1.522026076040919849e-02,1.364436026623653056e-02,6.486761606050844668e-03,-1.977665616409503974e-02,-9.287799358073396683e-03,-2.450392387952468262e-02,-2.749554485282038746e-02,-2.430385783143952649e-03,6.767719149297073133e-02,-1.045130295578564072e-02,-4.691597736088727599e-02,2.634378775537212641e-02,-2.223960565327182462e-02,2.769193280554678449e-02,3.981562548585309419e-02,-2.313350256343905953e-02,1.316791556341948347e-02,-2.387466328656109513e-02,5.165166232514228906e-03,2.048613152928068296e-02,1.000000000000000000e+00
-1.017291702118364172e-02,6.993196414722312182e-02,-1.555031776924446774e-03,4.728279818682819616e-03,-9.220140900153613039e-03,-1.036937358496157688e-02,8.152737291639466227e-03,-9.695551809859004680e-03,9.793038649225246917e-03,-1.029644644316000598e-02,-4.803745672833382649e-03,-1.193464463587002623e-02,-1.645005751620567946e-02,-4.213587494491365798e-04,7.427017260976566393e-02,-2.114550453760130275e-02,-4.339951910152241993e-02,2.296428487310269925e-02,-1.011122286225962785e-02,4.203976285907446570e-02,5.917702897332716150e-02,-5.571711016687647816e-03,1.868886656350892544e-02,-3.070053393636771460e-02,-1.378721345906265073e-03,3.132648278675950748e-02,1.000000000000000000e+00
