4.748382090366587427e-02,7.946379234361602983e-03,-3.575892495559905571e-02,-4.220574948402087967e-02,4.849770035100517407e-02,3.976140818052674442e-02,-3.540248950620970836e-02,-3.917007958792604466e-02,2.891227747518453767e-02,-2.488712576985202887e-02,1.473039915029524319e-02,4.940572174965240926e-02,-4.306706868268311839e-02,3.392832469062467826e-02,5.358735992028424572e-02,2.338964318612752127e-02,-2.024905836647123564e-02,1.193674911960656768e-02,-2.932227388842550270e-02,-6.609238687894811171e-02,-3.212754128563480999e-02,-4.285150817137097293e-03,-1.681634491827264238e-02,2.472229423980090018e-02,-6.942157694794941214e-03,-2.618633574523073979e-02,3.155783479637028210e-02,1.698095840045389313e-02,1.000000000000000000e+00
3.874919389706565909e-02,1.386851832146844717e-02,-2.315279637236654364e-02,-3.043924907182102291e-02,5.874966687519594249e-02,5.475965890498311200e-02,-3.181491431902214173e-02,-2.237846512498912338e-02,3.598231353640418684e-02,-3.334327076121274686e-02,8.200284474988028469e-03,5.356796328788391431e-02,-4.961582788096872976e-02,4.747236553970454742e-02,4.586775093961207445e-02,2.266642924915506646e-02,-2.461974338105240440e-02,5.796933471466026583e-03,-3.131864852156930612e-02,-7.400778642905253557e-02,-2.322193747714790604e-02,-8.902690326195138171e-03,-1.619175221568681586e-02,1.998000139236982137e-02,-2.329941140744837963e-03,-2.675783112558547880e-02,3.863122291726711621e-02,1.054233344550949136e-02,1.000000000000000000e+00
2.359950935586886331e-02,6.359046313288423125e-03,-2.441093867168406956e-02,-1.851768080280907433e-02,4.713120282186782084e-02,5.533735740586926549e-02,-3.271215804491362650e-02,-1.053253656319106009e-02,4.150975902783726745e-02,-3.747296624921635233e-02,7.401436250021451412e-03,5.227924765452097999e-02,-4.571177040233326966e-02,5.656105211339672312e-02,3.609488866663054796e-02,1.721563664690093504e-02,-1.940428664103820144e-02,-1.707910052193596651e-03,-3.387339755952867293e-02,-7.544382263104096320e-02,-7.673425811333988052e-03,-1.257039532530158411e-02,-1.828706810123197773e-02,1.358413352654186043e-02,2.896371946450506524e-03,-2.867326035278660451e-02,3.152569300261363894e-02,3.608640177770823000e-03,1.000000000000000000e+00
5.092908869689366687e-03,-1.101527431318440747e-03,-2.939318883855833800e-02,-7.327709015335545292e-03,2.486751382921649142e-02,5.109091452345332351e-02,-4.193581572831941995e-02,6.827130916949334868e-04,5.116458978288847964e-02,-4.211250659277609304e-02,6.473536650497997702e-03,4.090440882317940285e-02,-4.137130960656225376e-02,5.791550656617504983e-02,3.807346958157502986e-02,1.857375658847452288e-02,-1.186067076829051131e-02,-6.950986373537602903e-03,-3.468239490244955786e-02,-6.827777352462190141e-02,-2.845437305556334714e-03,-1.835193118441878074e-02,-1.611685975415944744e-02,1.455564632291717585e-02,6.802842585279052570e-03,-3.043967791982391674e-02,1.123836046625396705e-02,1.551639405352896184e-02,1.000000000000000000e+00
-1.439747951529226667e-02,1.630551227124971830e-02,-2.060866005456409369e-02,9.375357914771483350e-04,4.533018737811875601e-03,4.702868884179604858e-02,-4.603516987134376182e-02,1.567969875172888633e-02,5.440066395244909370e-02,-4.089640413299822780e-02,-4.269274395610388184e-03,1.839668337342794530e-02,-4.252851917506884211e-02,4.223371778962039386e-02,4.790455170654898953e-02,2.868010580802559176e-02,-9.821990019270882694e-03,-7.301303761531438910e-03,-3.231558669768152398e-02,-4.738204869063568359e-02,-5.933176847588601810e-03,-3.249001228929559310e-02,-3.826128643326437082e-03,1.626017244897692837e-02,9.303731814808421235e-03,-2.735949302925645699e-02,3.830735793715673090e-03,3.894826442353480078e-02,1.000000000000000000e+00
-2.673063482548829542e-02,4.726224843893524208e-02,-7.194386409099754603e-04,4.762562500881160031e-03,-7.268939971376040671e-03,4.409591528888676115e-02,-3.571798249009378035e-02,3.197823527038053809e-02,4.451144786371183382e-02,-3.546711881052486137e-02,-1.480169951408363653e-02,-6.443776691434571074e-03,-4.494137049618357471e-02,2.427346186869301300e-02,5.439455216442201646e-02,3.606313570573605604e-02,-1.187129300326070225e-02,-7.080419598321113263e-03,-2.796425609745938762e-02,-1.970751852781380681e-02,-5.809450743313696909e-03,-5.283859787066617908e-02,4.192085067813679927e-03,9.988615695883624329e-03,9.524629238954696042e-03,-2.351682608949151251e-02,1.941766409556740930e-02,5.049082285300837691e-02,1.000000000000000000e+00
-2.835346938778614267e-02,6.894945199090971033e-02,9.306011958416519209e-03,9.868342746012521288e-03,-1.147430984833324938e-02,3.958138475318473404e-02,-2.815673373189536005e-02,4.191949808184636250e-02,2.894406765810580637e-02,-3.488051984018958329e-02,-1.488729011720744087e-02,-2.473015244708385782e-02,-4.616626655003226720e-02,1.419513903125771415e-02,5.909014464941775291e-02,3.325096108240717385e-02,-1.617578244006352001e-02,-1.130344849231730217e-03,-2.724021287206812580e-02,1.881016929105161842e-03,1.345824250717941872e-03,-6.033681507980843961e-02,5.178259332876158222e-03,-2.458254117238736075e-03,1.117122873561871010e-02,-1.515278846213897676e-02,3.262486415036092852e-02,4.876794412571923421e-02,1.000000000000000000e+00
-2.397816376064473495e-02,7.812677622632623053e-02,4.527014927586947568e-03,1.378715581258123726e-02,-1.218263276006417706e-02,1.991652724490386786e-02,-2.853206829725932897e-02,3.703123228222814090e-02,1.409210003711174573e-02,-3.214328457186223231e-02,-9.100816108913464472e-03,-3.295837397246430961e-02,-4.206511905257136197e-02,4.933843498172064621e-03,6.560260475818532888e-02,1.502629970471579257e-02,-3.040195128784622600e-02,1.458868624758813230e-02,-2.974843200118737485e-02,1.726638562491021600e-02,1.719271906762792623e-02,-4.641625602130857592e-02,6.992185527709460918e-03,-1.568136440653097874e-02,1.068416776813924628e-02,1.652773886149511151e-04,3.580638490714629918e-02,4.001497570584783975e-02,1.000000000000000000e+00
-1.792283154000832296e-02,7.611819781640194460e-02,-2.767269562651874029e-03,9.247148660637546577e-03,-1.202931491433350403e-02,-5.985290793368923390e-03,-1.735669758128375456e-02,1.361491667362219049e-02,5.708393880908949058e-03,-1.918032370488074317e-02,-6.262968579267821911e-03,-2.697853774407509009e-02,-3.072933322028008687e-02,-1.857000816184620900e-03,6.821115821953345482e-02,-1.068630647624612198e-02,-4.598902790814926589e-02,2.655799489249280679e-02,-2.273522224880175635e-02,2.797726740915777374e-02,4.081959448352032865e-02,-2.265579974624628429e-02,1.197172469315645020e-02,-2.438756966143227831e-02,4.316061389561094697e-03,1.720349639375289355e-02,2.641889213787310120e-02,3.008397976729551559e-02,1.000000000000000000e+00
-1.056612214124442312e-02,6.966802933227875250e-02,-1.011400008475976837e-03,5.667659723485443668e-03,-9.812052937070471492e-03,-1.101274916534305051e-02,6.114424794205779515e-03,-1.069558246390353573e-02,9.455754722183875444e-03,-1.056429904629026251e-02,-2.562121645092422725e-03,-1.279146737722085606e-02,-1.961433568914242725e-02,-2.089814262832834224e-04,7.418883068904763567e-02,-2.160415312987851166e-02,-4.302011399540582592e-02,2.279264482929741625e-02,-1.086249793972715941e-02,4.227168459728605776e-02,5.929502074750224450e-02,-5.151482729052938442e-03,1.772127502027356222e-02,-3.126324535370410274e-02,-9.880420398467974763e-04,2.873069178293240211e-02,7.385575441861511048e-03,2.622284610329553289e-02,1.000000000000000000e+00
