4.989883077797251792e-02,4.866795404431724370e-03,-2.870999599010019832e-02,-4.446669004152656313e-02,3.684898411860755563e-02,4.500750268029211215e-02,-4.084844048439011804e-02,-5.105657229359751581e-02,3.096808874456342953e-02,-1.928312359704514867e-02,8.937512372567842783e-03,5.029925306581504996e-02,-3.473082101746338690e-02,3.256287940053086138e-02,1.000000000000000000e+00
4.092757841077736269e-02,1.110311737118613654e-02,-1.494381559801474801e-02,-3.180118197498262023e-02,4.538223122323213621e-02,6.069041712927222831e-02,-3.434368736728316690e-02,-3.511225331310030562e-02,3.915721420629550420e-02,-2.500208190352028181e-02,1.931132017682989088e-03,5.292075278652849657e-02,-4.078844608230797197e-02,4.273023975124444485e-02,1.000000000000000000e+00
2.489943351941136321e-02,4.130400568899897894e-03,-1.592888885615658529e-02,-1.995209511302703520e-02,3.358849680448151853e-02,6.207525614612852821e-02,-3.231628234505998926e-02,-2.298788855622026228e-02,4.480722731532695013e-02,-2.913786630714935294e-02,4.150676798407269830e-04,5.033292819131157669e-02,-3.894985954439891818e-02,5.126825691653103673e-02,1.000000000000000000e+00
7.267190674193966908e-03,-3.935291720674590800e-03,-2.226670914826269637e-02,-9.012455302896991288e-03,1.074453788815116564e-02,5.766726750276147256e-02,-3.894858974101075150e-02,-1.052097280857685821e-02,5.436852607685437044e-02,-3.474841108655403465e-02,-1.266286018772102076e-03,3.864176759969832620e-02,-3.729695163681851638e-02,5.641019609136208729e-02,1.000000000000000000e+00
-1.162150946304903350e-02,1.224669132485328368e-02,-1.652248257811738535e-02,-8.280796147758394052e-04,-8.980532208285187112e-03,5.210697464373979099e-02,-4.152242659445518069e-02,6.853644651533092116e-03,5.838498545101342141e-02,-3.629170714637908884e-02,-1.090708173311481788e-02,1.706472699773169122e-02,-4.059816973012747576e-02,4.581755808120423212e-02,1.000000000000000000e+00
-2.463699505448098750e-02,4.235977508284077819e-02,1.178268234968773281e-03,3.625026653965949912e-03,-1.841005677958499481e-02,4.586785856026431157e-02,-3.130996781913881338e-02,2.612767285068079426e-02,4.892823955330263819e-02,-3.312427458701706906e-02,-1.872857253906080877e-02,-4.934988132975687281e-03,-4.282523877796320932e-02,2.910446863909992021e-02,1.000000000000000000e+00
-2.768690880027140783e-02,6.415604494846402495e-02,1.045046463535621341e-02,8.187960753132186159e-03,-2.051364803235341053e-02,3.987968696137364488e-02,-2.387150553870442254e-02,3.678768052605045635e-02,3.303619738322144395e-02,-3.223856861081412367e-02,-1.727757982923908142e-02,-2.066484833085401387e-02,-4.257834014001099510e-02,1.836186757826287208e-02,1.000000000000000000e+00
-2.607264489879890235e-02,7.338584533178962865e-02,6.844349863422628105e-03,1.018736734783237501e-02,-1.730477841503756317e-02,2.228124751267690842e-02,-2.402879145252356102e-02,3.085888633980756954e-02,1.577900876423687232e-02,-2.867789756683047919e-02,-1.206808998206045785e-02,-2.863299640387862929e-02,-3.743265730531365049e-02,7.943500850517329348e-03,1.000000000000000000e+00
-2.155399182284686854e-02,7.131906051863329266e-02,9.406156821354892672e-04,4.102761633662660445e-03,-1.213960102764056678e-02,-1.095513430858324061e-03,-1.416762555052275552e-02,1.018144656898224351e-02,3.770766106051224274e-03,-1.732691127475429957e-02,-8.040067813229065385e-03,-2.585146368826206700e-02,-2.582401161109755539e-02,-5.839737851427787008e-04,1.000000000000000000e+00
-1.241000411895728205e-02,6.581476048292021763e-02,1.787737821451966524e-03,-4.133915624749580353e-04,-7.154652093897768961e-03,-4.493733620780468452e-03,7.880610726571935995e-03,-9.483752262341303002e-03,5.849886520266933156e-03,-1.085830470879143791e-02,-1.454967376086840208e-03,-1.412242352462664621e-02,-1.435607194619009305e-02,1.679313393153736983e-03,1.000000000000000000e+00
2.779006866753129870e-03,6.187205518913012348e-02,9.331012296759816013e-03,1.300509968852626465e-02,-5.754606351813074117e-03,7.426369480749988802e-03,2.847665236592554147e-02,-2.252682446052110474e-02,2.162585889237347153e-02,-1.794401827409319167e-02,5.599368745964115532e-03,-5.414937940233920978e-03,-8.377526149287948046e-03,1.542177356140538719e-02,1.000000000000000000e+00
1.880414188603097767e-02,5.484806020163948692e-02,2.294123335779805692e-02,3.166602210882751844e-02,-8.674184916341436472e-03,1.154202029683409035e-02,3.566718992343655831e-02,-3.111119023455927168e-02,4.270600000871805496e-02,-3.194777766112044670e-02,8.129827002174905282e-03,-1.013637185947629388e-02,-5.361393893126615087e-03,3.072164746524683882e-02,1.000000000000000000e+00
2.429353258237901270e-02,4.418392971894369997e-02,3.146654661656883567e-02,3.798016775785145738e-02,-1.448046961504010494e-02,5.272373328914229523e-03,3.232302628559895197e-02,-3.534357801061505794e-02,5.721816611133666991e-02,-3.814345826447106819e-02,1.004752691199607348e-02,-2.593021835247891552e-02,-8.469605211787554350e-04,3.946099423576358151e-02,1.000000000000000000e+00
2.015777781628122142e-02,3.063117477176879530e-02,2.341952365161122790e-02,3.148246890659378572e-02,-2.574046745906166320e-02,4.835692582534460715e-04,2.458086529191710889e-02,-3.697014522734818481e-02,6.126380594385395784e-02,-3.791015392898337832e-02,1.399498805491332896e-02,-4.012903628363379688e-02,8.465230384842183098e-03,4.022736139959940532e-02,1.000000000000000000e+00
1.552904674152432406e-02,1.681338104156421265e-02,6.775398263465647053e-03,1.424243698540060901e-02,-4.069566754008005494e-02,2.562170327396515179e-03,1.526253466191275845e-02,-3.521706212680587866e-02,6.012280302773811286e-02,-3.827775773918747071e-02,2.178520814463669880e-02,-4.628465030865524382e-02,2.036061893850431292e-02,3.480810636321878676e-02,1.000000000000000000e+00
