4.835453894632668614e-02,7.888838872710548372e-03,-3.489382870401353670e-02,-4.216342727641098076e-02,4.761557247623060540e-02,4.088638095445888687e-02,-3.680428613927091974e-02,-3.746752901036580485e-02,3.192802893666593644e-02,-2.641825690378680341e-02,1.476161701377814994e-02,5.078886728345304025e-02,-4.574822983729954357e-02,3.338759054271310533e-02,5.401644599286793691e-02,2.301536532974704161e-02,-2.254693640716952385e-02,1.447403116155934928e-02,-2.913277306147084994e-02,-6.914512602254052620e-02,-2.747261997834649430e-02,-4.821021852265525501e-03,-1.924775795799114203e-02,2.257578545709779116e-02,-2.534860137575372860e-03,-2.569908833923378877e-02,2.889084118691812725e-02,1.676920648631403249e-02,4.029877509418412079e-02,-2.442922205100229310e-02,2.472254440492200125e-03,1.000000000000000000e+00
4.028825196304611223e-02,1.431602650353739486e-02,-2.188807267660054789e-02,-3.123976536653790687e-02,5.872845357218854645e-02,5.561087237857176291e-02,-3.352790126653482777e-02,-2.114999706014845590e-02,3.865877706731133540e-02,-3.648348344738450155e-02,7.750155990378152643e-03,5.477860893914085483e-02,-5.268067916429514108e-02,4.771600302374680302e-02,4.701165141876675890e-02,2.289554313658836299e-02,-2.732779436989171695e-02,9.731940329306701387e-03,-3.071979298839460498e-02,-7.839051362841155390e-02,-1.819108422399533589e-02,-1.005718375654608698e-02,-1.934482983918184296e-02,1.838935846618799247e-02,3.044720582034553258e-03,-2.646768111920896199e-02,3.535664764482675249e-02,1.144256928151111963e-02,3.177376453077722374e-02,-3.813472110939664095e-02,-1.453260596050777800e-03,1.000000000000000000e+00
2.522009299081959602e-02,7.365166025541757325e-03,-2.322487218195211367e-02,-1.999664273300790288e-02,4.777043637850655888e-02,5.574810931742321674e-02,-3.443564950405823832e-02,-9.784836901674429446e-03,4.429714323047539981e-02,-4.142128757965961305e-02,6.469387297159429062e-03,5.275118129432478098e-02,-4.884849094223533972e-02,5.709932922905451569e-02,3.758242879666523484e-02,1.788077875834792954e-02,-2.145310613100015473e-02,2.309376476583182777e-03,-3.307709749381094327e-02,-8.035652185071152920e-02,-2.580077735882662163e-03,-1.368264555866025717e-02,-2.150006759460338854e-02,1.284373661154475724e-02,8.142845953477848009e-03,-2.799056003053101635e-02,2.826864853024755458e-02,4.856535346081766041e-03,2.657095552437514080e-02,-4.396469881883307423e-02,-7.012673448535478374e-03,1.000000000000000000e+00
6.457372133940596746e-03,1.062437136154446501e-03,-2.839694149594815253e-02,-9.418430939644924574e-03,2.549040451318045422e-02,5.146612542365371773e-02,-4.291863091568050292e-02,1.043142311219409993e-03,5.420096096368480498e-02,-4.586629729509119485e-02,5.289732339174457731e-03,4.087419792910322591e-02,-4.479764234694001701e-02,5.857401031135008734e-02,3.965492693327771212e-02,1.993669270172462871e-02,-1.352315969368761764e-02,-4.049225329829743425e-03,-3.321497152816549336e-02,-7.411686828561078744e-02,2.300880975960099134e-03,-1.847668628184136533e-02,-1.950025956071170519e-02,1.400975350437222433e-02,1.092227374545203834e-02,-2.916630248799327238e-02,8.053770717670018925e-03,1.661303458352960880e-02,3.363030555765580271e-02,-4.455698911688674158e-02,-1.282198139672379583e-02,1.000000000000000000e+00
-1.389781357743565676e-02,1.952390283750233407e-02,-1.900256628395509059e-02,-1.365711722225380551e-03,4.949081603058789677e-03,4.694339023081797735e-02,-4.517362404214406157e-02,1.585284854786865594e-02,5.689278671506275975e-02,-4.329345239370433612e-02,-5.065115635948710601e-03,1.855301792383129769e-02,-4.680372141700932936e-02,4.281728996579519525e-02,4.987614080783241838e-02,3.047642205988040920e-02,-1.142155442529797608e-02,-5.579366204018049516e-03,-3.081660676688793149e-02,-5.387612442633208515e-02,-1.789884268270159826e-03,-3.118370645602120197e-02,-7.116140303970841519e-03,1.620434631707297693e-02,1.185763752022502698e-02,-2.618922791846303721e-02,3.846891357011696100e-04,4.149303405582148441e-02,4.859138900857665200e-02,-4.136512915999842471e-02,-1.275026493440357261e-02,1.000000000000000000e+00
-2.710937434621051370e-02,4.889047929681707150e-02,1.366163444510964595e-03,2.602922233479890504e-03,-6.503363281552177258e-03,4.319127446126153763e-02,-3.294407293154163335e-02,3.180580682056174946e-02,4.586211231978369607e-02,-3.594080525606149767e-02,-1.492749372180476528e-02,-5.669276743356694778e-03,-4.978414182564525059e-02,2.418301311638375653e-02,5.660666975686258484e-02,3.773670579228628752e-02,-1.258270874041774769e-02,-5.623448269381818576e-03,-2.669021047913454694e-02,-2.520043193822945823e-02,-3.931121426871693469e-03,-5.148206601437205210e-02,1.437867265753409087e-03,1.089102363902274412e-02,1.065844967101669399e-02,-2.340629000261872789e-02,1.498607660685708290e-02,5.451332756386751549e-02,5.901832158686716456e-02,-3.279874041878853841e-02,-2.747132142093313897e-03,1.000000000000000000e+00
-2.925858557374575938e-02,6.809947699053398029e-02,1.041866295587327851e-02,7.487879394342047967e-03,-9.815087607607599768e-03,3.823052718706581449e-02,-2.439321362427764039e-02,4.171227172984919712e-02,2.979887906635166755e-02,-3.389572714970597034e-02,-1.518297056953401593e-02,-2.314445325949613524e-02,-5.095632515598819828e-02,1.301275802311965303e-02,6.101451437452902471e-02,3.449189177106329329e-02,-1.530750767849791555e-02,7.950448746738454642e-04,-2.535443581218019618e-02,-1.770785576727682952e-03,1.342516498140974845e-03,-5.945161310523255221e-02,2.305112605872961396e-03,-1.125204558895278456e-03,1.120913532127236489e-02,-1.562550627209270335e-02,2.690482286821772873e-02,5.248553621991666751e-02,6.470624870389105054e-02,-2.103010137305351412e-02,1.197147732385618960e-02,1.000000000000000000e+00
-2.529272533258285910e-02,7.521093114572333094e-02,3.952384818629471261e-03,1.113585739800726331e-02,-1.007141192826020368e-02,1.857010005438353151e-02,-2.485131416958963682e-02,3.640189386104659974e-02,1.422631655288070403e-02,-3.049453897688312459e-02,-1.081800840141305259e-02,-2.981197969025023431e-02,-4.596041594854582968e-02,2.408065623634342983e-03,6.771481601557555186e-02,1.551005771751381643e-02,-2.799952118894878661e-02,1.689939165740014793e-02,-2.715684212016159296e-02,1.538911002860265595e-02,1.675119367081739225e-02,-4.536507028329257729e-02,4.958842661981482415e-03,-1.435663210701657727e-02,1.020775616806699274e-02,-4.797726685731515395e-05,2.898072968341871072e-02,4.245606299557448671e-02,7.058041122854981364e-02,-9.548993216569046094e-03,2.425032984577831299e-02,1.000000000000000000e+00
-1.948792552140666406e-02,7.238755720890487078e-02,-4.731545559348536434e-03,6.991860927127377390e-03,-1.030820184852022404e-02,-7.039754284270938883e-03,-1.482494594831346157e-02,1.123999745635319812e-02,4.537015367199106336e-03,-1.863481581624793978e-02,-9.487738328056280826e-03,-2.272658417138834555e-02,-3.245273407221246909e-02,-4.999442740278066052e-03,7.071341710474385311e-02,-1.132581292639341444e-02,-4.352855082154759997e-02,2.865091357169300551e-02,-2.075225994189215661e-02,2.726383686991997943e-02,4.152337291418462667e-02,-2.201795690226171498e-02,1.231709906812905771e-02,-2.344295777529948471e-02,4.364720561020399292e-03,1.755856061239753629e-02,1.994574715223625810e-02,3.084091730194615105e-02,7.181596569759877979e-02,-5.809685899846993989e-04,3.281767913275158294e-02,1.000000000000000000e+00
-1.223965255849212251e-02,6.664040462545559040e-02,-3.595621697022708882e-03,4.214458287404770909e-03,-8.755133071070366618e-03,-1.198198242351223089e-02,7.796526174198984901e-03,-1.441131938079305216e-02,6.817765017986025800e-03,-1.199203606176939101e-02,-6.271861800964458056e-03,-9.448425306942126109e-03,-2.004434347634518124e-02,-3.766812962135678011e-03,7.646218695591529280e-02,-2.371978344525259297e-02,-4.185277538560061572e-02,2.422637068034413227e-02,-9.687273170219118032e-03,4.137006399915729715e-02,6.134309327767133863e-02,-5.886211274576783753e-03,1.908048499369093334e-02,-3.144809061302158287e-02,-8.234664704215056974e-04,2.912064370124419974e-02,2.218522673174249532e-03,2.549906310544984914e-02,6.469137959120856152e-02,3.226806178170138831e-03,4.167427566508605241e-02,1.000000000000000000e+00
