4.760948888726825035e-02,2.470815112792595913e-03,-2.498840453302467526e-02,-4.820604962512793634e-02,3.597268497623425793e-02,4.660729436666452563e-02,-3.950744667429512136e-02,-5.173078327839866764e-02,2.993959176143065268e-02,-1.924380379745446734e-02,1.000000000000000000e+00
3.678304543887375710e-02,8.893900836070930960e-03,-1.021545649196013185e-02,-3.552486413026641199e-02,4.434656627852651134e-02,6.278904245513711180e-02,-3.270333525701646371e-02,-3.459838838286213858e-02,3.949316318340882759e-02,-2.521287073754363214e-02,1.000000000000000000e+00
2.023674501778145729e-02,2.505954661307201615e-03,-1.135628449200523291e-02,-2.364168400313040180e-02,3.263184819473697457e-02,6.434455603612837526e-02,-3.178171463537121655e-02,-2.120648117454641129e-02,4.485747995678121547e-02,-2.928357706224047480e-02,1.000000000000000000e+00
2.637350042855713880e-03,-5.095014133355167327e-03,-1.837673441844248773e-02,-1.288242668673215789e-02,1.017315165363846113e-02,6.027300414567917514e-02,-4.039349802115517474e-02,-7.810193319806608275e-03,5.312219200692420984e-02,-3.431974595664692013e-02,1.000000000000000000e+00
-1.514095972062434563e-02,1.112118389789300277e-02,-1.447579635321853860e-02,-4.089223565030287652e-03,-9.809061571529480855e-03,5.506083203022706790e-02,-4.360869274608576707e-02,9.568824006899508822e-03,5.630226845120116924e-02,-3.485385412892868379e-02,1.000000000000000000e+00
-2.578591148322603027e-02,4.183194504454574442e-02,1.233291405969034506e-03,9.734379523699421971e-04,-2.013694694799042506e-02,4.816456692664390637e-02,-3.249081148635248051e-02,2.801430186084094900e-02,4.626489856455577587e-02,-3.216881699314201593e-02,1.000000000000000000e+00
-2.687344800537618678e-02,6.451389228943245346e-02,1.007087979660322222e-02,5.528809362626476570e-03,-2.255438849967727685e-02,4.108213581100245149e-02,-2.436937527140245474e-02,3.801134115099483179e-02,2.991961621166042487e-02,-3.262011451692149733e-02,1.000000000000000000e+00
-2.429421482930495951e-02,7.437114235473307744e-02,7.097099583934663586e-03,8.345907477897880622e-03,-1.836269701351694525e-02,2.282416943440913198e-02,-2.357800009275028141e-02,3.148866644957244720e-02,1.306207845163245840e-02,-2.986198091099381835e-02,1.000000000000000000e+00
-2.019616373906101686e-02,7.209022347484955739e-02,1.752361170343963784e-03,3.555677675418882425e-03,-1.205490973548704187e-02,-8.026400303698423555e-04,-1.309107670770344803e-02,1.077814263544796432e-02,2.084245206136346035e-03,-1.857882128618972353e-02,1.000000000000000000e+00
-1.216714396457833913e-02,6.584073759125816383e-02,2.744476554094852500e-03,-4.871936634704022301e-04,-7.099657511204905333e-03,-4.703551656322649266e-03,8.485060957060521977e-03,-8.828062479569420001e-03,4.909270281514218487e-03,-1.178550859223221128e-02,1.000000000000000000e+00
2.330574638724736483e-03,6.161023949498953267e-02,1.035190667686442315e-02,1.283460730787658668e-02,-5.704369388999091552e-03,6.630784555727510694e-03,2.914304364984177109e-02,-2.162336672978201757e-02,2.089394698481773088e-02,-1.837481699468439950e-02,1.000000000000000000e+00
1.803249431860225530e-02,5.485894409173467517e-02,2.378179377935036795e-02,3.092786437734078991e-02,-8.464765449376777939e-03,1.030370240119294831e-02,3.717592351316630073e-02,-2.983524274514294528e-02,4.148337896639812949e-02,-3.153145471258925192e-02,1.000000000000000000e+00
2.351761308488758279e-02,4.458481340096177858e-02,3.105456023639011076e-02,3.686794901197303770e-02,-1.467876937618615291e-02,4.053492803383674375e-03,3.450460374125553786e-02,-3.459135318185459218e-02,5.499172819194775297e-02,-3.724236650732330733e-02,1.000000000000000000e+00
1.950399569623900708e-02,3.157907161757037701e-02,2.120363012476040449e-02,3.038793739521605808e-02,-2.667697461164821038e-02,-4.824192118291180387e-04,2.736139013361173211e-02,-3.702585222783948138e-02,5.844685388499459150e-02,-3.678633374277523460e-02,1.000000000000000000e+00
1.437104158887700725e-02,1.906639320134000809e-02,3.045998004512788862e-03,1.352405314265724828e-02,-4.197760144505423285e-02,1.248958188850686490e-03,1.870685245077091663e-02,-3.586575012970782961e-02,5.746252701940629537e-02,-3.711540638267486758e-02,1.000000000000000000e+00
